Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Necroman the Third,Monster Card,,,False,False,DARK,Effect Monster,Zombie,"('Effect',)",0,1000,,3,Necroman the Third,https://yugipedia.com/wiki/Necroman_the_Third,,2022-12-20 09:22:27,
Needlkyrie the Celestial Seamstress,Monster Card,,,False,False,LIGHT,Normal Monster,Fairy,,1400,0,,1,Needlkyrie the Celestial Seamstress,https://yugipedia.com/wiki/Needlkyrie_the_Celestial_Seamstress,,2023-01-16 02:23:11,
Nekogal #2,Monster Card,,,False,False,EARTH,Normal Monster,Beast-Warrior,,2000,1900,,6,Nekogal 2 (Rush Duel),https://yugipedia.com/wiki/Nekogal_2_(Rush_Duel),"('Edited',)",2023-01-31 20:40:36,
Neo Plandish,Monster Card,,,False,False,EARTH,Effect Monster,Plant,"('Effect',)",1500,2500,,7,Neo Plandish,https://yugipedia.com/wiki/Neo_Plandish,,2023-02-04 14:22:20,
Nessus the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Normal Monster,Fiend,,0,1500,,4,Nessus the Star Knight,https://yugipedia.com/wiki/Nessus_the_Star_Knight,,2021-12-17 00:14:21,
Newsflash the Journalistic Juggernaut,Monster Card,,"('Newspaper',)",False,False,EARTH,Fusion Monster,Machine,"('Effect',)",2500,2900,,9,Newsflash the Journalistic Juggernaut,https://yugipedia.com/wiki/Newsflash_the_Journalistic_Juggernaut,,2023-01-16 03:07:28,
Night Vision the Phantom Pigeon,Monster Card,,,False,False,DARK,Effect Monster,Winged Beast,"('Effect',)",1500,2200,,7,Night Vision the Phantom Pigeon,https://yugipedia.com/wiki/Night_Vision_the_Phantom_Pigeon,,2022-09-21 06:15:38,
Nightbringer Dragon,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",1500,2400,,7,Nightbringer Dragon,https://yugipedia.com/wiki/Nightbringer_Dragon,,2022-12-21 09:35:52,
Nightmare Knock,Spell Card,Normal Spell Card,"('Ghost Story',)",False,False,,,,"('Effect',)",,,,,Nightmare Knock,https://yugipedia.com/wiki/Nightmare_Knock,,2022-10-20 06:58:29,
Nikotamabot,Monster Card,,,False,False,EARTH,Fusion Monster,Machine,"('Effect',)",2000,2000,,2,Nikotamabot,https://yugipedia.com/wiki/Nikotamabot,,2022-12-20 12:28:20,
Nimble Lemming,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",100,900,,2,Nimble Lemming,https://yugipedia.com/wiki/Nimble_Lemming,,2023-02-15 13:55:34,
Niwatori,Monster Card,,,False,False,EARTH,Normal Monster,Winged Beast,,800,900,,3,Niwatori (Rush Duel),https://yugipedia.com/wiki/Niwatori_(Rush_Duel),,2022-10-20 07:39:29,
The Noodle Art of Roastery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",False,False,,,,"('Effect',)",,,,,The Noodle Art of Roastery,https://yugipedia.com/wiki/The_Noodle_Art_of_Roastery,,2023-02-13 18:59:08,
The Noodle Art of Saucery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",False,False,,,,"('Effect',)",,,,,The Noodle Art of Saucery,https://yugipedia.com/wiki/The_Noodle_Art_of_Saucery,,2022-12-21 09:47:04,
The Noodle Art of Savory,Spell Card,Normal Spell Card,"('Noodle Ninja',)",False,False,,,,"('Effect',)",,,,,The Noodle Art of Savory,https://yugipedia.com/wiki/The_Noodle_Art_of_Savory,,2022-10-20 07:35:12,
The Noodle Art of Spicery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",False,False,,,,"('Effect',)",,,,,The Noodle Art of Spicery,https://yugipedia.com/wiki/The_Noodle_Art_of_Spicery,,2022-12-21 09:46:59,
Northern Gyoza Girl,Monster Card,,,False,False,LIGHT,Normal Monster,Aqua,,1700,900,,5,Northern Gyoza Girl,https://yugipedia.com/wiki/Northern_Gyoza_Girl,,2022-09-21 06:23:33,
Nova Spark,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Nova Spark,https://yugipedia.com/wiki/Nova_Spark,,2022-12-21 09:17:43,
Nullstrike Dragon Zerogias,Monster Card,,"('Strike Dragon',)",False,False,DARK,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,Nullstrike Dragon Zerogias,https://yugipedia.com/wiki/Nullstrike_Dragon_Zerogias,,2022-08-17 09:41:41,
Nuncharinet the Music Princess,Monster Card,,"('Music Princess',)",False,False,WIND,Effect Monster,Warrior,"('Effect',)",500,1600,,5,Nuncharinet the Music Princess,https://yugipedia.com/wiki/Nuncharinet_the_Music_Princess,,2022-10-20 07:21:52,
Nutrient Zero,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Nutrient Zero,https://yugipedia.com/wiki/Nutrient_Zero,,2022-12-25 10:28:52,
Nuvia the Wicked Mischief Maker,Monster Card,,"('Bubble Actress',)",False,False,WATER,Effect Monster,Aqua,"('Effect',)",800,1000,,4,Nuvia the Wicked Mischief Maker,https://yugipedia.com/wiki/Nuvia_the_Wicked_Mischief_Maker,"('Edited',)",2023-01-31 20:46:22,
Odd-Eyes Twin Tail Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,2200,,7,Odd-Eyes Twin Tail Cat,https://yugipedia.com/wiki/Odd-Eyes_Twin_Tail_Cat,,2022-10-30 07:37:13,
Ojisan,Monster Card,,,False,False,WATER,Normal Monster,Fish,,1600,1600,,5,Ojisan,https://yugipedia.com/wiki/Ojisan,,2022-10-20 07:38:40,
Omega Guitarna the Supreme Shining Superstar,Monster Card,,"('Psychic Musician',)",False,False,DARK,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2000,2900,,9,Omega Guitarna the Supreme Shining Superstar,https://yugipedia.com/wiki/Omega_Guitarna_the_Supreme_Shining_Superstar,,2022-10-30 06:49:57,
One Year Broom,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1300,300,,2,One Year Broom,https://yugipedia.com/wiki/One_Year_Broom,,2022-12-19 09:30:54,
One-Side Reverse,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,One-Side Reverse,https://yugipedia.com/wiki/One-Side_Reverse,,2022-09-18 19:48:59,
Opening Move Omen,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Opening Move Omen,https://yugipedia.com/wiki/Opening_Move_Omen,,2022-09-21 06:08:22,
Oppressed Ant,Monster Card,,"('Gi-ant Revolution (series)',)",False,False,WATER,Normal Monster,Insect,,200,100,,1,Oppressed Ant,https://yugipedia.com/wiki/Oppressed_Ant,,2022-10-20 07:23:55,
Orbit Skater,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,1400,800,,3,Orbit Skater,https://yugipedia.com/wiki/Orbit_Skater,,2022-12-21 09:16:09,
Oriental Tiger,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",2500,1600,,7,Oriental Tiger,https://yugipedia.com/wiki/Oriental_Tiger,,2022-10-20 06:57:15,
The Origin Stone of Legend,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",0,0,,1,The Origin Stone of Legend,https://yugipedia.com/wiki/The_Origin_Stone_of_Legend,,2023-01-26 17:58:33,
Outer Space,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Outer Space,https://yugipedia.com/wiki/Outer_Space,,2022-12-21 09:47:26,
Ozone Layer,Monster Card,,,False,False,WIND,Effect Monster,Galaxy (Type),"('Effect',)",900,1200,,3,Ozone Layer,https://yugipedia.com/wiki/Ozone_Layer,,2022-12-21 09:16:02,
Packrat,Monster Card,,,False,False,LIGHT,Effect Monster,Beast,"('Effect',)",100,100,,1,Packrat,https://yugipedia.com/wiki/Packrat,,2023-01-03 23:15:01,
Pair Collision,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Pair Collision,https://yugipedia.com/wiki/Pair_Collision,,2022-12-10 20:58:37,
Pair Production,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Pair Production,https://yugipedia.com/wiki/Pair_Production,,2021-12-10 14:35:30,
Palace Gargoyle,Monster Card,,,False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",1200,1000,,4,Palace Gargoyle,https://yugipedia.com/wiki/Palace_Gargoyle,,2021-12-13 06:01:19,
Pantula,Monster Card,,,False,False,DARK,Effect Monster,Machine,"('Effect',)",900,1300,,4,Pantula,https://yugipedia.com/wiki/Pantula,,2022-12-21 09:22:34,
Parallel Birth Gate,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Parallel Birth Gate,https://yugipedia.com/wiki/Parallel_Birth_Gate,,2023-02-23 13:05:07,
Parashroom Colony,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",1000,1000,,4,Parashroom Colony,https://yugipedia.com/wiki/Parashroom_Colony,,2022-11-17 12:11:36,
Particle Acceleration,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Particle Acceleration,https://yugipedia.com/wiki/Particle_Acceleration,,2021-12-10 23:47:52,
Party Party Party,Spell Card,Normal Spell Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Party Party Party,https://yugipedia.com/wiki/Party_Party_Party,,2022-09-21 03:51:11,
Party Time - Disco Ball,Trap Card,Normal Trap Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Party Time - Disco Ball,https://yugipedia.com/wiki/Party_Time_-_Disco_Ball,,2022-10-20 06:59:38,
Party Up,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Party Up,https://yugipedia.com/wiki/Party_Up,,2023-01-17 13:26:38,
Paxcyclinder,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Paxcyclinder,https://yugipedia.com/wiki/Paxcyclinder,,2022-12-05 23:04:24,
Peace Holder,Monster Card,,,False,False,LIGHT,Normal Monster,Psychic,,0,1500,,4,Peace Holder,https://yugipedia.com/wiki/Peace_Holder,,2022-10-20 07:04:12,
Peacock Picotron,Monster Card,,"('Tron (series)',)",False,False,LIGHT,Effect Monster,Cyberse,"('Effect',)",100,1600,,5,Peacock Picotron,https://yugipedia.com/wiki/Peacock_Picotron,,2023-01-03 23:08:04,
Peaks of Blisstopia,Spell Card,Field Spell Card,"('Blisstopia',)",False,False,,,,"('Effect',)",,,,,Peaks of Blisstopia,https://yugipedia.com/wiki/Peaks_of_Blisstopia,,2022-12-13 15:36:51,
Peeking Magician,Monster Card,,,False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",0,1200,,3,Peeking Magician,https://yugipedia.com/wiki/Peeking_Magician,,2022-10-20 06:56:49,
Pelion the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",2000,2500,,8,Pelion the Star Knight,https://yugipedia.com/wiki/Pelion_the_Star_Knight,,2022-03-04 17:32:21,
Penguin Soljersey,Monster Card,,"('Jersey',)",False,False,WATER,Effect Monster,Aqua,"('Effect',)",500,800,,2,Penguin Soljersey,https://yugipedia.com/wiki/Penguin_Soljersey,,2023-02-04 14:25:24,
Permillind Hicrotron,Monster Card,,"('Tron (series)',)",False,False,LIGHT,Fusion Monster,Cyberse,"('Effect',)",0,2600,,8,Permillind Hicrotron,https://yugipedia.com/wiki/Permillind_Hicrotron,,2022-10-31 18:35:50,
Petit Moth,Monster Card,,,False,False,EARTH,Normal Monster,Insect,,200,300,,1,Petit Moth (Rush Duel),https://yugipedia.com/wiki/Petit_Moth_(Rush_Duel),,2022-09-21 03:07:18,"('Type',)"
Phantom Bind,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Phantom Bind,https://yugipedia.com/wiki/Phantom_Bind,,2022-12-21 09:47:43,
Phantom Roar,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Phantom Roar,https://yugipedia.com/wiki/Phantom_Roar,,2023-01-21 14:53:54,
Phoenix Dragon,Monster Card,,,False,False,FIRE,Effect Monster,Dragon,"('Effect',)",500,500,,2,Phoenix Dragon,https://yugipedia.com/wiki/Phoenix_Dragon,,2022-12-21 09:39:12,
Pholus the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",1200,1600,,5,Pholus the Star Knight,https://yugipedia.com/wiki/Pholus_the_Star_Knight,,2022-09-25 03:01:26,
Picklon the Constructor Fairy,Monster Card,,"('Constructor',)",False,False,EARTH,Effect Monster,Wyrm,"('Effect',)",1000,200,,3,Picklon the Constructor Fairy,https://yugipedia.com/wiki/Picklon_the_Constructor_Fairy,,2022-09-21 06:24:36,
Pierce!,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Pierce!,https://yugipedia.com/wiki/Pierce!,,2022-09-20 11:19:50,
Piercing Dragon Bunker Strike,Monster Card,,"('Strike Dragon',)",False,False,EARTH,Effect Monster,Dragon,"('Effect',)",1800,2300,,7,Piercing Dragon Bunker Strike,https://yugipedia.com/wiki/Piercing_Dragon_Bunker_Strike,,2022-12-21 09:36:39,
Piercing Samurai,Monster Card,,,False,False,DARK,Effect Monster,Warrior,"('Effect',)",1000,1200,,4,Piercing Samurai,https://yugipedia.com/wiki/Piercing_Samurai,,2022-12-23 14:36:56,
Pitch-Black Warwolf,Monster Card,,,True,False,DARK,Effect Monster,Beast-Warrior,"('Continuous Effect',)",600,1600,,4,Pitch-Black Warwolf (Rush Duel),https://yugipedia.com/wiki/Pitch-Black_Warwolf_(Rush_Duel),,2022-10-30 06:15:42,"('Type',)"
Platnidon,Monster Card,,"('Nouveau Riche Dinosaur',)",False,False,LIGHT,Normal Monster,Dinosaur,,1400,0,,1,Platnidon,https://yugipedia.com/wiki/Platnidon,,2022-12-13 15:30:07,
Player #39: Home Run Hitter,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Warrior,"('Effect',)",2000,2500,,8,Player 39: Home Run Hitter,https://yugipedia.com/wiki/Player_39:_Home_Run_Hitter,,2022-12-27 13:33:18,
Player #99: Grand Slam Dragon,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Dragon,"('Effect',)",2000,2000,,8,Player 99: Grand Slam Dragon,https://yugipedia.com/wiki/Player_99:_Grand_Slam_Dragon,,2023-01-16 01:52:36,
Plectcrime of the Deadly Dirge,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",1500,2500,,7,Plectcrime of the Deadly Dirge,https://yugipedia.com/wiki/Plectcrime_of_the_Deadly_Dirge,,2023-02-19 15:07:46,
Pluggyfish,Monster Card,,,False,False,WATER,Normal Monster,Thunder,,900,900,,2,Pluggyfish,https://yugipedia.com/wiki/Pluggyfish,,2023-01-12 19:05:45,
Police Scoop,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,0,1500,,4,Police Scoop,https://yugipedia.com/wiki/Police_Scoop,,2023-02-04 14:27:02,
Polymerization,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Polymerization (Rush Duel),https://yugipedia.com/wiki/Polymerization_(Rush_Duel),,2023-01-18 11:28:33,"('Type',)"
Porcupine Dragon,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",1600,1600,,5,Porcupine Dragon,https://yugipedia.com/wiki/Porcupine_Dragon,,2023-01-16 01:09:13,
Poseigyon Advencharger,Monster Card,,,False,False,WATER,Fusion Monster,Thunder,"('Effect',)",1800,2600,,7,Poseigyon Advencharger,https://yugipedia.com/wiki/Poseigyon_Advencharger,,2023-01-12 19:02:02,
Pot of Arrogance,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Pot of Arrogance,https://yugipedia.com/wiki/Pot_of_Arrogance,,2023-02-08 02:01:19,
Pot of Avarice,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Pot of Avarice (Rush Duel),https://yugipedia.com/wiki/Pot_of_Avarice_(Rush_Duel),,2022-10-20 06:54:07,"('Any',)"
Pot of Greed,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Pot of Greed (Rush Duel),https://yugipedia.com/wiki/Pot_of_Greed_(Rush_Duel),,2022-10-30 07:41:12,"('Type',)"
Power Bond,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Power Bond (Rush Duel),https://yugipedia.com/wiki/Power_Bond_(Rush_Duel),,2023-02-23 09:51:05,"('Any',)"
Power Shock,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Power Shock,https://yugipedia.com/wiki/Power_Shock,,2022-11-17 12:06:49,
The Power Up,Spell Card,Normal Spell Card,"('The',)",False,False,,,,"('Effect',)",,,,,The Power Up,https://yugipedia.com/wiki/The_Power_Up,,2023-01-11 01:09:17,
Powerful Pierce!!,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Powerful Pierce!!,https://yugipedia.com/wiki/Powerful_Pierce!!,,2022-04-23 23:39:21,
Predator Gunleon,Monster Card,,"('Chameleon',)",False,False,DARK,Effect Monster,Reptile,"('Effect',)",600,2500,,7,Predator Gunleon,https://yugipedia.com/wiki/Predator_Gunleon,,2022-09-21 05:55:37,
Preparation of Jersey Rites,Spell Card,Normal Spell Card,"('Jersey',)",False,False,,,,"('Effect',)",,,,,Preparation of Jersey Rites,https://yugipedia.com/wiki/Preparation_of_Jersey_Rites,,2023-02-04 14:19:51,
Pretty☆Witch Imprisonment,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Pretty☆Witch Imprisonment,https://yugipedia.com/wiki/Pretty%E2%98%86Witch_Imprisonment,,2022-09-21 06:05:59,
Priestess of Star Salvation,Monster Card,,,False,False,WATER,Effect Monster,Wyrm,"('Effect',)",0,1200,,4,Priestess of Star Salvation,https://yugipedia.com/wiki/Priestess_of_Star_Salvation,,2022-02-11 17:10:46,
Prima Guitarna the Shining Superstar,Monster Card,,"('Psychic Musician',)",False,False,LIGHT,Effect Monster,Psychic,"('Effect',)",0,2200,,7,Prima Guitarna the Shining Superstar,https://yugipedia.com/wiki/Prima_Guitarna_the_Shining_Superstar,,2023-01-20 21:02:18,
Primal Howling,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Primal Howling,https://yugipedia.com/wiki/Primal_Howling,,2022-10-20 07:19:39,
Prime Roast Beef Horseman,Monster Card,,"('Yakiniku',)",False,False,FIRE,Fusion Monster,Beast,"('Effect',)",1800,2400,,7,Prime Roast Beef Horseman,https://yugipedia.com/wiki/Prime_Roast_Beef_Horseman,,2022-12-27 14:34:55,
Primordial Slash,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Primordial Slash,https://yugipedia.com/wiki/Primordial_Slash,,2023-02-02 12:36:58,
Princess Ladybug White,Monster Card,,,False,False,LIGHT,Effect Monster,Insect,"('Effect',)",1300,700,,4,Princess Ladybug White,https://yugipedia.com/wiki/Princess_Ladybug_White,,2023-01-05 22:56:34,
Princess Omega the Shining Megastar,Monster Card,,"('Psychic Musician',)",False,False,LIGHT,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2000,2900,,9,Princess Omega the Shining Megastar,https://yugipedia.com/wiki/Princess_Omega_the_Shining_Megastar,,2023-01-20 21:02:08,
Princessleon,Monster Card,,"('Chameleon',)",False,False,LIGHT,Normal Monster,Reptile,,600,100,,1,Princessleon,https://yugipedia.com/wiki/Princessleon,,2023-01-29 19:41:31,
Printing Presser,Monster Card,,"('Newspaper',)",False,False,EARTH,Effect Monster,Machine,"('Effect',)",1600,2300,,8,Printing Presser,https://yugipedia.com/wiki/Printing_Presser,,2023-01-16 02:42:25,
Prison Island - Cell Block 5 & 6,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Prison Island - Cell Block 5 & 6,https://yugipedia.com/wiki/Prison_Island_-_Cell_Block_5_%26_6,,2022-12-21 09:54:42,
Progress Potter,Monster Card,,,False,False,WIND,Effect Monster,Psychic,"('Effect',)",200,1300,,3,Progress Potter,https://yugipedia.com/wiki/Progress_Potter,,2022-10-20 07:04:49,
Prophecy Phrase of the Colors of the Wind,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",0,2200,,7,Prophecy Phrase of the Colors of the Wind,https://yugipedia.com/wiki/Prophecy_Phrase_of_the_Colors_of_the_Wind,"('Alternate',)",2023-02-06 13:36:35,
Protector of the Throne,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1500,800,,4,Protector of the Throne (Rush Duel),https://yugipedia.com/wiki/Protector_of_the_Throne_(Rush_Duel),"('Edited',)",2023-01-31 21:11:58,
Proto-Cyber Dragon,Monster Card,,"('Cyber Dragon (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Machine,"('Continuous Effect',)",600,1100,,3,Proto-Cyber Dragon (Rush Duel),https://yugipedia.com/wiki/Proto-Cyber_Dragon_(Rush_Duel),,2023-02-23 09:57:26,"('Name',)"
Psy Stage Bouncer,Monster Card,,"('Psychic Musician',)",False,False,DARK,Normal Monster,Psychic,,700,2000,,6,Psy Stage Bouncer,https://yugipedia.com/wiki/Psy_Stage_Bouncer,,2022-04-20 16:51:37,
Psychic Burial,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Psychic Burial,https://yugipedia.com/wiki/Psychic_Burial,,2022-02-09 02:41:43,
Psychic Divergence,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Psychic Divergence,https://yugipedia.com/wiki/Psychic_Divergence,,2022-10-20 07:03:26,
Psychic Introduction,Trap Card,Normal Trap Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Psychic Introduction,https://yugipedia.com/wiki/Psychic_Introduction,,2022-04-20 14:19:50,
Psychic Kappa,Monster Card,,"('Kappa',)",False,False,WATER,Normal Monster,Aqua,,1000,400,,2,Psychic Kappa (Rush Duel),https://yugipedia.com/wiki/Psychic_Kappa_(Rush_Duel),,2022-08-05 23:59:45,
Psychic Omega Blast,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Psychic Omega Blast,https://yugipedia.com/wiki/Psychic_Omega_Blast,,2022-10-20 07:03:32,
Psychic Trap Hole,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)",False,False,,,,"('Effect',)",,,,,Psychic Trap Hole,https://yugipedia.com/wiki/Psychic_Trap_Hole,,2022-10-20 07:03:13,
Psychicounter,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Psychicounter,https://yugipedia.com/wiki/Psychicounter,,2022-09-21 06:26:36,
Psypickupper,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,1800,,6,Psypickupper,https://yugipedia.com/wiki/Psypickupper,,2023-01-16 01:07:05,
Purple-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Beast,"('Effect',)",200,400,,1,Purple-Eyes Star Cat,https://yugipedia.com/wiki/Purple-Eyes_Star_Cat,,2023-01-21 14:01:38,
QWERTY Keyblade,Spell Card,Equip Spell Card,"('High Tech Dragon',)",False,False,,,,"('Effect',)",,,,,QWERTY Keyblade,https://yugipedia.com/wiki/QWERTY_Keyblade,,2023-02-04 14:20:40,
Quadcopter GA84,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,1500,1800,,5,Quadcopter GA84,https://yugipedia.com/wiki/Quadcopter_GA84,,2022-10-05 20:19:53,
Quantum Hole,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Quantum Hole,https://yugipedia.com/wiki/Quantum_Hole,,2021-12-10 14:30:33,
RB Draphone,Trap Card,Normal Trap Card,"('High Tech Dragon',)",False,False,,,,"('Effect',)",,,,,RB Draphone,https://yugipedia.com/wiki/RB_Draphone,,2022-12-21 09:40:29,
