Name,Password,Card type,Property,Effect type,Archseries,TCG status,OCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Number 89: Diablosis the Mind Hacker,95474755,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_89:_Diablosis_the_Mind_Hacker,2022-11-05 00:50:06,,Xyz Monster,,DARK,Psychic,7,2800,1200,,,
Number 8: Heraldic King Genom-Heritage,47387961,Monster Card,,"('Condition', 'Ignition Effect')","('Heraldic', 'Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_8:_Heraldic_King_Genom-Heritage,2021-06-24 18:05:19,,Xyz Monster,,LIGHT,Psychic,4,2400,1800,,,
Number 90: Galaxy-Eyes Photon Lord,08165596,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect')","('Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)', 'Photon')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_90:_Galaxy-Eyes_Photon_Lord,2021-08-18 04:22:06,,Xyz Monster,,LIGHT,Warrior,8,2500,3000,,,
Number 91: Thunder Spark Dragon,84417082,Monster Card,,"('Ignition Effect',)","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_91:_Thunder_Spark_Dragon,2021-06-24 10:52:18,,Xyz Monster,,LIGHT,Dragon,4,2400,2000,,,
Number 92: Heart-eartH Dragon,97403510,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_92:_Heart-eartH_Dragon,2022-10-05 12:46:22,,Xyz Monster,,DARK,Dragon,9,0,0,,,
Number 93: Utopia Kaiser,23187256,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Number', 'Number (Spell/Trap archetype)', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_93:_Utopia_Kaiser,2022-11-04 14:34:12,,Xyz Monster,,LIGHT,Warrior,12,2500,2000,,,
Number 94: Crystalzero,62070231,Monster Card,,"('Quick Effect',)","('Mythyrian Numbers', 'Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_94:_Crystalzero,2022-06-02 01:04:02,,Xyz Monster,,WATER,Warrior,5,2200,1600,,,
Number 95: Galaxy-Eyes Dark Matter Dragon,58820923,Monster Card,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('-Eyes Dragon', 'Evolving Numbers', 'Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)')",Forbidden,Forbidden,,https://yugipedia.com/wiki/Number_95:_Galaxy-Eyes_Dark_Matter_Dragon,2021-06-24 10:52:47,,Xyz Monster,,DARK,Dragon,9,4000,0,,,
Number 96: Dark Mist,55727845,Monster Card,,"('Quick Effect',)","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_96:_Dark_Mist,2021-06-24 10:52:51,,Xyz Monster,,DARK,Fiend,2,100,1000,,,
Number 97: Draglubion,28400508,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_97:_Draglubion,2022-08-14 07:39:44,,Xyz Monster,,DARK,Dragon,8,3000,3000,,,
Number 98: Antitopian,55470553,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_98:_Antitopian,2021-06-24 10:53:05,,Xyz Monster,,DARK,Warrior,4,2000,2500,,,
Number 99: Utopia Dragonar,95134948,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_99:_Utopia_Dragonar,2022-08-14 05:29:40,,Xyz Monster,,LIGHT,Warrior,12,3000,3000,,,
Number 99: Utopic Dragon,51543904,Monster Card,,"('Ignition Effect', 'Quick Effect', 'Summoning condition')","('Number', 'Number (Spell/Trap archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_99:_Utopic_Dragon,2021-10-11 20:58:50,,Xyz Monster,,LIGHT,Dragon,10,4000,2000,,,
Number 9: Dyson Sphere,01992816,Monster Card,,"('Ignition Effect', 'Quick Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_9:_Dyson_Sphere,2021-11-20 08:10:05,,Xyz Monster,,LIGHT,Machine,9,2800,3000,,,
Number C1000: Numerounius,89477759,Monster Card,,"('Quick Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Numerounius')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C1000:_Numerounius,2022-07-24 08:20:50,,Xyz Monster,,LIGHT,Fiend,12,?,?,,,
Number C101: Silent Honor DARK,12744567,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C101:_Silent_Honor_DARK,2022-06-16 17:40:10,,Xyz Monster,,WATER,Aqua,5,2800,1500,,,
Number C102: Archfiend Seraph,67173574,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Archfiend', 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C102:_Archfiend_Seraph,2021-06-24 10:59:29,"('Name',)",Xyz Monster,,LIGHT,Fairy,5,2900,2400,,,
Number C103: Ragnafinity,20785975,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C103:_Ragnafinity,2022-05-05 18:18:43,,Xyz Monster,,WATER,Fairy,5,2800,2400,,,
Number C104: Umbral Horror Masquerade,49456901,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X', 'Umbral Horror')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C104:_Umbral_Horror_Masquerade,2022-08-25 11:36:33,,Xyz Monster,,DARK,Spellcaster,5,3000,1500,,,
Number C105: Battlin' Boxer Comet Cestus,85121942,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C105:_Battlin%27_Boxer_Comet_Cestus,2022-10-03 22:29:42,,Xyz Monster,,FIRE,Warrior,5,2800,2000,,,
Number C106: Giant Red Hand,55888045,Monster Card,,"('Condition', 'Quick Effect')","('Chaos', 'Hand (archetype)', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C106:_Giant_Red_Hand,2022-12-17 21:10:39,,Xyz Monster,,EARTH,Rock,5,2600,2000,,,
Number C107: Neo Galaxy-Eyes Tachyon Dragon,68396121,Monster Card,,"('Condition', 'Ignition Effect')","('-Eyes Dragon', 'Chaos', 'Galaxy', 'Galaxy-Eyes', 'Galaxy-Eyes Tachyon Dragon', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C107:_Neo_Galaxy-Eyes_Tachyon_Dragon,2022-05-05 18:17:45,"('Name',)",Xyz Monster,,LIGHT,Dragon,9,4500,3000,,,
Number C15: Gimmick Puppet Giant Hunter,33776843,Monster Card,,"('Ignition Effect',)","('Chaos', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Puppet')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C15:_Gimmick_Puppet_Giant_Hunter,2022-07-21 23:52:25,,Xyz Monster,,DARK,Machine,9,2500,1500,,,
Number C1: Numeron Chaos Gate Sunya,79747096,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Numeron')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C1:_Numeron_Chaos_Gate_Sunya,2021-11-20 08:11:05,,Xyz Monster,,DARK,Machine,2,2000,1000,,,
Number C32: Shark Drake Veiss,49221191,Monster Card,,"('Quick Effect', 'Summoning condition')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Shark (series)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C32:_Shark_Drake_Veiss,2021-11-15 00:15:22,,Xyz Monster,,WATER,Sea Serpent,4,2800,2100,,,
Number C39: Utopia Ray,56840427,Monster Card,,"('Condition', 'Ignition Effect', 'Summoning condition')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Number C39', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray,2021-07-08 13:30:28,,Xyz Monster,,LIGHT,Warrior,4,2500,2000,,,
Number C39: Utopia Ray V,66970002,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Number C39', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_V,2021-10-20 07:41:00,,Xyz Monster,,LIGHT,Warrior,5,2600,2000,,,
Number C39: Utopia Ray Victory,87911394,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Number C39', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_Victory,2021-06-24 10:57:19,,Xyz Monster,,LIGHT,Warrior,5,2800,2500,,,
Number C40: Gimmick Puppet of Dark Strings,69170557,Monster Card,,"('Ignition Effect', 'Trigger Effect')","('Chaos', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Puppet')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C40:_Gimmick_Puppet_of_Dark_Strings,2022-07-21 23:52:24,,Xyz Monster,,DARK,Machine,9,3300,2000,,,
Number C43: High Manipulator of Chaos,32446630,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C43:_High_Manipulator_of_Chaos,2021-06-24 10:57:44,,Xyz Monster,,DARK,Fiend,3,0,0,,,
Number C5: Chaos Chimera Dragon,69757518,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C5:_Chaos_Chimera_Dragon,2021-06-24 10:55:49,,Xyz Monster,,DARK,Dragon,6,0,0,,,
Number C62: Neo Galaxy-Eyes Prime Photon Dragon,48348921,Monster Card,,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('-Eyes Dragon', 'Chaos', 'Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Photon')",Not yet released,Unlimited,,https://yugipedia.com/wiki/Number_C62:_Neo_Galaxy-Eyes_Prime_Photon_Dragon,2023-01-28 17:32:10,,Xyz Monster,,LIGHT,Dragon,8,4000,3000,,,
Number C65: King Overfiend,49195710,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C65:_King_Overfiend,2021-06-24 10:57:56,,Xyz Monster,,DARK,Fiend,3,1600,0,,,
Number C69: Heraldry Crest of Horror,11522979,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Chaos', 'Heraldry', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C69:_Heraldry_Crest_of_Horror,2021-06-24 10:58:07,,Xyz Monster,,LIGHT,Psychic,5,4000,1800,,,
Number C6: Chronomaly Chaos Atlandis,06387204,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Chaos', 'Chronomaly', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C6:_Chronomaly_Chaos_Atlandis,2021-06-24 10:55:58,,Xyz Monster,,LIGHT,Machine,7,3300,3300,,,
Number C73: Abyss Supra Splash,96864105,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect')","('Abyss-', 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C73:_Abyss_Supra_Splash,2021-06-24 10:58:18,,Xyz Monster,,WATER,Warrior,6,3000,2000,,,
Number C80: Requiem in Berserk,20563387,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C80:_Requiem_in_Berserk,2021-06-24 10:58:26,,Xyz Monster,,DARK,Fiend,5,0,2000,,,
Number C88: Gimmick Puppet Disaster Leo,06165656,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Chaos', 'Duel winner', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Puppet')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C88:_Gimmick_Puppet_Disaster_Leo,2022-07-21 23:52:21,,Xyz Monster,,DARK,Machine,9,3500,2500,,,
Number C92: Heart-eartH Chaos Dragon,47017574,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C92:_Heart-eartH_Chaos_Dragon,2021-06-24 10:58:56,,Xyz Monster,,DARK,Dragon,10,1000,0,,,
Number C96: Dark Storm,77205367,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C96:_Dark_Storm,2021-06-24 10:59:06,,Xyz Monster,,DARK,Fiend,3,1000,1000,,,
Number C9: Chaos Dyson Sphere,32559361,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_C9:_Chaos_Dyson_Sphere,2022-08-13 12:34:08,,Xyz Monster,,LIGHT,Machine,10,3600,3200,,,
Number F0: Utopic Draco Future,26973555,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Summoning condition')","('Number', 'Number (Spell/Trap archetype)', 'Number F', 'Utopic', 'Utopic Future')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_F0:_Utopic_Draco_Future,2022-11-21 01:45:44,,Xyz Monster,,LIGHT,Warrior,0,3000,2000,,,
Number F0: Utopic Future,65305468,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)', 'Number F', 'Utopic', 'Utopic Future')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_F0:_Utopic_Future,2022-11-20 13:26:38,,Xyz Monster,,LIGHT,Warrior,0,0,0,,,
Number F0: Utopic Future Slash,43490025,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Number', 'Number (Spell/Trap archetype)', 'Number F', 'Signature move', 'Utopic', 'Utopic Future')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_F0:_Utopic_Future_Slash,2022-11-21 04:27:22,,Xyz Monster,,LIGHT,Warrior,0,0,0,,,
Number S0: Utopic ZEXAL,52653092,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Summoning condition', 'Unclassified effect')","('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)', 'Number S', 'Utopic', 'Zexal')",Forbidden,Forbidden,,https://yugipedia.com/wiki/Number_S0:_Utopic_ZEXAL,2021-06-25 15:16:55,,Xyz Monster,,LIGHT,Warrior,0,?,?,,,
Number S39: Utopia Prime,86532744,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Number', 'Number (Spell/Trap archetype)', 'Number S', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_S39:_Utopia_Prime,2021-06-24 14:35:35,,Xyz Monster,,LIGHT,Warrior,4,2510,2000,,,
Number S39: Utopia the Lightning,56832966,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Summoning condition')","('Number', 'Number (Spell/Trap archetype)', 'Number S', 'Utopia (archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_S39:_Utopia_the_Lightning,2021-07-15 11:14:37,"('Name',)",Xyz Monster,,LIGHT,Warrior,5,2500,2000,,,
Number Wall,00847915,Trap Card,Continuous Trap Card,"('Activation condition', 'Continuous-like Effect')","('Number (Spell/Trap archetype)',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_Wall,2021-06-23 12:46:45,,,,,,,,,,,
Number XX: Utopic Dark Infinity,21858819,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Number', 'Number (Spell/Trap archetype)', 'Utopic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_XX:_Utopic_Dark_Infinity,2022-07-24 07:57:53,,Xyz Monster,,DARK,Warrior,10,4000,4000,,,
Number iC1000: Numerounius Numerounia,15862758,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Chaos', 'Duel winner', 'Number', 'Number (Spell/Trap archetype)', 'Numerounius')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Number_iC1000:_Numerounius_Numerounia,2022-08-13 13:11:38,,Xyz Monster,,LIGHT,Fiend,13,?,?,,,
Numbers Eveil,20994205,Spell Card,Normal Spell Card,"('Effect',)","('Number (Spell/Trap archetype)',)",,Unlimited,,https://yugipedia.com/wiki/Numbers_Eveil,2022-08-05 10:32:04,,,,,,,,,,,
Numbers Overlay Boost,97738431,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Number (Spell/Trap archetype)', 'Overlay (series)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numbers_Overlay_Boost,2021-06-23 12:46:32,,,,,,,,,,,
Numbers Protection,68630939,Trap Card,Counter Trap Card,"('Condition', 'Effect', 'Trigger Effect')","('Number (Spell/Trap archetype)',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numbers_Protection,2021-12-03 11:43:57,,,,,,,,,,,
Numbing Grub in the Ice Barrier,92065772,Monster Card,,"('Trigger Effect',)","('Ice Barrier',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numbing_Grub_in_the_Ice_Barrier,2020-03-16 00:05:48,,Effect Monster,,WATER,Insect,4,1300,1800,,,
Numen erat Testudo,83061014,Monster Card,,"('Continuous Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Numen_erat_Testudo,2020-03-16 00:06:02,,Effect Monster,,WATER,Aqua,5,1800,0,,,
Numeral Hunter,37115973,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Number (Spell/Trap archetype)',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeral_Hunter,2021-06-29 22:53:54,,Effect Monster,,LIGHT,Warrior,4,1600,1400,,,
Numeron Calling,77402960,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')","('Numeron',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeron_Calling,2021-11-20 08:10:20,,,,,,,,,,,
Numeron Chaos Ritual,41850466,Spell Card,Normal Spell Card,"('Effect',)","('Chaos', 'Numeron')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeron_Chaos_Ritual,2021-11-20 08:25:34,,,,,,,,,,,
Numeron Creation,46382143,Spell Card,Normal Spell Card,"('Condition', 'Effect')","('Galaxy', 'Galaxy-Eyes', 'Numeron')",Not yet released,Unlimited,,https://yugipedia.com/wiki/Numeron_Creation,2023-01-28 13:07:36,,,,,,,,,,,
Numeron Network,41418852,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')","('Numeron',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeron_Network,2021-11-20 08:10:27,,,,,,,,,,,
Numeron Storm,20936251,Spell Card,Normal Spell Card,"('Effect',)","('Numeron',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeron_Storm,2021-11-20 08:25:13,,,,,,,,,,,
Numeron Wall,42352091,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Field Searcher', 'Numeron')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Numeron_Wall,2021-11-20 08:11:16,,Effect Monster,,DARK,Fiend,1,0,0,,,
Numinous Healer,02130625,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Numinous_Healer,2022-04-20 15:54:41,,,,,,,,,,,
"Nunu, the Ogdoadic Remnant",36010310,Monster Card,,"('Condition', 'Ignition Effect')","('Ogdoadic',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Nunu,_the_Ogdoadic_Remnant",2021-11-18 06:09:31,,Effect Monster,,LIGHT,Reptile,4,0,0,,,
Nurse Dragonmaid,40398073,Monster Card,,"('Condition', 'Trigger Effect')","('Dragonmaid',)",Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Nurse_Dragonmaid,2022-11-05 15:07:50,,Effect Monster,,EARTH,Dragon,2,500,1600,,,
Nutrient Z,29389368,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Nutrient_Z,2022-04-25 02:39:40,,,,,,,,,,,
Nuvia the Wicked,12953226,Monster Card,,"('Continuous Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Nuvia_the_Wicked,2022-05-22 11:57:43,,Effect Monster,,DARK,Fiend,4,2000,800,,,
O - Oversoul,63703130,Spell Card,Normal Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/O_-_Oversoul,2022-07-21 23:39:30,,,,,,,,,,,
Oafdragon Magician,14920218,Monster Card,,"('Condition', 'Ignition Effect', 'Ignition-like Effect')","('Magician',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Oafdragon_Magician,2021-11-07 04:21:39,,Effect Monster,,WIND,Spellcaster,6,2100,1400,2,,
Oasis of Dragon Souls,39122311,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Oasis_of_Dragon_Souls,2021-04-09 19:35:12,,,,,,,,,,,
Oath of Companionship,99311109,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Oath_of_Companionship,2021-05-31 17:42:05,,,,,,,,,,,
