Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
SD44-KRP03,Crystal Beast Rainbow Dragon,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRP04,Rainbow Bridge of the Heart,"('Super Rare', 'Secret Rare')",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRP05,Crystal Bond,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRS01,Rainbow Dragon,"('Ultra Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRT01,Jesse Anderson - Bonder with the Crystal Beasts,"('Super Rare',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRT02,Jesse and Ruby - Unleashing the Legend,"('Super Rare',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRT03,Crystal Beast Token,"('Common',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SR09-KR001,God Phoenix Gearfried,"('Ultra Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR001,Immortal Phoenix Gearfried,"('Ultra Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR002,Sublime Knight - Expaladin,"('Super Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR002,Sublimation Knight,"('Super Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR003,Flame Noble Knight Roland,"('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR003,Infernoble Knight - Roland,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR004,Phoenix Gearfried,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR004,Phoenix Gearfried,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR005,Darkstorm Dragon,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR005,Darkstorm Dragon,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR006,Evocator Chevalier,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR006,Evocator Chevalier,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR007,Heavy Knight of the Flame,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR007,Heavy Knight of the Flame,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR008,Knight Day Grepher,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR008,Knight Day Grepher,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR009,Blazewing Butterfly,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR009,Blazewing Butterfly,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR010,Chemicritter Carbo Crab,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR010,Chemicritter Carbo Crab,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR011,Knight of the Red Lotus,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR011,Knight of the Red Lotus,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR012,Valkyrian Knight,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR012,Valkyrian Knight,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR013,Noble Knight Joan,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR013,Noble Knight Joan,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR014,Blue Flame Swordsman,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR014,Blue Flame Swordsman,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR015,"Rose, Warrior of Revenge","('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR015,"Rose, Warrior of Revenge","('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR016,Goblindbergh,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR016,Goblindbergh,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR017,Fairy Tail - Rella,"('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR017,Fairy Tail - Rella,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR018,"Maxx ""C""","('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR018,"Maxx ""C""","('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR019,Vylon Sphere,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR019,Vylon Sphere,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR020,Rainbow Kuriboh,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR020,Rainbow Kuriboh,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR021,Gearbreed,"('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR021,Gearbreed,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR022,Raptinus' Supreme Magicblade,"('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR022,Supermagic Sword of Raptinus,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR023,Catalyst Field,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR023,Catalyst Field,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR024,Supervise,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR024,Supervise,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR025,Assault Armor,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR025,Assault Armor,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR026,Magnum Shield,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR026,Magnum Shield,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR027,Noble Arms of Destiny,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR027,Noble Arms of Destiny,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR028,Overdone Burial,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR028,Overdone Burial,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR029,Cursed Bamboo Sword,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR029,Cursed Bamboo Sword,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR030,Golden Bamboo Sword,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR030,Golden Bamboo Sword,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR031,Reinforcement of the Army,"('Normal Parallel Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR031,Reinforcement of the Army,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR032,Gemini Spark,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR032,Gemini Spark,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR033,Dark Factory of Mass Production,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR033,Dark Factory of Mass Production,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR034,Parallel Twister,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR034,Parallel Twister,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR035,Gemini Ablation,"('Super Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR035,Gemini Ablation,"('Super Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR036,Battleguard Howling,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR036,Battleguard Howling,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR037,Gemini Booster,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR037,Gemini Booster,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR038,Gemini Trap Hole,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR038,Gemini Trap Hole,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR039,Rocket Hand,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR039,Rocket Hand,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR040,The Deep Grave,"('Common',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR040,The Deep Grave,"('Common',)",Reprint,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR041,Evocator Eveque,"('Ultra Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR041,Evocator Eveque,"('Ultra Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR09-KR042,Cross Over,"('Super Rare',)",,KR,2023-04-24 23:42:52,2019-12-24,Structure Deck R,Structure Deck,Old
SR09-KR042,Cross Over,"('Super Rare',)",New,KR,2023-07-27 07:33:45,2019-12-24,Structure Deck R,Structure Deck,New
SR10-KR001,Machina Citadel,"('Ultra Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR002,Machina Air Raider,"('Super Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR003,Machina Irradiator,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR004,Machina Fortress,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR005,Machina Gearframe,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR006,Machina Peacekeeper,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR007,Machina Force,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR008,Machina Megaform,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR009,Machina Cannon,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR010,Machina Soldier,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR011,Machina Sniper,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR012,Machina Defender,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR013,Commander Covington,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR014,"Jizukiru, the Star Destroying Kaiju","('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR015,Super Express Bullet Train,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR016,Genex Ally Birdman,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR017,Scrap Recycler,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR018,Torque Tune Gear,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR019,Righty Driver,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR020,Lefty Driver,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR021,Deskbot 001,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR022,Deskbot 003,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR023,Machina Redeployment,"('Super Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR024,Machina Defense Perimeter,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR025,Machina Armored Unit,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR026,Iron Call,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR027,Iron Draw,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR028,Magnet Reverse,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR029,Limiter Removal,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR030,Ties of the Brethren,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR031,Pot of Avarice,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR032,Cosmic Cyclone,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR033,Supply Squad,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR034,Machina Overdrive,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR035,Cyber Summon Blaster,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR036,Back to the Front,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR037,Trap Trick,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR038,"Begone, Knave!","('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR039,Solemn Strike,"('Common',)",Reprint,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR040,Machina Possesstorage,"('Ultra Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR10-KR041,Unauthorized Reactivation,"('Super Rare',)",New,KR,2023-07-27 07:35:50,2020-05-14,Structure Deck R,Structure Deck,New
SR11-KR001,Dragunity Arma Gram,"('Ultra Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR002,Dragunity Legatus,"('Super Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR003,Dragunity Remus,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR004,Dragunity Arma Leyvaten,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR005,Dragunity Arma Mystletainn,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR006,Dragunity Primus Pilus,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR007,Dragunity Dux,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR008,Dragunity Senatus,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR009,Dragunity Legionnaire,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR010,Dragunity Darkspear,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR011,Dragunity Phalanx,"('Super Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR012,Dragunity Aklys,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR013,Dragunity Couse,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR014,Dragunity Brandistock,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR015,Dragunity Corsesca,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR016,"Tempest, Dragon Ruler of Storms","('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR017,Destrudo the Lost Dragon's Frisson,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR018,Cockadoodledoo,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR019,Starliege Seyfert,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR020,Garuda the Wind Spirit,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR021,Blackwing - Zephyros the Elite,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR022,D.D. Crow,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR023,Omni Dragon Brotaur,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR024,Dragunity Draft,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR025,Dragunity Whirlwind,"('Super Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR026,Dragunity Glow,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR027,Dragon Mastery,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR028,Dragunity Divine Lance,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR029,Cards of Consonance,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR030,Dragon Shrine,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR031,Foolish Burial,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR032,World Legacy Guardragon,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR033,Called by the Grave,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR034,Dragunity Oubliette,"('Super Rare',)",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR035,Dragunity Legion,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR036,Void Trap Hole,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR037,Guardragon Cataclysm,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR038,Storm Dragon's Return,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR039,Gravity Collapse,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR040,Red Reboot,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR041,Dragunity Knight - Ascalon,"('Super Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR042,Dragunity Knight - Gae Bulg,"('Common',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KR043,Dragunity Knight - Romulus,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KRP01,Dragunity Knight - Areadbhair,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KRP02,Dragunity Knight - Barcha,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
SR11-KRP03,Dragunity Knight - Gae Dearg,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:36:17,2020-11-18,Structure Deck R,Structure Deck,New
