Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Recette de Spécialité - Chef's Specialty Recipe,87955518,"('Recipe',)","('Condition', 'Effect', 'Trigger Effect')",,Unlimited,Recette de Spécialité - Chef's Specialty Recipe,https://yugipedia.com/wiki/Recette_de_Sp%C3%A9cialit%C3%A9_-_Chef%27s_Specialty_Recipe,,2023-04-03 21:12:20,,,,,,,New
Recette de Viande - Meat Recipe,,"('Recipe',)","('Effect',)",,Not yet released,Recette de Viande - Meat Recipe,https://yugipedia.com/wiki/Recette_de_Viande_-_Meat_Recipe,,2023-02-10 12:36:27,,,,,,,Old
Recette de Viande - Meat Recipe,14166715,"('Recipe',)","('Effect',)",,Unlimited,Recette de Viande - Meat Recipe,https://yugipedia.com/wiki/Recette_de_Viande_-_Meat_Recipe,,2023-04-03 21:04:37,,,,,,,New
Red-Eyes Soul,06556909,"('Red-Eyes',)","('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Not yet released,Unlimited,Red-Eyes Soul,https://yugipedia.com/wiki/Red-Eyes_Soul,,2023-03-03 16:45:45,,DARK,Effect Monster,2000,900,7,Old
Red-Eyes Soul,06556909,"('Red-Eyes',)","('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Red-Eyes Soul,https://yugipedia.com/wiki/Red-Eyes_Soul,,2023-03-28 10:20:11,,DARK,Effect Monster,2000,900,7,New
Reincarnation of the Seventh Emperors,57499304,"('Seventh',)","('Effect',)",,Unlimited,Reincarnation of the Seventh Emperors,https://yugipedia.com/wiki/Reincarnation_of_the_Seventh_Emperors,,2022-08-05 11:54:03,,,,,,,Old
Reincarnation of the Seventh Emperors,57499304,"('Seventh',)","('Effect',)",Not yet released,Unlimited,Reincarnation of the Seventh Emperors,https://yugipedia.com/wiki/Reincarnation_of_the_Seventh_Emperors,,2023-04-21 16:58:55,,,,,,,New
"Renge, Gatekeeper of Dark World",60606759,"('Dark World',)",,Unlimited,Unlimited,"Renge, Gatekeeper of Dark World","https://yugipedia.com/wiki/Renge,_Gatekeeper_of_Dark_World",,2022-12-01 16:13:24,"('Type',)",DARK,Normal Monster,2100,100,4,Old
"Renge, Gatekeeper of Dark World",60606759,"('Dark World',)",,Unlimited,Unlimited,"Renge, Gatekeeper of Dark World","https://yugipedia.com/wiki/Renge,_Gatekeeper_of_Dark_World",,2023-03-20 05:28:51,,DARK,Normal Monster,2100,100,4,New
Rescue-ACE Preventer,41443249,"('Rescue-ACE',)","('Condition', 'Ignition Effect', 'Quick Effect', 'Trigger Effect')",,Unlimited,Rescue-ACE Preventer,https://yugipedia.com/wiki/Rescue-ACE_Preventer,,2023-04-27 01:43:43,,FIRE,Effect Monster,2800,2800,8,New
Reverse Reuse,93775296,,"('Effect',)",Unlimited,Unlimited,Reverse Reuse,https://yugipedia.com/wiki/Reverse_Reuse,,2022-07-06 14:29:50,"('Any',)",,,,,,Old
Reverse Reuse,93775296,,"('Effect',)",Unlimited,Unlimited,Reverse Reuse,https://yugipedia.com/wiki/Reverse_Reuse,,2023-03-20 05:43:53,,,,,,,New
Revival Rose,12469386,"('Rose',)","('Trigger Effect',)",Unlimited,Unlimited,Revival Rose,https://yugipedia.com/wiki/Revival_Rose,,2022-12-05 15:22:38,"('Any',)",DARK,Effect Monster,1300,1300,4,Old
Revival Rose,12469386,"('Rose',)","('Trigger Effect',)",Unlimited,Unlimited,Revival Rose,https://yugipedia.com/wiki/Revival_Rose,,2023-03-20 05:45:20,,DARK,Effect Monster,1300,1300,4,New
Revolution Synchron,,"('Synchron',)","('Condition', 'Ignition Effect', 'Unclassified effect')",,Not yet released,Revolution Synchron,https://yugipedia.com/wiki/Revolution_Synchron,,2023-02-21 14:14:58,,EARTH,Effect Monster,1400,900,3,Old
Revolution Synchron,97682931,"('Synchro (archetype)', 'Synchron')","('Condition', 'Ignition Effect', 'Unclassified effect')",,Unlimited,Revolution Synchron,https://yugipedia.com/wiki/Revolution_Synchron,,2023-04-22 00:18:16,,EARTH,Effect Monster,1400,900,3,New
Ringowurm the Hundred Apple Dragon,30765615,,"('Condition', 'Ignition Effect')",,Unlimited,Ringowurm the Hundred Apple Dragon,https://yugipedia.com/wiki/Ringowurm_the_Hundred_Apple_Dragon,,2023-01-17 13:24:59,,LIGHT,Effect Monster,1100,100,2,Old
"Ringowurm, the Dragon Guarding the Hundred Apples",30765615,,"('Condition', 'Ignition Effect')",Not yet released,Unlimited,"Ringowurm, the Dragon Guarding the Hundred Apples","https://yugipedia.com/wiki/Ringowurm,_the_Dragon_Guarding_the_Hundred_Apples",,2023-04-22 17:29:33,,LIGHT,Effect Monster,1100,100,2,New
Riryoku Guardian,96661780,"('Guardian',)","('Condition', 'Effect', 'Ignition-like Effect')",Not yet released,,Riryoku Guardian,https://yugipedia.com/wiki/Riryoku_Guardian,,2023-03-03 16:45:31,,,,,,,Old
Riryoku Guardian,96661780,"('Guardian',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,,Riryoku Guardian,https://yugipedia.com/wiki/Riryoku_Guardian,,2023-03-28 10:20:28,,,,,,,New
Road Synchron,71971554,"('Synchron',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Road Synchron,https://yugipedia.com/wiki/Road_Synchron,,2022-04-22 02:38:19,"('Type',)",LIGHT,Effect Monster,800,1600,4,Old
Road Synchron,71971554,"('Synchro (archetype)', 'Synchron')","('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Road Synchron,https://yugipedia.com/wiki/Road_Synchron,,2023-04-19 12:54:20,"('Type',)",LIGHT,Effect Monster,800,1600,4,New
Rock of Vanquisher,28168628,,"('Condition', 'Continuous Effect', 'Quick Effect')",,Unlimited,Rock of Vanquisher,https://yugipedia.com/wiki/Rock_of_Vanquisher,,2023-04-11 16:33:05,,DARK,Link Monster,,0,,New
Rokket Synchron,48355999,"('Rokket', 'Synchron')","('Trigger Effect',)",Unlimited,Unlimited,Rokket Synchron,https://yugipedia.com/wiki/Rokket_Synchron,,2021-12-27 16:18:56,,DARK,Effect Monster,0,0,1,Old
Rokket Synchron,48355999,"('Rokket', 'Synchro (archetype)', 'Synchron')","('Trigger Effect',)",Unlimited,Unlimited,Rokket Synchron,https://yugipedia.com/wiki/Rokket_Synchron,,2023-04-19 12:54:31,,DARK,Effect Monster,0,0,1,New
Rose Papillon,08910240,"('Rose',)","('Continuous Effect',)",,Unlimited,Rose Papillon,https://yugipedia.com/wiki/Rose_Papillon,,2023-04-12 01:39:27,,WIND,Effect Monster,800,1400,3,New
Rose Spectre of Dunn,32485271,,,Unlimited,Unlimited,Rose Spectre of Dunn,https://yugipedia.com/wiki/Rose_Spectre_of_Dunn,"('Edited',)",2022-12-13 01:27:07,"('Any',)",DARK,Fusion Monster,1800,2000,6,Old
Rose Spectre of Dunn,32485271,,,Unlimited,Unlimited,Rose Spectre of Dunn,https://yugipedia.com/wiki/Rose_Spectre_of_Dunn,"('Edited',)",2023-03-20 06:13:31,,DARK,Fusion Monster,1800,2000,6,New
Runick Fountain,92107604,"('Runick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Runick Fountain,https://yugipedia.com/wiki/Runick_Fountain,,2022-12-04 04:44:35,,,,,,,Old
Runick Fountain,92107604,"('Runick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Semi-Limited,Runick Fountain,https://yugipedia.com/wiki/Runick_Fountain,,2023-03-20 06:26:19,,,,,,,New
S-Force Nightchaser,20515672,"('S-Force',)","('Condition', 'Continuous Effect', 'Quick Effect')",,Unlimited,S-Force Nightchaser,https://yugipedia.com/wiki/S-Force_Nightchaser,,2023-01-14 02:10:02,,DARK,Link Monster,,800,,Old
S-Force Nightchaser,20515672,"('S-Force',)","('Condition', 'Continuous Effect', 'Quick Effect')",Not yet released,Unlimited,S-Force Nightchaser,https://yugipedia.com/wiki/S-Force_Nightchaser,,2023-04-22 08:37:55,,DARK,Link Monster,,800,,New
Saber Shark,63193879,"('Saber', 'Shark (series)')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Saber Shark,https://yugipedia.com/wiki/Saber_Shark,,2022-06-16 17:19:22,"('Any',)",WATER,Effect Monster,1200,1600,4,Old
Saber Shark,63193879,"('Saber', 'Shark (series)')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Saber Shark,https://yugipedia.com/wiki/Saber_Shark,,2023-03-20 06:41:06,,WATER,Effect Monster,1200,1600,4,New
"Sacred Sheep Tree, Baromet",62967433,,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,"Sacred Sheep Tree, Baromet","https://yugipedia.com/wiki/Sacred_Sheep_Tree,_Baromet",,2022-11-21 09:23:53,,EARTH,Xyz Monster,2000,1900,4,Old
Saga of the Dragon Emperor,66156348,,"('Condition', 'Effect', 'Ignition-like Effect')",Not yet released,Unlimited,Saga of the Dragon Emperor,https://yugipedia.com/wiki/Saga_of_the_Dragon_Emperor,,2023-03-03 16:45:21,,,,,,,Old
Saga of the Dragon Emperor,66156348,,"('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Saga of the Dragon Emperor,https://yugipedia.com/wiki/Saga_of_the_Dragon_Emperor,,2023-03-28 10:18:58,,,,,,,New
Sakitama,67972302,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Sakitama,https://yugipedia.com/wiki/Sakitama,,2023-01-21 17:56:27,,LIGHT,Effect Monster,900,400,4,Old
Sakitama,67972302,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,Unlimited,Sakitama,https://yugipedia.com/wiki/Sakitama,,2023-04-22 16:17:57,,LIGHT,Effect Monster,900,400,4,New
Salamangreat Gazelle,26889158,"('Salamangreat',)","('Condition', 'Trigger Effect')",Limited,Limited,Salamangreat Gazelle,https://yugipedia.com/wiki/Salamangreat_Gazelle,,2023-02-06 17:55:20,,FIRE,Effect Monster,1000,1500,3,Old
Salamangreat Gazelle,26889158,"('Salamangreat',)","('Condition', 'Trigger Effect')",Limited,Semi-Limited,Salamangreat Gazelle,https://yugipedia.com/wiki/Salamangreat_Gazelle,,2023-03-20 06:50:34,,FIRE,Effect Monster,1000,1500,3,New
Saryuja Skull Dread,74997493,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Limited,Saryuja Skull Dread,https://yugipedia.com/wiki/Saryuja_Skull_Dread,,2021-05-26 04:32:13,"('Any',)",EARTH,Link Monster,,2800,,Old
Saryuja Skull Dread,74997493,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Semi-Limited,Saryuja Skull Dread,https://yugipedia.com/wiki/Saryuja_Skull_Dread,,2023-03-20 07:01:33,"('Any',)",EARTH,Link Monster,,2800,,New
Satellite Synchron,57458399,"('Synchron',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Satellite Synchron,https://yugipedia.com/wiki/Satellite_Synchron,,2022-07-21 23:21:22,,DARK,Effect Monster,100,700,2,Old
Satellite Synchron,57458399,"('Synchro (archetype)', 'Synchron')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Satellite Synchron,https://yugipedia.com/wiki/Satellite_Synchron,,2023-04-19 12:56:56,,DARK,Effect Monster,100,700,2,New
Scar-Red Dragon Archfiend,,"('Archfiend', 'Red Dragon Archfiend (archetype)')","('Condition', 'Trigger Effect', 'Unclassified effect')",,Not yet released,Scar-Red Dragon Archfiend,https://yugipedia.com/wiki/Scar-Red_Dragon_Archfiend,,2023-04-23 11:33:33,,DARK,Synchro Monster,2500,3000,8,New
Scrap Rage,59699355,"('Scrap',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Scrap Rage,https://yugipedia.com/wiki/Scrap_Rage,,2021-08-26 18:24:40,,,,,,,Old
Scrap Rage,59699355,"('Counter (archetype)', 'Scrap')","('Activation condition', 'Effect')",Unlimited,Unlimited,Scrap Rage,https://yugipedia.com/wiki/Scrap_Rage,,2023-04-06 12:18:54,,,,,,,New
Scrap-Iron Idol,,"('Scrap-Iron',)","('Condition', 'Effect', 'Trigger Effect')",,Not yet released,Scrap-Iron Idol,https://yugipedia.com/wiki/Scrap-Iron_Idol,,2023-02-21 14:22:49,,,,,,,Old
Scrap-Iron Idol,85520170,"('Scrap-Iron',)","('Condition', 'Effect', 'Trigger Effect')",,Unlimited,Scrap-Iron Idol,https://yugipedia.com/wiki/Scrap-Iron_Idol,,2023-04-22 12:54:08,,,,,,,New
"Serziel, Watcher of the Evil Eye",82466274,"('Evil Eye',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,"Serziel, Watcher of the Evil Eye","https://yugipedia.com/wiki/Serziel,_Watcher_of_the_Evil_Eye",,2022-09-15 13:54:42,"('Any',)",DARK,Effect Monster,1400,1600,4,Old
"Serziel, Watcher of the Evil Eye",82466274,"('Evil Eye',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,"Serziel, Watcher of the Evil Eye","https://yugipedia.com/wiki/Serziel,_Watcher_of_the_Evil_Eye",,2023-03-20 07:46:58,,DARK,Effect Monster,1400,1600,4,New
Shaddoll Hound,52551211,"('Shaddoll',)","('Condition', 'Flip effect', 'Trigger Effect')",Unlimited,Unlimited,Shaddoll Hound,https://yugipedia.com/wiki/Shaddoll_Hound,,2021-05-16 16:38:13,"('Any',)",DARK,Effect Monster,900,1600,4,Old
Shaddoll Hound,52551211,"('Shaddoll',)","('Condition', 'Flip effect', 'Trigger Effect')",Unlimited,Unlimited,Shaddoll Hound,https://yugipedia.com/wiki/Shaddoll_Hound,,2023-03-20 07:49:52,,DARK,Effect Monster,900,1600,4,New
Shadow Ghoul of the Labyrinth,62411811,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,,Shadow Ghoul of the Labyrinth,https://yugipedia.com/wiki/Shadow_Ghoul_of_the_Labyrinth,,2023-03-03 16:45:36,,DARK,Effect Monster,1300,1600,5,Old
Shadow Ghoul of the Labyrinth,62411811,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,Shadow Ghoul of the Labyrinth,https://yugipedia.com/wiki/Shadow_Ghoul_of_the_Labyrinth,,2023-03-28 10:21:32,,DARK,Effect Monster,1300,1600,5,New
Singing Cuckoo,48386462,,"('Condition', 'Ignition Effect')",,Unlimited,Singing Cuckoo,https://yugipedia.com/wiki/Singing_Cuckoo,,2023-04-27 02:48:35,,FIRE,Effect Monster,1000,800,3,New
Skill Drain,82732705,"('Drain',)","('Continuous-like Effect', 'Cost')",Unlimited,Unlimited,Skill Drain,https://yugipedia.com/wiki/Skill_Drain,"('Edited',)",2022-12-01 15:46:40,"('Any',)",,,,,,Old
Skill Drain,82732705,"('Drain',)","('Continuous-like Effect', 'Cost')",Unlimited,Limited,Skill Drain,https://yugipedia.com/wiki/Skill_Drain,"('Edited',)",2023-04-15 16:01:28,"('Any',)",,,,,,New
Skilled Blue Magician,88901771,"('Skilled Magician',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Skilled Blue Magician,https://yugipedia.com/wiki/Skilled_Blue_Magician,,2021-11-07 04:28:51,"('Any',)",LIGHT,Effect Monster,1800,1800,4,Old
Skilled Blue Magician,88901771,"('Skilled Magician',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Skilled Blue Magician,https://yugipedia.com/wiki/Skilled_Blue_Magician,,2023-03-20 08:31:13,,LIGHT,Effect Monster,1800,1800,4,New
Skilled Red Magician,65338781,"('Skilled Magician',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Skilled Red Magician,https://yugipedia.com/wiki/Skilled_Red_Magician,,2021-11-07 04:38:40,"('Any',)",DARK,Effect Monster,1600,1600,4,Old
Skilled Red Magician,65338781,"('Skilled Magician',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Skilled Red Magician,https://yugipedia.com/wiki/Skilled_Red_Magician,,2023-03-20 08:31:56,,DARK,Effect Monster,1600,1600,4,New
Sky Striker Ace - Kagari,63288573,"('Sky Striker', 'Sky Striker Ace')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Semi-Limited,Sky Striker Ace - Kagari,https://yugipedia.com/wiki/Sky_Striker_Ace_-_Kagari,"('Alternate',)",2023-01-09 19:18:17,"('Any',)",FIRE,Link Monster,,1500,,Old
Sky Striker Ace - Kagari,63288573,"('Sky Striker', 'Sky Striker Ace')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Sky Striker Ace - Kagari,https://yugipedia.com/wiki/Sky_Striker_Ace_-_Kagari,"('Alternate',)",2023-04-15 16:18:49,"('Any',)",FIRE,Link Monster,,1500,,New
Skypalace Gangaridai,03814632,"('Supercolossal',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Skypalace Gangaridai,https://yugipedia.com/wiki/Skypalace_Gangaridai,,2023-02-18 00:49:14,"('Any',)",WIND,Xyz Monster,3000,3400,10,Old
Skypalace Gangaridai,03814632,"('Supercolossal',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Skypalace Gangaridai,https://yugipedia.com/wiki/Skypalace_Gangaridai,,2023-04-15 16:11:09,,WIND,Xyz Monster,3000,3400,10,New
Sleipnir the Runick Mane,74659582,"('Runick',)","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Sleipnir the Runick Mane,https://yugipedia.com/wiki/Sleipnir_the_Runick_Mane,,2023-04-22 04:12:52,,LIGHT,Fusion Monster,1500,1500,9,New
Slifer the Sky Dragon,,"('Egyptian God',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Slifer the Sky Dragon,https://yugipedia.com/wiki/Slifer_the_Sky_Dragon,"('Alternate',)",2022-12-23 03:28:49,"('Type',)",DIVINE,Effect Monster,?,?,10,Old
Slifer the Sky Dragon,,"('Egyptian God',)",,Illegal,Illegal,Slifer the Sky Dragon (original),https://yugipedia.com/wiki/Slifer_the_Sky_Dragon_(original),,2023-01-03 20:39:11,"('Type',)",DIVINE,,X000,X000,10,Old
Slifer the Sky Dragon,,"('Egyptian God',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Slifer the Sky Dragon,https://yugipedia.com/wiki/Slifer_the_Sky_Dragon,"('Alternate',)",2023-04-20 16:04:58,"('Type',)",DIVINE,Effect Monster,?,?,10,New
Slifer the Sky Dragon,,"('Egyptian God',)",,Illegal,Illegal,Slifer the Sky Dragon (original),https://yugipedia.com/wiki/Slifer_the_Sky_Dragon_(original),,2023-04-20 11:01:46,"('Type',)",DIVINE,,X000,X000,10,New
Soldier Gaia the Fierce Knight,33318980,"('Gaia The Fierce Knight (archetype)',)","('Condition', 'Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Soldier Gaia the Fierce Knight,https://yugipedia.com/wiki/Soldier_Gaia_the_Fierce_Knight,,2022-10-29 12:40:12,"('Name',)",DARK,Effect Monster,2100,2600,8,Old
Soldier Gaia the Fierce Knight,33318980,"('Gaia The Fierce Knight (archetype)',)","('Condition', 'Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Soldier Gaia the Fierce Knight,https://yugipedia.com/wiki/Soldier_Gaia_the_Fierce_Knight,,2023-03-20 08:56:29,,DARK,Effect Monster,2100,2600,8,New
Solfachord Symphonia,56510115,"('Solfachord',)","('Condition', 'Effect')",,Unlimited,Solfachord Symphonia,https://yugipedia.com/wiki/Solfachord_Symphonia,,2023-01-14 07:53:24,,,,,,,Old
Solfachord Symphony,56510115,"('Solfachord',)","('Condition', 'Effect')",Not yet released,Unlimited,Solfachord Symphony,https://yugipedia.com/wiki/Solfachord_Symphony,,2023-04-22 13:34:53,,,,,,,New
Sorciere de Fleur,36405256,"('Fleur',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Sorciere de Fleur,https://yugipedia.com/wiki/Sorciere_de_Fleur,,2022-08-14 05:31:13,"('Any',)",DARK,Effect Monster,0,2900,8,Old
Sorciere de Fleur,36405256,"('Fleur',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Sorciere de Fleur,https://yugipedia.com/wiki/Sorciere_de_Fleur,,2023-03-20 09:03:24,,DARK,Effect Monster,0,2900,8,New
Soul Resonator,,"('Resonator',)","('Condition', 'Trigger Effect', 'Unclassified effect')",,Not yet released,Soul Resonator,https://yugipedia.com/wiki/Soul_Resonator,,2023-04-23 11:34:41,,FIRE,Effect Monster,200,500,3,New
Soul of the Supreme King,92428405,"('Supreme King',)","('Cost', 'Effect', 'Quick-like Effect')",Not yet released,Unlimited,Soul of the Supreme King,https://yugipedia.com/wiki/Soul_of_the_Supreme_King,,2023-03-03 16:45:21,,,,,,,Old
Soul of the Supreme King,92428405,"('Supreme King',)","('Cost', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Soul of the Supreme King,https://yugipedia.com/wiki/Soul_of_the_Supreme_King,,2023-03-28 10:18:36,,,,,,,New
Speed Recovery,88204302,,"('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Speed Recovery,https://yugipedia.com/wiki/Speed_Recovery,,2022-05-04 01:30:58,"('Any',)",,,,,,Old
Speed Recovery,88204302,,"('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Speed Recovery,https://yugipedia.com/wiki/Speed_Recovery,,2023-03-20 09:15:38,,,,,,,New
Speedroid Double Yoyo,53054833,"('Speedroid', 'roid')","('Trigger Effect',)",Unlimited,Unlimited,Speedroid Double Yoyo,https://yugipedia.com/wiki/Speedroid_Double_Yoyo,,2022-05-04 01:21:39,"('Any',)",WIND,Effect Monster,1400,1400,4,Old
Speedroid Double Yoyo,53054833,"('Speedroid', 'roid')","('Trigger Effect',)",Unlimited,Unlimited,Speedroid Double Yoyo,https://yugipedia.com/wiki/Speedroid_Double_Yoyo,,2023-03-20 09:17:47,,WIND,Effect Monster,1400,1400,4,New
Speedroid Horse Stilts,17328157,"('Speedroid', 'roid')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Speedroid Horse Stilts,https://yugipedia.com/wiki/Speedroid_Horse_Stilts,,2022-05-04 01:25:23,"('Any',)",WIND,Effect Monster,1100,1100,4,Old
Speedroid Horse Stilts,17328157,"('Speedroid', 'roid')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Speedroid Horse Stilts,https://yugipedia.com/wiki/Speedroid_Horse_Stilts,,2023-03-20 09:18:44,,WIND,Effect Monster,1100,1100,4,New
Speedroid Taketomborg,53932291,"('Speedroid', 'roid')","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Speedroid Taketomborg,https://yugipedia.com/wiki/Speedroid_Taketomborg,,2022-04-04 04:21:35,"('Any',)",WIND,Effect Monster,1200,600,3,Old
