Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Genesis Dragon,31038159,Monster Card,,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Genesis_Dragon,,2023-01-03 00:43:43,,LIGHT,Effect Monster,,Dragon,6,1800,,,,2200
Genetic Woman,98147766,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genetic_Woman,,2022-04-20 13:48:53,,WIND,Effect Monster,,Psychic,4,1200,,,,1700
Genex Ally Axel,66165755,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Axel,,2022-08-14 05:26:42,,DARK,Synchro Monster,,Machine,8,2000,,,,2600
Genex Ally Bellflame,91438994,Monster Card,,"('Genex',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Bellflame,,2022-02-25 16:37:18,,DARK,Effect Monster,,Machine,4,1000,,,,1700
Genex Ally Birdman,64034255,Monster Card,,"('Genex',)","('Ignition Effect',)",Limited,Limited,https://yugipedia.com/wiki/Genex_Ally_Birdman,,2022-10-09 01:30:15,"('Type',)",DARK,Effect Monster,"('Tuner monster',)",Machine,3,400,,,,1400
Genex Ally Changer,20127343,Monster Card,,"('Change', 'Genex')","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Changer,,2022-02-25 16:35:40,,DARK,Effect Monster,,Machine,3,1800,,,,1200
Genex Ally Chemistrer,38049541,Monster Card,,"('Genex',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Chemistrer,,2022-02-25 16:36:22,,DARK,Effect Monster,"('Tuner monster',)",Machine,2,500,,,,200
Genex Ally Crusher,27827903,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Crusher,,2022-02-25 16:38:26,,DARK,Effect Monster,,Machine,4,2000,,,,1000
Genex Ally Duradark,68450517,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Duradark,,2022-02-25 16:39:01,,DARK,Effect Monster,,Machine,4,200,,,,1800
Genex Ally Powercell,94622638,Monster Card,,"('Genex',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Powercell,,2022-02-25 16:39:43,,DARK,Effect Monster,,Machine,4,0,,,,1700
Genex Ally Reliever,63211608,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Reliever,,2022-02-25 16:40:21,,DARK,Effect Monster,,Machine,5,1000,,,,2200
Genex Ally Remote,57238939,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Remote,,2022-02-25 16:41:13,,DARK,Effect Monster,"('Tuner monster',)",Machine,3,1800,,,,500
Genex Ally Solid,83500096,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Solid,,2022-02-25 16:41:45,,DARK,Effect Monster,,Machine,2,1200,,,,500
Genex Ally Triarm,17760003,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Triarm,,2022-02-25 16:42:17,,DARK,Synchro Monster,,Machine,6,1600,,,,2400
Genex Ally Triforce,52709508,Monster Card,,"('Genex',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Triforce,,2022-06-26 02:30:20,,DARK,Synchro Monster,,Machine,7,2100,,,,2500
Genex Ally Volcannon,56511382,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Ally_Volcannon,,2022-02-25 16:43:34,,DARK,Effect Monster,,Machine,4,600,,,,1700
Genex Army,93211836,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Army,"('Edited',)",2022-11-11 14:36:57,,EARTH,Effect Monster,,Machine,6,1300,,,,2300
Genex Blastfan,24432029,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Blastfan,,2022-04-18 02:49:10,,WIND,Effect Monster,,Spellcaster,4,1300,,,,1600
Genex Controller,68505803,Monster Card,,"('Genex',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Controller,,2022-07-01 04:13:19,"('Type',)",DARK,Normal Monster,"('Tuner monster',)",Machine,3,1200,,,,1400
Genex Doctor,89211486,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Doctor,,2020-11-26 06:10:44,,DARK,Effect Monster,,Spellcaster,3,1000,,,,1500
Genex Furnace,53944920,Monster Card,,"('Genex',)","('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Furnace,,2020-11-26 06:10:51,,FIRE,Effect Monster,,Pyro,5,1300,,,,2000
Genex Gaia,89333528,Monster Card,,"('Genex',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Gaia,,2020-11-26 06:10:57,,EARTH,Effect Monster,,Rock,3,1900,,,,1000
Genex Neutron,19182751,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Neutron,,2020-12-20 18:11:16,,LIGHT,Effect Monster,,Machine,4,1200,,,,1800
Genex Power Planner,30399511,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Power_Planner,,2020-11-26 06:11:04,,LIGHT,Effect Monster,,Spellcaster,1,200,,,,300
Genex Recycled,51827737,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Recycled,,2022-04-18 02:49:39,,DARK,Effect Monster,"('Tuner monster',)",Machine,1,400,,,,200
Genex Searcher,67483216,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Searcher,,2020-03-14 18:33:50,,EARTH,Effect Monster,,Machine,4,400,,,,1600
Genex Solar,15605085,Monster Card,,"('Genex',)","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Solar,,2020-11-26 06:11:20,,LIGHT,Effect Monster,,Machine,7,1500,,,,2500
Genex Spare,16828633,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Spare,,2022-04-20 11:18:33,,DARK,Effect Monster,"('Tuner monster',)",Machine,3,1200,,,,800
Genex Turbine,52222372,Monster Card,,"('Genex',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Turbine,,2020-11-26 06:11:46,,EARTH,Effect Monster,,Machine,4,1300,,,,1400
Genex Undine,04904812,Monster Card,,"('Genex',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Undine,,2022-06-22 01:40:47,,WATER,Effect Monster,,Aqua,3,600,,,,1200
Genex Worker,93882364,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Genex_Worker,,2020-03-14 18:35:00,,WIND,Effect Monster,,Machine,3,1200,,,,1200
Genin,49370026,Monster Card,,"('Fan-Made Cards',)",,,Unlimited,https://yugipedia.com/wiki/Genin,,2022-05-07 01:17:04,,LIGHT,Normal Monster,,Spellcaster,3,900,,,,600
Genomix Fighter,42155488,Monster Card,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Genomix_Fighter,,2021-10-25 05:49:53,"('Type',)",WIND,Effect Monster,"('Tuner monster',)",Psychic,6,1100,,,,2200
"Genta, Gateman of Dark World",77895328,Monster Card,,"('Dark World', 'Field Searcher')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Genta,_Gateman_of_Dark_World",,2022-12-01 16:27:31,,DARK,Effect Monster,,Fiend,4,1800,,,,1000
Gentlemander,54635862,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gentlemander,,2022-08-13 11:41:37,,LIGHT,Effect Monster,,Reptile,4,1000,,,,1200
Geo Genex,33972299,Monster Card,,"('Genex',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Geo_Genex,,2020-11-26 06:12:10,,EARTH,Synchro Monster,,Machine,6,2800,,,,1800
Geomancer of the Ice Barrier,56704140,Monster Card,,"('Ice Barrier',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Geomancer_of_the_Ice_Barrier,,2022-08-13 11:42:08,"('Type',)",WATER,Effect Monster,"('Tuner monster',)",Spellcaster,3,1200,,,,800
Geomathmech Final Sigma,42632209,Monster Card,,"('Mathmech',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geomathmech_Final_Sigma,,2022-12-25 15:09:35,"('Type',)",FIRE,Synchro Monster,,Cyberse,12,0,,,,3000
Geomathmech Magma,15248594,Monster Card,,"('Mathmech',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geomathmech_Magma,,2021-06-27 11:01:23,"('Type',)",FIRE,Synchro Monster,"('Tuner monster',)",Cyberse,8,0,,,,2500
Geonator Transverser,52119435,Monster Card,,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geonator_Transverser,,2022-08-15 01:44:38,,EARTH,Link Monster,,Rock,,,,2,"('↙', '↗')",1200
Gergonne's End,59490397,Trap Card,Normal Trap Card,,"('Continuous-like Effect', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gergonne%27s_End,,2022-08-14 11:19:39,,,,,,,,,,,
Geri the Runick Fangs,28373620,Monster Card,,"('Runick',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geri_the_Runick_Fangs,,2022-08-26 13:31:53,,DARK,Fusion Monster,,Beast,4,1000,,,,0
Germ Infection,24668830,Spell Card,Equip Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Germ_Infection,,2023-01-03 17:44:43,"('Type',)",,,,,,,,,,
Gernia,77936940,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gernia,,2022-07-22 00:21:55,,DARK,Effect Monster,,Zombie,4,1200,,,,1300
Get Out!,22373487,Trap Card,Normal Trap Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Get_Out!,,2022-04-20 11:26:25,,,,,,,,,,,
Get Your Game On!,,Spell Card,Continuous Spell Card,,"('Activation condition', 'Condition')",Illegal,,https://yugipedia.com/wiki/Get_Your_Game_On!,,2021-12-23 02:54:32,,,,,,,,,,,
Getsu Fuhma,21887179,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Getsu_Fuhma,,2020-11-26 06:12:59,,DARK,Effect Monster,,Warrior,4,1200,,,,1700
Ghost Beef,84046493,Monster Card,,,"('Ignition-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Beef,,2021-11-22 03:33:12,"('Type',)",DARK,Normal Monster,,Beast,7,1000,4,,,2000
Ghost Belle & Haunted Mansion,73642296,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Belle_%26_Haunted_Mansion,"('Alternate',)",2023-01-12 11:38:57,,EARTH,Effect Monster,"('Tuner monster',)",Zombie,3,1800,,,,0
Ghost Bird of Bewitchment,15419596,Monster Card,,,"('Condition', 'Continuous Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Bird_of_Bewitchment,,2021-06-23 03:53:28,,DARK,Effect Monster,,Winged Beast,4,1500,,,,1300
"Ghost Charon, the Underworld Boatman",23379054,Monster Card,,"('Hellfire',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Ghost_Charon,_the_Underworld_Boatman",,2023-01-03 23:02:29,,DARK,Effect Monster,"('Tuner monster',)",Zombie,2,0,,,,500
Ghost Fairy Elfobia,44663232,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Fairy_Elfobia,,2022-04-20 12:31:39,,WIND,Effect Monster,,Psychic,3,500,,,,900
Ghost Fusion,35705817,Spell Card,Normal Spell Card,"('Fusion (archetype)',)","('Condition', 'Effect')",,Unlimited,https://yugipedia.com/wiki/Ghost_Fusion,,2022-09-23 05:29:40,,,,,,,,,,,
Ghost Gardna,59965151,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Gardna,,2022-08-13 11:42:33,,DARK,Effect Monster,,Warrior,4,1900,,,,0
Ghost Knight of Jackal,13386503,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Knight_of_Jackal,,2022-07-24 06:10:45,,EARTH,Effect Monster,,Beast-Warrior,5,1600,,,,1700
"Ghost Lancer, the Underworld Spearman",64104037,Monster Card,,"('Hellfire',)","('Continuous Effect', 'Unclassified effect')",,Unlimited,"https://yugipedia.com/wiki/Ghost_Lancer,_the_Underworld_Spearman",,2022-08-05 11:44:01,,DARK,Effect Monster,,Zombie,5,0,,,,2000
Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,62219643,Trap Card,Normal Trap Card,"('Mayakashi', 'Shiranui')","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Masterful_Mayakashi_Shiranui_Saga,,2022-11-04 07:08:28,,,,,,,,,,,
Ghost Meets Girl - A Mayakashi's Manuscript,83266006,Spell Card,Quick-Play Spell Card,"('Mayakashi',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Mayakashi%27s_Manuscript,,2022-04-20 11:57:23,,,,,,,,,,,
Ghost Meets Girl - A Shiranui's Story,13965201,Spell Card,Quick-Play Spell Card,"('Shiranui',)","('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Shiranui%27s_Story,,2022-04-20 11:50:53,,,,,,,,,,,
Ghost Mourner & Moonlit Chill,52038441,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Mourner_%26_Moonlit_Chill,"('Alternate',)",2022-10-29 14:09:25,,WIND,Effect Monster,"('Tuner monster',)",Zombie,3,1800,,,,0
Ghost Ogre & Snow Rabbit,59438930,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Ogre_%26_Snow_Rabbit,"('Alternate',)",2022-10-29 14:09:32,,LIGHT,Effect Monster,"('Tuner monster',)",Psychic,3,1800,,,,0
Ghost Reaper & Winter Cherries,62015408,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Reaper_%26_Winter_Cherries,"('Alternate',)",2023-02-17 16:12:58,,DARK,Effect Monster,"('Tuner monster',)",Zombie,3,1800,,,,0
Ghost Ship,33347467,Monster Card,,,"('Summoning condition',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Ship,,2021-07-10 13:27:23,,LIGHT,Effect Monster,,Fiend,5,1000,,,,1900
Ghost Sister & Spooky Dogwood,60643553,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_Sister_%26_Spooky_Dogwood,"('Alternate', 'Edited')",2022-10-29 14:09:50,,WATER,Effect Monster,"('Tuner monster',)",Zombie,3,1800,,,,0
"Ghost Sleeper, the Underworld Princess",99370594,Monster Card,,"('Hellfire',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,"https://yugipedia.com/wiki/Ghost_Sleeper,_the_Underworld_Princess",,2022-08-05 11:45:52,,DARK,Effect Monster,,Zombie,3,0,,,,1300
"Ghost Wyvern, the Underworld Dragon",61103515,Monster Card,,"('Hellfire',)","('Continuous Effect', 'Trigger Effect')",,Unlimited,"https://yugipedia.com/wiki/Ghost_Wyvern,_the_Underworld_Dragon",,2022-08-05 11:46:17,,DARK,Effect Monster,,Zombie,4,0,,,,1700
Ghost of a Grudge,67113830,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghost_of_a_Grudge,,2021-07-01 05:20:34,,,,,,,,,,,
Ghostrick Alucard,75367227,Monster Card,,"('Ghostrick',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Alucard,,2022-08-13 11:43:23,,DARK,Xyz Monster,,Zombie,3,1600,,,,1800
Ghostrick Angel of Mischief,53334641,Monster Card,,"('Duel winner', 'Ghostrick')","('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Angel_of_Mischief,,2023-02-18 14:24:41,,DARK,Xyz Monster,,Fairy,4,2500,,,,2000
Ghostrick Break,80802524,Trap Card,Normal Trap Card,"('Ghostrick',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Break,,2022-04-20 13:32:02,,,,,,,,,,,
Ghostrick Doll,46925518,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Doll,,2022-04-20 12:01:48,,DARK,Effect Monster,,Spellcaster,2,1200,,,,300
Ghostrick Dullahan,46895036,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Dullahan,,2022-06-22 01:58:08,,DARK,Xyz Monster,,Fiend,1,0,,,,1000
Ghostrick Fairy,36239585,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Fairy,,2023-01-10 18:39:01,,DARK,Effect Monster,,Spellcaster,2,1000,,,,900
Ghostrick Festival,35871958,Monster Card,,"('Ghostrick',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Festival,,2022-02-11 11:44:13,,DARK,Link Monster,,Spellcaster,,,,1,"('↓',)",0
Ghostrick Ghoul,85463083,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Ghoul,,2021-11-18 15:46:22,,DARK,Effect Monster,,Zombie,3,1200,,,,1100
Ghostrick Jackfrost,61318483,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Jackfrost,,2023-01-10 18:39:23,,DARK,Effect Monster,,Fiend,1,100,,,,800
Ghostrick Jiangshi,80885284,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Jiangshi,,2022-05-05 15:12:19,,DARK,Effect Monster,,Zombie,3,1800,,,,400
Ghostrick Lantern,54512827,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Lantern,,2022-05-05 15:12:16,,DARK,Effect Monster,,Fiend,1,0,,,,800
Ghostrick Mansion,99795159,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Mansion,,2022-12-25 14:38:31,,,,,,,,,,,
Ghostrick Mary,98707192,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Mary,,2022-05-05 15:12:16,,DARK,Effect Monster,,Fiend,1,1600,,,,100
Ghostrick Mummy,97584500,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Mummy,,2022-05-05 15:12:16,,DARK,Effect Monster,,Zombie,3,0,,,,1500
Ghostrick Museum,07617062,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Museum,,2022-08-13 13:32:07,,,,,,,,,,,
Ghostrick Nekomusume,24101897,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Nekomusume,,2022-04-20 11:19:34,,DARK,Effect Monster,,Spellcaster,2,900,,,,400
Ghostrick Night,85827713,Trap Card,Continuous Trap Card,"('Ghostrick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Night,,2022-04-20 13:40:35,,,,,,,,,,,
Ghostrick Parade,29400787,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Parade,,2022-08-14 07:36:14,,,,,,,,,,,
Ghostrick Renovation,61818176,Trap Card,Normal Trap Card,"('Ghostrick',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Renovation,,2022-04-20 12:54:43,,,,,,,,,,,
Ghostrick Scare,86516889,Trap Card,Normal Trap Card,"('Ghostrick',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Scare,,2023-01-10 18:50:30,,,,,,,,,,,
Ghostrick Shot,69809989,Spell Card,Normal Spell Card,"('Ghostrick',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Shot,,2022-02-11 11:40:58,,,,,,,,,,,
Ghostrick Siren,64804316,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Siren,,2023-01-10 18:39:29,,DARK,Effect Monster,,Fairy,4,1500,,,,800
Ghostrick Skeleton,51196805,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Skeleton,,2021-11-18 16:03:25,,DARK,Effect Monster,,Zombie,3,1100,,,,1200
Ghostrick Socuteboss,32224143,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Socuteboss,,2022-08-13 11:43:42,,DARK,Xyz Monster,,Spellcaster,2,1200,,,,1400
Ghostrick Specter,81907872,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Specter,,2022-05-05 15:12:19,,DARK,Effect Monster,,Fiend,1,0,,,,600
Ghostrick Stein,16279989,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Stein,,2022-05-06 13:41:52,,DARK,Effect Monster,,Zombie,3,0,,,,1600
Ghostrick Vanish,50527144,Trap Card,Normal Trap Card,"('Ghostrick',)","('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ghostrick_Vanish,,2022-08-14 11:20:04,,,,,,,,,,,
