Card number,Set,Rarity,Region,Release,Series,Set type,Cover card,Page URL,Modification date,Version
MRL-046,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-046,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-046,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-046,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-046,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-047,Spell Ruler,"('Ultra Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-047,Spell Ruler,"('Ultra Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-047,Spell Ruler,"('Ultra Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-047,Spell Ruler,"('Ultra Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-047,Spell Ruler,"('Ultra Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-047,Spell Ruler,"('Ultra Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-048,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-048,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-048,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-048,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-048,Spell Ruler,"('Super Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-048,Spell Ruler,"('Super Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-049,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-049,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-049,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-049,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-049,Spell Ruler,"('Super Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-049,Spell Ruler,"('Super Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-050,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-050,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-050,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-050,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-050,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-050,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-051,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-051,Spell Ruler,"('Super Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-051,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-051,Spell Ruler,"('Super Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-051,Spell Ruler,"('Super Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-051,Spell Ruler,"('Super Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-052,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-052,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-052,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-052,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-052,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-052,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-053,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-053,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-053,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-053,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-053,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-053,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-054,Spell Ruler,"('Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-054,Spell Ruler,"('Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-054,Spell Ruler,"('Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-054,Spell Ruler,"('Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-054,Spell Ruler,"('Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-054,Spell Ruler,"('Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-055,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-055,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-055,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-055,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-055,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-055,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-056,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-056,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-056,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-056,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-056,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-056,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-057,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-057,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-057,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-057,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-057,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-057,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-058,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-058,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-058,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-058,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-058,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-058,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-059,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-059,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-059,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-059,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-059,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-059,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-060,Spell Ruler,"('Normal Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-060,Spell Ruler,"('Super Short Print',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-060,Spell Ruler,"('Super Short Print',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-060,Spell Ruler,"('Normal Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-060,Spell Ruler,"('Normal Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-060,Spell Ruler,"('Short Print',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-061,Spell Ruler,"('Ultra Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-061,Spell Ruler,"('Ultra Rare',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-061,Spell Ruler,"('Ultra Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-061,Spell Ruler,"('Ultra Rare',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-061,Spell Ruler,"('Ultra Rare',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-061,Spell Ruler,"('Ultra Rare',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-062,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-062,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-062,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-062,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-062,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-062,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-063,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-063,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-063,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-063,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-063,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-063,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-064,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-064,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-064,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-064,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-064,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-064,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-065,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-065,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-065,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-065,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-065,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-065,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-066,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-066,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-066,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-066,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-066,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-066,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-067,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-067,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-067,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-067,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-067,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-067,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-068,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-068,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-068,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-068,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-068,Spell Ruler,"('Common',)",AE,2002-10-24,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-068,Spell Ruler,"('Common',)",NA,2002-09-16,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
MRL-069,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-069,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-069,Spell Ruler,"('Common',)",NA,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
MRL-069,Spell Ruler,"('Common',)",AE,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
