Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Man-Thro' Tro',Monster Card,,,EARTH,Effect Monster,Beast-Warrior,"('Effect',)",1000,False,False,1000,,4,Man-Thro' Tro' (Rush Duel),https://yugipedia.com/wiki/Man-Thro%27_Tro%27_(Rush_Duel),,2022-11-17 12:09:19,
"Maraimei, the Igniting Inferno",Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,"Maraimei, the Igniting Inferno","https://yugipedia.com/wiki/Maraimei,_the_Igniting_Inferno",,2022-11-02 17:28:42,
Masaki the Legendary Samurai,Monster Card,,,EARTH,Normal Monster,Warrior,,0,False,False,1500,,4,Masaki the Legendary Samurai,https://yugipedia.com/wiki/Masaki_the_Legendary_Samurai,,2022-04-23 23:40:53,
Masaki the Legendary Swordsman,Monster Card,,,EARTH,Normal Monster,Warrior,,1100,False,False,1100,,4,Masaki the Legendary Swordsman (Rush Duel),https://yugipedia.com/wiki/Masaki_the_Legendary_Swordsman_(Rush_Duel),,2022-04-23 01:19:01,
"Masenkou, the Lashing Light",Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,"Masenkou, the Lashing Light","https://yugipedia.com/wiki/Masenkou,_the_Lashing_Light",,2023-02-16 14:25:47,
Mask of Volos,Monster Card,,,EARTH,Effect Monster,Spellcaster,"('Effect',)",1000,False,False,1500,,5,Mask of Volos,https://yugipedia.com/wiki/Mask_of_Volos,,2022-09-21 03:20:39,
Master Craftsman Kotetsu,Monster Card,,,FIRE,Effect Monster,Beast-Warrior,"('Effect',)",1000,False,False,1000,,3,Master Craftsman Kotetsu,https://yugipedia.com/wiki/Master_Craftsman_Kotetsu,,2023-02-10 14:46:33,
Master of Sevens Road,Monster Card,,"('Sevens Road',)",DARK,Fusion Monster,Spellcaster,"('Continuous Effect',)",2100,False,False,3000,,9,Master of Sevens Road,https://yugipedia.com/wiki/Master_of_Sevens_Road,,2022-10-30 06:21:21,
Master's Cure,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Master's Cure,https://yugipedia.com/wiki/Master%27s_Cure,,2023-01-05 22:59:15,
Matsugumi the Ruler's Squad,Monster Card,,"('Three Rulers',)",EARTH,Effect Monster,Warrior,"('Effect',)",0,False,False,1800,,6,Matsugumi the Ruler's Squad,https://yugipedia.com/wiki/Matsugumi_the_Ruler%27s_Squad,,2023-02-14 15:07:31,
Max Raider,Monster Card,,,EARTH,Normal Monster,Warrior,,1400,False,False,2400,,7,Max Raider,https://yugipedia.com/wiki/Max_Raider,,2022-09-18 19:43:24,
Meat Spice the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Fusion Monster,Pyro,"('Effect',)",0,False,False,2900,,9,Meat Spice the Special Noodle Ninja,https://yugipedia.com/wiki/Meat_Spice_the_Special_Noodle_Ninja,,2022-11-10 19:20:26,
Mech Therizinoraptor,Monster Card,,,LIGHT,Effect Monster,Dinosaur,"('Effect',)",0,False,False,1000,,3,Mech Therizinoraptor,https://yugipedia.com/wiki/Mech_Therizinoraptor,,2022-10-30 07:50:44,
Mecha Ambulator,Monster Card,,,WIND,Effect Monster,Machine,"('Effect',)",400,False,False,1200,,3,Mecha Ambulator,https://yugipedia.com/wiki/Mecha_Ambulator,,2022-12-20 09:01:35,
Mechaleon,Monster Card,,"('Chameleon',)",WATER,Normal Monster,Reptile,,600,False,False,800,,2,Mechaleon (Rush Duel),https://yugipedia.com/wiki/Mechaleon_(Rush_Duel),,2022-01-09 11:49:40,
Meet and Greed,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Meet and Greed,https://yugipedia.com/wiki/Meet_and_Greed,,2022-09-21 06:11:06,
Megazowler,Monster Card,,,EARTH,Normal Monster,Dinosaur,,2000,False,False,1800,,6,Megazowler (Rush Duel),https://yugipedia.com/wiki/Megazowler_(Rush_Duel),,2022-09-21 03:38:52,
Meika Etraynze the Shadow Flower Venus,Monster Card,,"('Shadow Flower',)",EARTH,Fusion Monster,Plant,"('Effect',)",2500,False,False,3000,,9,Meika Etraynze the Shadow Flower Venus,https://yugipedia.com/wiki/Meika_Etraynze_the_Shadow_Flower_Venus,"('Edited',)",2023-02-01 20:57:31,
Meika Etraynzeyes the Shadow Flower Lunatic,Monster Card,,"('Shadow Flower',)",EARTH,Fusion Monster,Plant,"('Effect',)",0,False,False,0,,8,Meika Etraynzeyes the Shadow Flower Lunatic,https://yugipedia.com/wiki/Meika_Etraynzeyes_the_Shadow_Flower_Lunatic,,2022-10-31 18:36:40,
Melchid the Four-Face Beast,Monster Card,,,DARK,Normal Monster,Fiend,,1200,False,False,1500,,4,Melchid the Four-Face Beast (Rush Duel),https://yugipedia.com/wiki/Melchid_the_Four-Face_Beast_(Rush_Duel),,2023-02-01 10:05:52,
Melel the Beautiful Flame Spirit of the Lamp,Monster Card,,"('Chemistry',)",FIRE,Fusion Monster,Pyro,"('Effect',)",1800,False,False,2800,,9,Melel the Beautiful Flame Spirit of the Lamp,https://yugipedia.com/wiki/Melel_the_Beautiful_Flame_Spirit_of_the_Lamp,,2023-01-21 14:19:41,
Melo Melo Meeeg☆Uuultra Beam,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Melo Melo Meeeg☆Uuultra Beam,https://yugipedia.com/wiki/Melo_Melo_Meeeg%E2%98%86Uuultra_Beam,,2022-11-17 12:08:38,
The Menacing Eyes of the Sky Emperor,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,The Menacing Eyes of the Sky Emperor,https://yugipedia.com/wiki/The_Menacing_Eyes_of_the_Sky_Emperor,,2022-09-21 05:56:52,
Meowonderful Rush,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Meowonderful Rush,https://yugipedia.com/wiki/Meowonderful_Rush,,2023-01-21 14:39:53,
Metal Armored Ant,Monster Card,,,EARTH,Normal Monster,Insect,,2500,False,False,100,,7,Metal Armored Ant,https://yugipedia.com/wiki/Metal_Armored_Ant,,2022-09-21 06:00:20,
Metal Megaleon,Monster Card,,"('Chameleon',)",EARTH,Effect Monster,Reptile,"('Effect',)",1000,False,False,1700,,6,Metal Megaleon,https://yugipedia.com/wiki/Metal_Megaleon,,2022-09-21 06:09:55,
Metarion Ashurastar,Monster Card,,"('Metarion',)",LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,False,False,2800,,9,Metarion Ashurastar,https://yugipedia.com/wiki/Metarion_Ashurastar,,2022-12-30 00:51:24,
Metarion Eraclestar,Monster Card,,"('Metarion',)",LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,False,False,2800,,9,Metarion Eraclestar,https://yugipedia.com/wiki/Metarion_Eraclestar,,2022-12-30 01:26:19,
Metarion King Cobrastar,Monster Card,,"('Metarion',)",LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,False,False,3000,,9,Metarion King Cobrastar,https://yugipedia.com/wiki/Metarion_King_Cobrastar,,2022-12-30 01:31:48,
Metarion Ladonstar,Monster Card,,"('Metarion',)",LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,False,False,2800,,9,Metarion Ladonstar,https://yugipedia.com/wiki/Metarion_Ladonstar,,2022-12-30 01:29:22,
Metarion Vritrastar,Monster Card,,"('Metarion',)",LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,False,False,2800,,9,Metarion Vritrastar,https://yugipedia.com/wiki/Metarion_Vritrastar,,2023-01-10 18:57:04,
Meteor Black Dragon,Monster Card,,,FIRE,Fusion Monster,Dragon,,2000,False,False,3500,,8,Meteor Black Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Black_Dragon_(Rush_Duel),,2023-02-17 12:03:52,
Meteor Charge,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Meteor Charge,https://yugipedia.com/wiki/Meteor_Charge,,2022-12-21 09:54:32,
Meteor Dragon,Monster Card,,,EARTH,Normal Monster,Dragon,,2000,False,False,1800,,6,Meteor Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Dragon_(Rush_Duel),,2023-02-17 12:04:23,
Meteorhino,Monster Card,,,LIGHT,Normal Monster,Galaxy (Type),,800,False,False,1700,,5,Meteorhino,https://yugipedia.com/wiki/Meteorhino,,2022-09-20 11:09:10,
Meteorlarva,Monster Card,,,DARK,Effect Monster,Galaxy (Type),"('Effect',)",0,False,False,600,,1,Meteorlarva,https://yugipedia.com/wiki/Meteorlarva,,2022-12-21 09:53:47,
Methyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",FIRE,Effect Monster,Pyro,"('Effect',)",500,False,False,1000,,3,Methyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Methyl_the_Flame_Jinn_of_the_Lamp,,2023-01-04 11:44:40,
Mezame the Ringing Alarm,Monster Card,,,DARK,Effect Monster,Warrior,"('Effect',)",200,False,False,0,,1,Mezame the Ringing Alarm,https://yugipedia.com/wiki/Mezame_the_Ringing_Alarm,,2023-01-16 01:19:24,
Miginagi the Talismanic Warrior,Monster Card,,"('Talismanic',)",EARTH,Effect Monster,Warrior,"('Effect',)",1000,False,False,1000,,3,Miginagi the Talismanic Warrior,https://yugipedia.com/wiki/Miginagi_the_Talismanic_Warrior,,2022-11-17 12:09:42,
Milky Wave Neo,Monster Card,,,WIND,Normal Monster,Galaxy (Type),,1000,False,False,2500,,7,Milky Wave Neo,https://yugipedia.com/wiki/Milky_Wave_Neo,,2022-12-21 09:08:00,
Millennium Shield,Monster Card,,,EARTH,Normal Monster,Warrior,,3000,True,False,0,,5,Millennium Shield (Rush Duel),https://yugipedia.com/wiki/Millennium_Shield_(Rush_Duel),,2022-02-09 03:11:05,
Mirage Dragon,Monster Card,,,LIGHT,Effect Monster,Dragon,"('Continuous Effect',)",600,True,False,1600,,4,Mirage Dragon (Rush Duel),https://yugipedia.com/wiki/Mirage_Dragon_(Rush_Duel),,2022-12-21 09:03:07,
Mirror Force,Trap Card,Normal Trap Card,,,,,"('Effect',)",,True,False,,,,Mirror Force (Rush Duel),https://yugipedia.com/wiki/Mirror_Force_(Rush_Duel),,2022-08-17 09:41:26,
Mirroring Wyvern,Monster Card,,,LIGHT,Effect Monster,Dragon,"('Effect',)",800,False,False,1600,,6,Mirroring Wyvern,https://yugipedia.com/wiki/Mirroring_Wyvern,,2023-01-21 14:00:52,
Mismatched Rivalry,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Mismatched Rivalry,https://yugipedia.com/wiki/Mismatched_Rivalry,,2022-09-21 05:58:11,
Miso Instant the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Fusion Monster,Pyro,"('Effect',)",0,False,False,2900,,9,Miso Instant the Special Noodle Ninja,https://yugipedia.com/wiki/Miso_Instant_the_Special_Noodle_Ninja,,2022-10-31 18:36:10,
Modorina the Light Retriever,Monster Card,,,LIGHT,Effect Monster,Fairy,"('Effect',)",500,False,False,800,,2,Modorina the Light Retriever,https://yugipedia.com/wiki/Modorina_the_Light_Retriever,,2022-09-21 06:11:09,
Moisturize,Spell Card,Normal Spell Card,"('Bubble Era',)",,,,"('Effect',)",,False,False,,,,Moisturize,https://yugipedia.com/wiki/Moisturize,,2022-10-20 07:00:42,"('Any',)"
Mokey Mokey,Monster Card,,,LIGHT,Normal Monster,Fairy,,100,False,False,300,,1,Mokey Mokey (Rush Duel),https://yugipedia.com/wiki/Mokey_Mokey_(Rush_Duel),,2022-04-23 23:41:15,
Monkey Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",EARTH,Normal Monster,Fairy,,1300,False,False,1300,,4,Monkey Roll the Sushi Fairy,https://yugipedia.com/wiki/Monkey_Roll_the_Sushi_Fairy,,2022-10-30 07:46:41,
Monster Reborn,Spell Card,Normal Spell Card,,,,,"('Effect',)",,True,False,,,,Monster Reborn (Rush Duel),https://yugipedia.com/wiki/Monster_Reborn_(Rush_Duel),"('Alternate',)",2022-12-22 21:10:18,
Monster Reincarnation,Spell Card,Normal Spell Card,,,,,"('Effect',)",,True,False,,,,Monster Reincarnation (Rush Duel),https://yugipedia.com/wiki/Monster_Reincarnation_(Rush_Duel),,2022-06-02 13:23:04,
Mother's Storm,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Mother's Storm,https://yugipedia.com/wiki/Mother%27s_Storm,,2022-10-20 07:00:53,
Mountain,Spell Card,Field Spell Card,,,,,"('Effect',)",,False,False,,,,Mountain (Rush Duel),https://yugipedia.com/wiki/Mountain_(Rush_Duel),,2022-12-21 09:40:24,
Mr. Alche,Monster Card,,,WATER,Effect Monster,Spellcaster,"('Effect',)",500,False,False,100,,1,Mr. Alche,https://yugipedia.com/wiki/Mr._Alche,,2023-01-03 23:14:37,
Multiple Adapter Unit,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Multiple Adapter Unit,https://yugipedia.com/wiki/Multiple_Adapter_Unit,,2023-01-10 18:59:06,
Multistrike Dragon Dragias,Monster Card,,"('Strike Dragon',)",LIGHT,Effect Monster,Dragon,"('Effect',)",1500,False,False,2500,,7,Multistrike Dragon Dragias,https://yugipedia.com/wiki/Multistrike_Dragon_Dragias,"('Alternate',)",2023-01-23 15:29:49,
Mushroom Man,Monster Card,,,EARTH,Normal Monster,Plant,,600,False,False,800,,2,Mushroom Man (Rush Duel),https://yugipedia.com/wiki/Mushroom_Man_(Rush_Duel),,2022-10-20 07:39:34,
Music Princess Art - Triplet,Trap Card,Normal Trap Card,"('Music Princess',)",,,,"('Effect',)",,False,False,,,,Music Princess Art - Triplet,https://yugipedia.com/wiki/Music_Princess_Art_-_Triplet,,2022-12-13 15:40:00,
Music Princess's Breath,Spell Card,Normal Spell Card,"('Music Princess',)",,,,"('Effect',)",,False,False,,,,Music Princess's Breath,https://yugipedia.com/wiki/Music_Princess%27s_Breath,,2022-10-20 07:19:33,
Music Princess's Prelude,Spell Card,Normal Spell Card,"('Music Princess',)",,,,"('Effect',)",,False,False,,,,Music Princess's Prelude,https://yugipedia.com/wiki/Music_Princess%27s_Prelude,,2023-02-04 14:18:51,
Music Princess's Solo Performance,Trap Card,Normal Trap Card,"('Music Princess',)",,,,"('Effect',)",,False,False,,,,Music Princess's Solo Performance,https://yugipedia.com/wiki/Music_Princess%27s_Solo_Performance,,2022-10-10 09:10:00,
Music Princess's Whirling Wind,Spell Card,Normal Spell Card,"('Music Princess',)",,,,"('Effect',)",,False,False,,,,Music Princess's Whirling Wind,https://yugipedia.com/wiki/Music_Princess%27s_Whirling_Wind,,2022-12-13 15:39:28,
Mystery Handcuffs,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Mystery Handcuffs,https://yugipedia.com/wiki/Mystery_Handcuffs,,2022-12-10 20:52:04,
Mystic Dealer,Monster Card,,,WATER,Effect Monster,Spellcaster,"('Effect',)",0,False,False,1000,,3,Mystic Dealer,https://yugipedia.com/wiki/Mystic_Dealer,,2022-10-20 07:08:50,
Mystic Roastman,Monster Card,,"('Yakiniku',)",FIRE,Normal Monster,Beast,,800,False,False,1200,,3,Mystic Roastman,https://yugipedia.com/wiki/Mystic_Roastman,,2022-12-27 14:30:34,
Mystical Elf,Monster Card,,,LIGHT,Normal Monster,Spellcaster,,2000,True,False,800,,4,Mystical Elf (Rush Duel),https://yugipedia.com/wiki/Mystical_Elf_(Rush_Duel),,2022-02-09 03:11:24,
Mystical Sandbox,Monster Card,,"('Bubble Actress',)",WATER,Normal Monster,Aqua,,1200,False,False,1200,,3,Mystical Sandbox,https://yugipedia.com/wiki/Mystical_Sandbox,,2022-07-12 15:12:21,
Nandes the Fire Awakener,Monster Card,,,FIRE,Effect Monster,Warrior,"('Effect',)",1000,False,False,1200,,4,Nandes the Fire Awakener,https://yugipedia.com/wiki/Nandes_the_Fire_Awakener,,2022-09-21 03:52:28,
Nebula Power,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Nebula Power,https://yugipedia.com/wiki/Nebula_Power,,2022-09-20 11:04:28,
Necromaid Nana,Monster Card,,,LIGHT,Effect Monster,Zombie,"('Effect',)",700,False,False,1100,,5,Necromaid Nana,https://yugipedia.com/wiki/Necromaid_Nana,,2022-10-06 22:14:00,
Necroman the Third,Monster Card,,,DARK,Effect Monster,Zombie,"('Effect',)",0,False,False,1000,,3,Necroman the Third,https://yugipedia.com/wiki/Necroman_the_Third,,2022-12-20 09:22:27,
Needlkyrie the Celestial Seamstress,Monster Card,,,LIGHT,Normal Monster,Fairy,,1400,False,False,0,,1,Needlkyrie the Celestial Seamstress,https://yugipedia.com/wiki/Needlkyrie_the_Celestial_Seamstress,,2023-01-16 02:23:11,
Nekogal #2,Monster Card,,,EARTH,Normal Monster,Beast-Warrior,,2000,False,False,1900,,6,Nekogal 2 (Rush Duel),https://yugipedia.com/wiki/Nekogal_2_(Rush_Duel),"('Edited',)",2023-01-31 20:40:36,
Neo Plandish,Monster Card,,,EARTH,Effect Monster,Plant,"('Effect',)",1500,False,False,2500,,7,Neo Plandish,https://yugipedia.com/wiki/Neo_Plandish,,2023-02-04 14:22:20,
Nessus the Star Knight,Monster Card,,"('Star Knight',)",LIGHT,Normal Monster,Fiend,,0,False,False,1500,,4,Nessus the Star Knight,https://yugipedia.com/wiki/Nessus_the_Star_Knight,,2021-12-17 00:14:21,
Newsflash the Journalistic Juggernaut,Monster Card,,"('Newspaper',)",EARTH,Fusion Monster,Machine,"('Effect',)",2500,False,False,2900,,9,Newsflash the Journalistic Juggernaut,https://yugipedia.com/wiki/Newsflash_the_Journalistic_Juggernaut,,2023-01-16 03:07:28,
Night Vision the Phantom Pigeon,Monster Card,,,DARK,Effect Monster,Winged Beast,"('Effect',)",1500,False,False,2200,,7,Night Vision the Phantom Pigeon,https://yugipedia.com/wiki/Night_Vision_the_Phantom_Pigeon,,2022-09-21 06:15:38,
Nightbringer Dragon,Monster Card,,,DARK,Effect Monster,Dragon,"('Effect',)",1500,False,False,2400,,7,Nightbringer Dragon,https://yugipedia.com/wiki/Nightbringer_Dragon,,2022-12-21 09:35:52,
Nightmare Knock,Spell Card,Normal Spell Card,"('Ghost Story',)",,,,"('Effect',)",,False,False,,,,Nightmare Knock,https://yugipedia.com/wiki/Nightmare_Knock,,2022-10-20 06:58:29,
Nikotamabot,Monster Card,,,EARTH,Fusion Monster,Machine,"('Effect',)",2000,False,False,2000,,2,Nikotamabot,https://yugipedia.com/wiki/Nikotamabot,,2022-12-20 12:28:20,
Nimble Lemming,Monster Card,,,EARTH,Effect Monster,Beast,"('Effect',)",100,False,False,900,,2,Nimble Lemming,https://yugipedia.com/wiki/Nimble_Lemming,,2023-02-15 13:55:34,
Niwatori,Monster Card,,,EARTH,Normal Monster,Winged Beast,,800,False,False,900,,3,Niwatori (Rush Duel),https://yugipedia.com/wiki/Niwatori_(Rush_Duel),,2022-10-20 07:39:29,
The Noodle Art of Roastery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",,,,"('Effect',)",,False,False,,,,The Noodle Art of Roastery,https://yugipedia.com/wiki/The_Noodle_Art_of_Roastery,,2023-02-13 18:59:08,
The Noodle Art of Saucery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",,,,"('Effect',)",,False,False,,,,The Noodle Art of Saucery,https://yugipedia.com/wiki/The_Noodle_Art_of_Saucery,,2022-12-21 09:47:04,
The Noodle Art of Savory,Spell Card,Normal Spell Card,"('Noodle Ninja',)",,,,"('Effect',)",,False,False,,,,The Noodle Art of Savory,https://yugipedia.com/wiki/The_Noodle_Art_of_Savory,,2022-10-20 07:35:12,
The Noodle Art of Spicery,Spell Card,Normal Spell Card,"('Noodle Ninja',)",,,,"('Effect',)",,False,False,,,,The Noodle Art of Spicery,https://yugipedia.com/wiki/The_Noodle_Art_of_Spicery,,2022-12-21 09:46:59,
Northern Gyoza Girl,Monster Card,,,LIGHT,Normal Monster,Aqua,,1700,False,False,900,,5,Northern Gyoza Girl,https://yugipedia.com/wiki/Northern_Gyoza_Girl,,2022-09-21 06:23:33,
Nova Spark,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Nova Spark,https://yugipedia.com/wiki/Nova_Spark,,2022-12-21 09:17:43,
Nullstrike Dragon Zerogias,Monster Card,,"('Strike Dragon',)",DARK,Effect Monster,Dragon,"('Effect',)",1500,False,False,2500,,7,Nullstrike Dragon Zerogias,https://yugipedia.com/wiki/Nullstrike_Dragon_Zerogias,,2022-08-17 09:41:41,
Nuncharinet the Music Princess,Monster Card,,"('Music Princess',)",WIND,Effect Monster,Warrior,"('Effect',)",500,False,False,1600,,5,Nuncharinet the Music Princess,https://yugipedia.com/wiki/Nuncharinet_the_Music_Princess,,2022-10-20 07:21:52,
Nutrient Zero,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Nutrient Zero,https://yugipedia.com/wiki/Nutrient_Zero,,2022-12-25 10:28:52,
Nuvia the Wicked Mischief Maker,Monster Card,,"('Bubble Actress',)",WATER,Effect Monster,Aqua,"('Effect',)",800,False,False,1000,,4,Nuvia the Wicked Mischief Maker,https://yugipedia.com/wiki/Nuvia_the_Wicked_Mischief_Maker,"('Edited',)",2023-01-31 20:46:22,
Odd-Eyes Twin Tail Cat,Monster Card,,"('Cat (Rush Duel series)',)",EARTH,Effect Monster,Beast,"('Effect',)",200,False,False,2200,,7,Odd-Eyes Twin Tail Cat,https://yugipedia.com/wiki/Odd-Eyes_Twin_Tail_Cat,,2022-10-30 07:37:13,
Ojisan,Monster Card,,,WATER,Normal Monster,Fish,,1600,False,False,1600,,5,Ojisan,https://yugipedia.com/wiki/Ojisan,,2022-10-20 07:38:40,
Omega Guitarna the Supreme Shining Superstar,Monster Card,,"('Psychic Musician',)",DARK,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2000,False,False,2900,,9,Omega Guitarna the Supreme Shining Superstar,https://yugipedia.com/wiki/Omega_Guitarna_the_Supreme_Shining_Superstar,,2022-10-30 06:49:57,
One Year Broom,Monster Card,,,EARTH,Normal Monster,Warrior,,1300,False,False,300,,2,One Year Broom,https://yugipedia.com/wiki/One_Year_Broom,,2022-12-19 09:30:54,
One-Side Reverse,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,One-Side Reverse,https://yugipedia.com/wiki/One-Side_Reverse,,2022-09-18 19:48:59,
Opening Move Omen,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Opening Move Omen,https://yugipedia.com/wiki/Opening_Move_Omen,,2022-09-21 06:08:22,
Oppressed Ant,Monster Card,,"('Gi-ant Revolution (series)',)",WATER,Normal Monster,Insect,,200,False,False,100,,1,Oppressed Ant,https://yugipedia.com/wiki/Oppressed_Ant,,2022-10-20 07:23:55,
Orbit Skater,Monster Card,,,LIGHT,Normal Monster,Galaxy (Type),,1400,False,False,800,,3,Orbit Skater,https://yugipedia.com/wiki/Orbit_Skater,,2022-12-21 09:16:09,
Oriental Tiger,Monster Card,,,EARTH,Effect Monster,Beast,"('Effect',)",2500,False,False,1600,,7,Oriental Tiger,https://yugipedia.com/wiki/Oriental_Tiger,,2022-10-20 06:57:15,
The Origin Stone of Legend,Monster Card,,,EARTH,Effect Monster,Dragon,"('Effect',)",0,False,False,0,,1,The Origin Stone of Legend,https://yugipedia.com/wiki/The_Origin_Stone_of_Legend,,2023-01-26 17:58:33,
Outer Space,Spell Card,Field Spell Card,,,,,"('Effect',)",,False,False,,,,Outer Space,https://yugipedia.com/wiki/Outer_Space,,2022-12-21 09:47:26,
Ozone Layer,Monster Card,,,WIND,Effect Monster,Galaxy (Type),"('Effect',)",900,False,False,1200,,3,Ozone Layer,https://yugipedia.com/wiki/Ozone_Layer,,2022-12-21 09:16:02,
Packrat,Monster Card,,,LIGHT,Effect Monster,Beast,"('Effect',)",100,False,False,100,,1,Packrat,https://yugipedia.com/wiki/Packrat,,2023-01-03 23:15:01,
Pair Collision,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Pair Collision,https://yugipedia.com/wiki/Pair_Collision,,2022-12-10 20:58:37,
Pair Production,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Pair Production,https://yugipedia.com/wiki/Pair_Production,,2021-12-10 14:35:30,
