Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,Level/Rank,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Page name,Page URL,Artwork,Modification date
Parallel Evolution,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Parallel Evolution,https://yugipedia.com/wiki/Parallel_Evolution,,2023-02-09 15:52:49
Parashroom Colony,Monster Card,,,DARK,Effect Monster,Galaxy (Type),"('Effect',)",4,1000,False,False,1000,,Parashroom Colony,https://yugipedia.com/wiki/Parashroom_Colony,,2022-11-17 12:11:36
Particle Acceleration,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Particle Acceleration,https://yugipedia.com/wiki/Particle_Acceleration,,2021-12-10 23:47:52
Party Party Party,Spell Card,Normal Spell Card,"('Bubble Era',)",,,,"('Effect',)",,,False,False,,,Party Party Party,https://yugipedia.com/wiki/Party_Party_Party,,2022-09-21 03:51:11
Party Time - Disco Ball,Trap Card,Normal Trap Card,"('Bubble Era',)",,,,"('Effect',)",,,False,False,,,Party Time - Disco Ball,https://yugipedia.com/wiki/Party_Time_-_Disco_Ball,,2022-10-20 06:59:38
Party Up,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Party Up,https://yugipedia.com/wiki/Party_Up,,2023-01-17 13:26:38
Patdrone Lamp,Monster Card,,"('Drone (Rush Duel series)',)",???,Effect Monster,???,,???,???,False,False,800,,Patdrone Lamp,https://yugipedia.com/wiki/Patdrone_Lamp,,2023-02-02 21:36:15
Paxcyclinder,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Paxcyclinder,https://yugipedia.com/wiki/Paxcyclinder,,2022-12-05 23:04:24
Peace Dragon,Monster Card,,,LIGHT,Effect Monster,Dragon,,4,1300,False,False,800,,Peace Dragon,https://yugipedia.com/wiki/Peace_Dragon,,2021-12-08 01:02:32
Peace Holder,Monster Card,,,LIGHT,Normal Monster,Psychic,,4,0,False,False,1500,,Peace Holder,https://yugipedia.com/wiki/Peace_Holder,,2022-10-20 07:04:12
Peacock Picotron,Monster Card,,"('Tron (series)',)",LIGHT,Effect Monster,Cyberse,"('Effect',)",5,100,False,False,1600,,Peacock Picotron,https://yugipedia.com/wiki/Peacock_Picotron,,2023-01-03 23:08:04
Peaks of Blisstopia,Spell Card,Field Spell Card,"('Blisstopia',)",,,,"('Effect',)",,,False,False,,,Peaks of Blisstopia,https://yugipedia.com/wiki/Peaks_of_Blisstopia,,2022-12-13 15:36:51
Peapod Heart,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Peapod Heart,https://yugipedia.com/wiki/Peapod_Heart,,2022-11-06 08:34:55
Peeking Magician,Monster Card,,,DARK,Effect Monster,Spellcaster,"('Effect',)",3,0,False,False,1200,,Peeking Magician,https://yugipedia.com/wiki/Peeking_Magician,,2022-10-20 06:56:49
Pelion the Star Knight,Monster Card,,"('Star Knight',)",LIGHT,Effect Monster,Fiend,"('Effect',)",8,2000,False,False,2500,,Pelion the Star Knight,https://yugipedia.com/wiki/Pelion_the_Star_Knight,,2022-03-04 17:32:21
Penguin Soljersey,Monster Card,,"('Jersey',)",WATER,Effect Monster,Aqua,"('Effect',)",2,500,False,False,800,,Penguin Soljersey,https://yugipedia.com/wiki/Penguin_Soljersey,,2023-02-04 14:25:24
Perfect Sevens,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Perfect Sevens,https://yugipedia.com/wiki/Perfect_Sevens,,2023-02-08 23:04:42
Permillind Hicrotron,Monster Card,,"('Tron (series)',)",LIGHT,Fusion Monster,Cyberse,"('Effect',)",8,0,False,False,2600,,Permillind Hicrotron,https://yugipedia.com/wiki/Permillind_Hicrotron,,2022-10-31 18:35:50
Petit Moth,Monster Card,,,EARTH,Normal Monster,Insect,,1,200,False,False,300,,Petit Moth (Rush Duel),https://yugipedia.com/wiki/Petit_Moth_(Rush_Duel),,2022-09-21 03:07:18
Phantom Beast Chimerarenai,Monster Card,,,DARK,Normal Monster,Beast,,4,1300,False,False,1300,,Phantom Beast Chimerarenai,https://yugipedia.com/wiki/Phantom_Beast_Chimerarenai,,2023-02-12 15:48:20
Phantom Bind,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Phantom Bind,https://yugipedia.com/wiki/Phantom_Bind,,2022-12-21 09:47:43
Phantom Roar,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Phantom Roar,https://yugipedia.com/wiki/Phantom_Roar,,2023-01-21 14:53:54
Pheptanix Dragon,Monster Card,,,EARTH,Effect Monster,Dragon,,3,700,False,False,700,,Pheptanix Dragon,https://yugipedia.com/wiki/Pheptanix_Dragon,,2023-02-15 20:15:29
Phoenix Dragon,Monster Card,,,FIRE,Effect Monster,Dragon,"('Effect',)",2,500,False,False,500,,Phoenix Dragon,https://yugipedia.com/wiki/Phoenix_Dragon,,2022-12-21 09:39:12
Pholus the Star Knight,Monster Card,,"('Star Knight',)",LIGHT,Effect Monster,Fiend,"('Effect',)",5,1200,False,False,1600,,Pholus the Star Knight,https://yugipedia.com/wiki/Pholus_the_Star_Knight,,2022-09-25 03:01:26
Picklon the Constructor Fairy,Monster Card,,"('Constructor',)",EARTH,Effect Monster,Wyrm,"('Effect',)",3,1000,False,False,200,,Picklon the Constructor Fairy,https://yugipedia.com/wiki/Picklon_the_Constructor_Fairy,,2022-09-21 06:24:36
Pickup Strum,Trap Card,Normal Trap Card,"('Shaman Bandit',)",,,,,,,False,False,,,Pickup Strum,https://yugipedia.com/wiki/Pickup_Strum,,2022-12-10 02:07:32
Pierce!,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Pierce!,https://yugipedia.com/wiki/Pierce!,,2022-09-20 11:19:50
Piercing Dragon Bunker Strike,Monster Card,,"('Strike Dragon',)",EARTH,Effect Monster,Dragon,"('Effect',)",7,1800,False,False,2300,,Piercing Dragon Bunker Strike,https://yugipedia.com/wiki/Piercing_Dragon_Bunker_Strike,,2022-12-21 09:36:39
Piercing Samurai,Monster Card,,,DARK,Effect Monster,Warrior,"('Effect',)",4,1000,False,False,1200,,Piercing Samurai,https://yugipedia.com/wiki/Piercing_Samurai,,2022-12-23 14:36:56
Pitch-Black Warwolf,Monster Card,,,DARK,Effect Monster,Beast-Warrior,"('Continuous Effect',)",4,600,True,False,1600,,Pitch-Black Warwolf (Rush Duel),https://yugipedia.com/wiki/Pitch-Black_Warwolf_(Rush_Duel),,2022-10-30 06:15:42
Planet Alignment,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Planet Alignment (anime Rush Duel),https://yugipedia.com/wiki/Planet_Alignment_(anime_Rush_Duel),,2022-08-06 16:38:32
Plastic World,Spell Card,Field Spell Card,"('Dynakit',)",,,,,,,False,False,,,Plastic World,https://yugipedia.com/wiki/Plastic_World,,2022-11-17 03:54:51
Platnidon,Monster Card,,"('Nouveau Riche Dinosaur',)",LIGHT,Normal Monster,Dinosaur,,1,1400,False,False,0,,Platnidon,https://yugipedia.com/wiki/Platnidon,,2022-12-13 15:30:07
Player #39: Home Run Hitter,Monster Card,,"('Baseball',)",FIRE,Effect Monster,Warrior,"('Effect',)",8,2000,False,False,2500,,Player 39: Home Run Hitter,https://yugipedia.com/wiki/Player_39:_Home_Run_Hitter,,2022-12-27 13:33:18
Player #99: Grand Slam Dragon,Monster Card,,"('Baseball',)",FIRE,Effect Monster,Dragon,"('Effect',)",8,2000,False,False,2000,,Player 99: Grand Slam Dragon,https://yugipedia.com/wiki/Player_99:_Grand_Slam_Dragon,,2023-01-16 01:52:36
Pluggyfish,Monster Card,,,WATER,Normal Monster,Thunder,,2,900,False,False,900,,Pluggyfish,https://yugipedia.com/wiki/Pluggyfish,,2023-01-12 19:05:45
Police Scoop,Monster Card,,,EARTH,Normal Monster,Machine,,4,0,False,False,1500,,Police Scoop,https://yugipedia.com/wiki/Police_Scoop,,2023-02-04 14:27:02
Polymerization,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Polymerization (Rush Duel),https://yugipedia.com/wiki/Polymerization_(Rush_Duel),,2023-01-18 11:28:33
Porcupine Dragon,Monster Card,,,EARTH,Effect Monster,Dragon,"('Effect',)",5,1600,False,False,1600,,Porcupine Dragon,https://yugipedia.com/wiki/Porcupine_Dragon,,2023-01-16 01:09:13
Poseigyon Advencharger,Monster Card,,,WATER,Fusion Monster,Thunder,"('Effect',)",7,1800,False,False,2600,,Poseigyon Advencharger,https://yugipedia.com/wiki/Poseigyon_Advencharger,,2023-01-12 19:02:02
Post-Apocalyptic Combat King Yosh,Monster Card,,,,Normal Monster,,,18,44000,False,False,44000,,Post-Apocalyptic Combat King Yosh,https://yugipedia.com/wiki/Post-Apocalyptic_Combat_King_Yosh,,2021-12-08 16:31:39
Pot of Arrogance,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Pot of Arrogance,https://yugipedia.com/wiki/Pot_of_Arrogance,,2023-02-08 02:01:19
Pot of Avarice,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Pot of Avarice (Rush Duel),https://yugipedia.com/wiki/Pot_of_Avarice_(Rush_Duel),,2022-10-20 06:54:07
Pot of Greed,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Pot of Greed (Rush Duel),https://yugipedia.com/wiki/Pot_of_Greed_(Rush_Duel),,2022-10-30 07:41:12
Power Bond,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Power Bond (Rush Duel),https://yugipedia.com/wiki/Power_Bond_(Rush_Duel),,2022-11-26 13:58:09
Power Shock,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Power Shock,https://yugipedia.com/wiki/Power_Shock,,2022-11-17 12:06:49
Power Syzygy,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Power Syzygy,https://yugipedia.com/wiki/Power_Syzygy,,2022-06-27 00:52:12
The Power Up,Spell Card,Normal Spell Card,"('The',)",,,,"('Effect',)",,,False,False,,,The Power Up,https://yugipedia.com/wiki/The_Power_Up,,2023-01-11 01:09:17
Power of the Throne,Trap Card,Normal Trap Card,"('Chair',)",,,,,,,False,False,,,Power of the Throne,https://yugipedia.com/wiki/Power_of_the_Throne,,2022-06-08 10:52:51
Powerful Pierce!!,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Powerful Pierce!!,https://yugipedia.com/wiki/Powerful_Pierce!!,,2022-04-23 23:39:21
Prectclimb of the Deadly Dirge,Monster Card,,"('Shaman Bandit',)",WIND,Effect Monster,Psychic,,7,1500,False,False,2500,,Prectclimb of the Deadly Dirge,https://yugipedia.com/wiki/Prectclimb_of_the_Deadly_Dirge,,2023-02-02 17:03:35
Predator Gunleon,Monster Card,,"('Chameleon',)",DARK,Effect Monster,Reptile,"('Effect',)",7,600,False,False,2500,,Predator Gunleon,https://yugipedia.com/wiki/Predator_Gunleon,,2022-09-21 05:55:37
Preparation of Jersey Rites,Spell Card,Normal Spell Card,"('Jersey',)",,,,"('Effect',)",,,False,False,,,Preparation of Jersey Rites,https://yugipedia.com/wiki/Preparation_of_Jersey_Rites,,2023-02-04 14:19:51
Pressure Pointer Skill,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Pressure Pointer Skill,https://yugipedia.com/wiki/Pressure_Pointer_Skill,,2022-11-02 17:16:50
Pretty☆Witch Imprisonment,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Pretty☆Witch Imprisonment,https://yugipedia.com/wiki/Pretty%E2%98%86Witch_Imprisonment,,2022-09-21 06:05:59
Priestess of Star Salvation,Monster Card,,,WATER,Effect Monster,Wyrm,"('Effect',)",4,0,False,False,1200,,Priestess of Star Salvation,https://yugipedia.com/wiki/Priestess_of_Star_Salvation,,2022-02-11 17:10:46
Prima Guitarna the Shining Superstar,Monster Card,,"('Psychic Musician',)",LIGHT,Effect Monster,Psychic,"('Effect',)",7,0,False,False,2200,,Prima Guitarna the Shining Superstar,https://yugipedia.com/wiki/Prima_Guitarna_the_Shining_Superstar,,2023-01-20 21:02:18
Primal Howling,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Primal Howling,https://yugipedia.com/wiki/Primal_Howling,,2022-10-20 07:19:39
Prime Roast Beef Horseman,Monster Card,,"('Yakiniku',)",FIRE,Fusion Monster,Beast,"('Effect',)",7,1800,False,False,2400,,Prime Roast Beef Horseman,https://yugipedia.com/wiki/Prime_Roast_Beef_Horseman,,2022-12-27 14:34:55
Primordial Slash,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Primordial Slash,https://yugipedia.com/wiki/Primordial_Slash,,2023-02-02 12:36:58
Princess Ladybug White,Monster Card,,,LIGHT,Effect Monster,Insect,"('Effect',)",4,1300,False,False,700,,Princess Ladybug White,https://yugipedia.com/wiki/Princess_Ladybug_White,,2023-01-05 22:56:34
Princess Liarth,Monster Card,,,DARK,Effect Monster,Warrior,,4,800,False,False,1100,,Princess Liarth,https://yugipedia.com/wiki/Princess_Liarth,,2022-11-03 05:20:41
Princess Omega the Shining Megastar,Monster Card,,"('Psychic Musician',)",LIGHT,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",9,2000,False,False,2900,,Princess Omega the Shining Megastar,https://yugipedia.com/wiki/Princess_Omega_the_Shining_Megastar,,2023-01-20 21:02:08
Princessleon,Monster Card,,"('Chameleon',)",LIGHT,Normal Monster,Reptile,,1,600,False,False,100,,Princessleon,https://yugipedia.com/wiki/Princessleon,,2023-01-29 19:41:31
Printing Presser,Monster Card,,"('Newspaper',)",EARTH,Effect Monster,Machine,"('Effect',)",8,1600,False,False,2300,,Printing Presser,https://yugipedia.com/wiki/Printing_Presser,,2023-01-16 02:42:25
Prison Island - Cell Block 5 & 6,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Prison Island - Cell Block 5 & 6,https://yugipedia.com/wiki/Prison_Island_-_Cell_Block_5_%26_6,,2022-12-21 09:54:42
Progress Potter,Monster Card,,,WIND,Effect Monster,Psychic,"('Effect',)",3,200,False,False,1300,,Progress Potter,https://yugipedia.com/wiki/Progress_Potter,,2022-10-20 07:04:49
Prominence Web,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Prominence Web,https://yugipedia.com/wiki/Prominence_Web,,2023-01-23 08:52:30
Prophecy Phrase of the Colors of the Wind,Monster Card,,"('Shaman Bandit',)",WIND,Effect Monster,Psychic,"('Effect',)",7,0,False,False,2200,,Prophecy Phrase of the Colors of the Wind,https://yugipedia.com/wiki/Prophecy_Phrase_of_the_Colors_of_the_Wind,"('Alternate',)",2023-02-06 13:36:35
Protector of the Throne,Monster Card,,,EARTH,Normal Monster,Warrior,,4,1500,False,False,800,,Protector of the Throne (Rush Duel),https://yugipedia.com/wiki/Protector_of_the_Throne_(Rush_Duel),"('Edited',)",2023-01-31 21:11:58
Proto-Cyber Dragon,Monster Card,,"('Cyber Dragon (Rush Duel series)',)",LIGHT,Effect Monster,Machine,"('Continuous Effect',)",3,600,False,False,1100,,Proto-Cyber Dragon (Rush Duel),https://yugipedia.com/wiki/Proto-Cyber_Dragon_(Rush_Duel),,2022-11-26 12:53:55
Psy Stage Bouncer,Monster Card,,"('Psychic Musician',)",DARK,Normal Monster,Psychic,,6,700,False,False,2000,,Psy Stage Bouncer,https://yugipedia.com/wiki/Psy_Stage_Bouncer,,2022-04-20 16:51:37
Psychic Burial,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Psychic Burial,https://yugipedia.com/wiki/Psychic_Burial,,2022-02-09 02:41:43
Psychic Divergence,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Psychic Divergence,https://yugipedia.com/wiki/Psychic_Divergence,,2022-10-20 07:03:26
Psychic Introduction,Trap Card,Normal Trap Card,"('Psychic Musician',)",,,,"('Effect',)",,,False,False,,,Psychic Introduction,https://yugipedia.com/wiki/Psychic_Introduction,,2022-04-20 14:19:50
Psychic Kappa,Monster Card,,"('Kappa',)",WATER,Normal Monster,Aqua,,2,1000,False,False,400,,Psychic Kappa (Rush Duel),https://yugipedia.com/wiki/Psychic_Kappa_(Rush_Duel),,2022-08-05 23:59:45
Psychic Omega Blast,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Psychic Omega Blast,https://yugipedia.com/wiki/Psychic_Omega_Blast,,2022-10-20 07:03:32
Psychic Raid,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Psychic Raid,https://yugipedia.com/wiki/Psychic_Raid,,2022-11-02 10:09:21
Psychic Trap Hole,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)",,,,"('Effect',)",,,False,False,,,Psychic Trap Hole,https://yugipedia.com/wiki/Psychic_Trap_Hole,,2022-10-20 07:03:13
Psychicounter,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Psychicounter,https://yugipedia.com/wiki/Psychicounter,,2022-09-21 06:26:36
Psypickupper,Monster Card,,"('Psychic Musician',)",DARK,Effect Monster,Psychic,"('Effect',)",6,0,False,False,1800,,Psypickupper,https://yugipedia.com/wiki/Psypickupper,,2023-01-16 01:07:05
Purple-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",LIGHT,Effect Monster,Beast,"('Effect',)",1,200,False,False,400,,Purple-Eyes Star Cat,https://yugipedia.com/wiki/Purple-Eyes_Star_Cat,,2023-01-21 14:01:38
Pyro Magician,Monster Card,,,FIRE,Effect Monster,Spellcaster,,5,800,False,False,1500,,Pyro Magician,https://yugipedia.com/wiki/Pyro_Magician,,2022-05-10 14:55:55
QWERTY Keyblade,Spell Card,Equip Spell Card,"('High Tech Dragon',)",,,,"('Effect',)",,,False,False,,,QWERTY Keyblade,https://yugipedia.com/wiki/QWERTY_Keyblade,,2023-02-04 14:20:40
Quadcopter GA84,Monster Card,,,EARTH,Normal Monster,Machine,,5,1500,False,False,1800,,Quadcopter GA84,https://yugipedia.com/wiki/Quadcopter_GA84,,2022-10-05 20:19:53
Quantum Hole,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Quantum Hole,https://yugipedia.com/wiki/Quantum_Hole,,2021-12-10 14:30:33
RB Draphone,Trap Card,Normal Trap Card,"('High Tech Dragon',)",,,,"('Effect',)",,,False,False,,,RB Draphone,https://yugipedia.com/wiki/RB_Draphone,,2022-12-21 09:40:29
Radrogue Mael,Monster Card,,"('Shaman Bandit',)",WIND,Effect Monster,Psychic,"('Effect',)",2,400,False,False,700,,Radrogue Mael,https://yugipedia.com/wiki/Radrogue_Mael,,2023-02-04 14:24:53
Rage Serpent of the Blaze Fiends,Monster Card,,"('Blaze Fiend',)",FIRE,Effect Monster,Fiend,"('Effect',)",4,1000,False,False,0,,Rage Serpent of the Blaze Fiends,https://yugipedia.com/wiki/Rage_Serpent_of_the_Blaze_Fiends,,2023-01-03 23:09:26
Rage Wrecker Dragon Angerogue,Monster Card,,,DARK,Effect Monster,Dinosaur,"('Effect',)",8,1600,False,False,2500,,Rage Wrecker Dragon Angerogue,https://yugipedia.com/wiki/Rage_Wrecker_Dragon_Angerogue,,2022-11-26 13:43:46
Rage and Conspiracy,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Rage and Conspiracy,https://yugipedia.com/wiki/Rage_and_Conspiracy,,2022-09-21 04:08:56
Rage of the Wild Beasts,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Rage of the Wild Beasts,https://yugipedia.com/wiki/Rage_of_the_Wild_Beasts,,2023-02-15 13:27:39
Raging Maelstrom of Insectile Scales,Trap Card,Normal Trap Card,"('Chameleon',)",,,,,,,False,False,,,Raging Maelstrom of Insectile Scales,https://yugipedia.com/wiki/Raging_Maelstrom_of_Insectile_Scales,,2022-04-10 20:24:56
Raging Rock,Trap Card,Normal Trap Card,"('Band Group',)",,,,,,,False,False,,,Raging Rock,https://yugipedia.com/wiki/Raging_Rock,,2022-11-02 10:29:57
"Raidacross Ash, Hero of Chaos",Monster Card,,"('Holy Swordsman',)",DARK,Fusion Monster,Magical Knight,"('Multi-Choice Effect',)",9,2100,False,False,2800,,"Raidacross Ash, Hero of Chaos","https://yugipedia.com/wiki/Raidacross_Ash,_Hero_of_Chaos",,2023-01-05 22:53:55
"Raidacross, Hero of the Dawn",Monster Card,,"('Holy Swordsman',)",LIGHT,Effect Monster,Warrior,"('Effect',)",7,1500,False,False,2100,,"Raidacross, Hero of the Dawn","https://yugipedia.com/wiki/Raidacross,_Hero_of_the_Dawn",,2022-09-18 19:43:15
"Raidacross, Hero of the Dusk",Monster Card,,,DARK,Effect Monster,Warrior,"('Effect',)",7,1500,False,False,2100,,"Raidacross, Hero of the Dusk","https://yugipedia.com/wiki/Raidacross,_Hero_of_the_Dusk",,2022-08-24 19:33:55
Rainbow Rod,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Rainbow Rod,https://yugipedia.com/wiki/Rainbow_Rod,,2023-01-31 17:31:47
Rainy Megalopolis,Spell Card,Field Spell Card,"('Bubble Actress',)",,,,"('Effect',)",,,False,False,,,Rainy Megalopolis,https://yugipedia.com/wiki/Rainy_Megalopolis,,2022-11-17 12:08:12
Ranga the Skysavior Knight,Monster Card,,"('Skysavior',)",WATER,Effect Monster,Warrior,"('Effect',)",2,400,False,False,400,,Ranga the Skysavior Knight,https://yugipedia.com/wiki/Ranga_the_Skysavior_Knight,,2023-01-21 14:08:16
Rapid Carriearth,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",3,1200,False,False,700,,Rapid Carriearth,https://yugipedia.com/wiki/Rapid_Carriearth,,2022-12-21 09:23:24
Ravenous Insect Matiless,Monster Card,,,EARTH,Effect Monster,Insect,"('Effect',)",6,1400,False,False,1700,,Ravenous Insect Matiless,https://yugipedia.com/wiki/Ravenous_Insect_Matiless,,2022-09-21 06:04:47
Ray Dragon,Monster Card,,,WATER,Normal Monster,Dragon,,4,0,False,False,1500,,Ray Dragon,https://yugipedia.com/wiki/Ray_Dragon,,2023-01-21 13:52:17
Rebel's Scream,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Rebel's Scream,https://yugipedia.com/wiki/Rebel%27s_Scream,,2021-12-11 03:19:25
Rebirth Cycle,Monster Card,,,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",6,0,False,False,1600,,Rebirth Cycle,https://yugipedia.com/wiki/Rebirth_Cycle,,2022-09-20 11:09:28
Recirculation,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Recirculation,https://yugipedia.com/wiki/Recirculation,,2022-06-09 11:09:12
Recovery Dragon,Monster Card,,"('High Tech Dragon',)",LIGHT,Effect Monster,Dragon,,1,0,False,False,0,,Recovery Dragon,https://yugipedia.com/wiki/Recovery_Dragon,,2023-01-22 21:31:02
Recovery Force,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Recovery Force,https://yugipedia.com/wiki/Recovery_Force,,2022-09-18 19:48:28
Recurring Nightmare,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Recurring Nightmare (Rush Duel),https://yugipedia.com/wiki/Recurring_Nightmare_(Rush_Duel),,2022-10-20 06:54:19
The Recyclone,Spell Card,Normal Spell Card,"('The',)",,,,,,,False,False,,,The Recyclone,https://yugipedia.com/wiki/The_Recyclone,,2023-02-06 02:16:44
Red Boost,Spell Card,Normal Spell Card,"('High Tech Dragon',)",,,,,,,False,False,,,Red Boost,https://yugipedia.com/wiki/Red_Boost,,2023-01-26 19:29:58
Red Medicine,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Red Medicine (Rush Duel),https://yugipedia.com/wiki/Red_Medicine_(Rush_Duel),,2022-12-21 09:47:21
