Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Granmarg the Mega Monarch,15545291,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Granmarg_the_Mega_Monarch,2021-10-25 06:43:48,,Effect Monster,,Rock,2800,1000,Old
Granmarg the Mega Monarch,15545291,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Granmarg_the_Mega_Monarch,2021-10-25 06:43:48,,"('Effect Monster',)",,Rock,2800,1000,New
Granmarg the Rock Monarch,60229110,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Granmarg_the_Rock_Monarch,2022-07-28 01:11:43,"('Type',)",Effect Monster,,Rock,2400,1000,Old
Granmarg the Rock Monarch,60229110,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Granmarg_the_Rock_Monarch,2022-07-28 01:11:43,"('Type',)","('Effect Monster',)",,Rock,2400,1000,New
"Grapha, Dragon Lord of Dark World",34230233,"('Trigger Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Grapha,_Dragon_Lord_of_Dark_World",2022-12-01 15:44:18,,Effect Monster,,Fiend,2700,1800,Old
"Grapha, Dragon Lord of Dark World",34230233,"('Trigger Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Grapha,_Dragon_Lord_of_Dark_World",2022-12-01 15:44:18,,"('Effect Monster',)",,Fiend,2700,1800,New
"Grapha, Dragon Overlord of Dark World",39552584,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Grapha,_Dragon_Overlord_of_Dark_World",2022-12-01 15:45:11,,Fusion Monster,,Fiend,3200,2300,Old
"Grapha, Dragon Overlord of Dark World",39552584,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Grapha,_Dragon_Overlord_of_Dark_World",2022-12-01 15:45:11,,"('Effect Monster', 'Fusion Monster')",,Fiend,3200,2300,New
Grapple Blocker,32907538,"('Maintenance cost', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grapple_Blocker,2020-11-26 06:37:51,,Effect Monster,,Psychic,1200,2000,Old
Grapple Blocker,32907538,"('Maintenance cost', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grapple_Blocker,2020-11-26 06:37:51,,"('Effect Monster',)",,Psychic,1200,2000,New
Grappler,02906250,,,,https://yugipedia.com/wiki/Grappler,2023-01-03 19:57:32,,Normal Monster,,Reptile,1300,1200,Old
Grappler,02906250,,,,https://yugipedia.com/wiki/Grappler,2023-01-03 19:57:32,,"('Normal Monster',)",,Reptile,1300,1200,New
Grappler Angler,16632144,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Grappler_Angler,2021-06-23 03:51:50,,Effect Monster,Tuner monster,Warrior,100,100,Old
Grappler Angler,16632144,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Grappler_Angler,2021-06-23 03:51:50,,"('Effect Monster',)",Tuner monster,Warrior,100,100,New
Grass Phantom,41249545,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Grass_Phantom,2022-04-21 16:06:56,,Effect Monster,,Plant,1000,1000,Old
Grass Phantom,41249545,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Grass_Phantom,2022-04-21 16:06:56,,"('Effect Monster',)",,Plant,1000,1000,New
Grasschopper,95166228,"('Condition', 'Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grasschopper,2022-04-21 16:07:11,,Effect Monster,Gemini monster,Insect,2350,1000,Old
Grasschopper,95166228,"('Condition', 'Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grasschopper,2022-04-21 16:07:11,,"('Effect Monster',)",Gemini monster,Insect,2350,1000,New
Grave Ohja,40937767,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grave_Ohja,2022-08-13 11:47:27,,Effect Monster,,Rock,1600,1500,Old
Grave Ohja,40937767,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grave_Ohja,2022-08-13 11:47:27,,"('Effect Monster',)",,Rock,1600,1500,New
Grave Protector,11448373,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Grave_Protector,2020-03-14 21:30:26,"('Name',)",Effect Monster,,Fiend,0,2000,Old
Grave Protector,11448373,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Grave_Protector,2020-03-14 21:30:26,"('Name',)","('Effect Monster',)",,Fiend,0,2000,New
Grave Squirmer,48343627,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Grave_Squirmer,2021-04-27 00:30:28,,Effect Monster,,Fiend,0,0,Old
Grave Squirmer,48343627,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Grave_Squirmer,2021-04-27 00:30:28,,"('Effect Monster',)",,Fiend,0,0,New
Gravekeeper's Ambusher,22134079,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Ambusher,2021-04-16 15:40:47,,Effect Monster,,Spellcaster,1700,0,Old
Gravekeeper's Ambusher,22134079,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Ambusher,2021-04-16 15:40:47,,"('Effect Monster',)",,Spellcaster,1700,0,New
Gravekeeper's Assailant,25262697,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Assailant,2023-01-03 16:41:33,"('Name',)",Effect Monster,,Spellcaster,1500,1500,Old
Gravekeeper's Assailant,25262697,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Assailant,2023-01-03 16:41:33,"('Name',)","('Effect Monster',)",,Spellcaster,1500,1500,New
Gravekeeper's Cannonholder,99877698,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Cannonholder,2023-01-03 16:57:27,,Effect Monster,,Spellcaster,1400,1200,Old
Gravekeeper's Cannonholder,99877698,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Cannonholder,2023-01-03 16:57:27,,"('Effect Monster',)",,Spellcaster,1400,1200,New
Gravekeeper's Chief,62473983,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Chief,2023-01-03 16:42:44,,Effect Monster,,Spellcaster,1900,1200,Old
Gravekeeper's Chief,62473983,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Chief,2023-01-03 16:42:44,,"('Effect Monster',)",,Spellcaster,1900,1200,New
Gravekeeper's Commandant,17393207,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Commandant,2022-04-25 01:46:35,,Effect Monster,,Spellcaster,1600,1500,Old
Gravekeeper's Commandant,17393207,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Commandant,2022-04-25 01:46:35,,"('Effect Monster',)",,Spellcaster,1600,1500,New
Gravekeeper's Curse,50712728,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Curse,2023-01-03 17:10:32,,Effect Monster,,Spellcaster,800,800,Old
Gravekeeper's Curse,50712728,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Curse,2023-01-03 17:10:32,,"('Effect Monster',)",,Spellcaster,800,800,New
Gravekeeper's Descendant,30213599,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Descendant,2023-01-03 19:51:55,,Effect Monster,,Spellcaster,1500,1200,Old
Gravekeeper's Descendant,30213599,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Descendant,2023-01-03 19:51:55,,"('Effect Monster',)",,Spellcaster,1500,1200,New
Gravekeeper's Guard,37101832,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Guard,2023-01-03 17:40:15,,Effect Monster,Flip monster,Spellcaster,1000,1900,Old
Gravekeeper's Guard,37101832,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Guard,2023-01-03 17:40:15,,"('Effect Monster',)",Flip monster,Spellcaster,1000,1900,New
Gravekeeper's Headman,21663205,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Headman,2021-04-10 08:58:31,,Effect Monster,,Spellcaster,500,1500,Old
Gravekeeper's Headman,21663205,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Headman,2021-04-10 08:58:31,,"('Effect Monster',)",,Spellcaster,500,1500,New
Gravekeeper's Heretic,46955770,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Heretic,2020-11-26 06:39:29,,Effect Monster,,Spellcaster,1800,1500,Old
Gravekeeper's Heretic,46955770,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Heretic,2020-11-26 06:39:29,,"('Effect Monster',)",,Spellcaster,1800,1500,New
Gravekeeper's Nobleman,85646474,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Nobleman,2022-04-20 13:37:51,,Effect Monster,,Spellcaster,1000,1000,Old
Gravekeeper's Nobleman,85646474,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Nobleman,2022-04-20 13:37:51,,"('Effect Monster',)",,Spellcaster,1000,1000,New
Gravekeeper's Oracle,25524823,"('Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Oracle,2020-11-26 06:39:45,,Effect Monster,,Spellcaster,2000,1500,Old
Gravekeeper's Oracle,25524823,"('Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Oracle,2020-11-26 06:39:45,,"('Effect Monster',)",,Spellcaster,2000,1500,New
Gravekeeper's Priestess,03381441,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Priestess,2022-04-20 14:31:38,,Effect Monster,,Spellcaster,1000,1500,Old
Gravekeeper's Priestess,03381441,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Priestess,2022-04-20 14:31:38,,"('Effect Monster',)",,Spellcaster,1000,1500,New
Gravekeeper's Recruiter,93023479,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Recruiter,2020-11-26 06:40:01,,Effect Monster,,Spellcaster,1200,1500,Old
Gravekeeper's Recruiter,93023479,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Recruiter,2020-11-26 06:40:01,,"('Effect Monster',)",,Spellcaster,1200,1500,New
Gravekeeper's Shaman,58139128,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Shaman,2022-04-20 13:26:12,,Effect Monster,,Spellcaster,1500,1500,Old
Gravekeeper's Shaman,58139128,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Shaman,2022-04-20 13:26:12,,"('Effect Monster',)",,Spellcaster,1500,1500,New
Gravekeeper's Spear Soldier,63695531,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spear_Soldier,2023-01-03 16:56:50,,Effect Monster,,Spellcaster,1500,1000,Old
Gravekeeper's Spear Soldier,63695531,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spear_Soldier,2023-01-03 16:56:50,,"('Effect Monster',)",,Spellcaster,1500,1000,New
Gravekeeper's Spiritualist,58657303,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spiritualist,2022-09-23 06:08:39,,Effect Monster,,Spellcaster,1500,1500,Old
Gravekeeper's Spiritualist,58657303,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spiritualist,2022-09-23 06:08:39,,"('Effect Monster',)",,Spellcaster,1500,1500,New
Gravekeeper's Spy,24317029,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spy,2021-07-08 13:48:17,"('Type',)",Effect Monster,Flip monster,Spellcaster,1200,2000,Old
Gravekeeper's Spy,24317029,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Spy,2021-07-08 13:48:17,"('Type',)","('Effect Monster',)",Flip monster,Spellcaster,1200,2000,New
Gravekeeper's Supernaturalist,79206925,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Supernaturalist,2020-03-14 21:35:16,,Fusion Monster,,Spellcaster,2000,2000,Old
Gravekeeper's Supernaturalist,79206925,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Supernaturalist,2020-03-14 21:35:16,,"('Effect Monster', 'Fusion Monster')",,Spellcaster,2000,2000,New
Gravekeeper's Vassal,99690140,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Vassal,2023-01-03 17:06:52,,Effect Monster,,Spellcaster,700,500,Old
Gravekeeper's Vassal,99690140,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Vassal,2023-01-03 17:06:52,,"('Effect Monster',)",,Spellcaster,700,500,New
Gravekeeper's Visionary,03825890,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Visionary,2020-03-14 21:35:38,,Effect Monster,,Spellcaster,2000,1800,Old
Gravekeeper's Visionary,03825890,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Visionary,2020-03-14 21:35:38,,"('Effect Monster',)",,Spellcaster,2000,1800,New
Gravekeeper's Watcher,26084285,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Watcher,2023-01-03 17:42:06,,Effect Monster,,Spellcaster,1000,1000,Old
Gravekeeper's Watcher,26084285,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravekeeper%27s_Watcher,2023-01-03 17:42:06,,"('Effect Monster',)",,Spellcaster,1000,1000,New
Graveyard and the Hand of Invitation,27094595,,,,https://yugipedia.com/wiki/Graveyard_and_the_Hand_of_Invitation,2023-01-03 19:13:58,,Normal Monster,,Zombie,700,900,Old
Graveyard and the Hand of Invitation,27094595,,,,https://yugipedia.com/wiki/Graveyard_and_the_Hand_of_Invitation,2023-01-03 19:13:58,,"('Normal Monster',)",,Zombie,700,900,New
Gravi-Crush Dragon,09391354,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravi-Crush_Dragon,2020-11-26 06:41:20,,Effect Monster,,Dragon,2400,1200,Old
Gravi-Crush Dragon,09391354,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gravi-Crush_Dragon,2020-11-26 06:41:20,,"('Effect Monster',)",,Dragon,2400,1200,New
Gravitic Orb,29216198,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravitic_Orb,2020-11-26 06:41:25,,Effect Monster,Flip monster,Fiend,1100,700,Old
Gravitic Orb,29216198,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Gravitic_Orb,2020-11-26 06:41:25,,"('Effect Monster',)",Flip monster,Fiend,1100,700,New
Gravity Behemoth,56931015,"('Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Behemoth,2020-03-14 21:36:38,,Effect Monster,,Beast,2300,2000,Old
Gravity Behemoth,56931015,"('Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Behemoth,2020-03-14 21:36:38,,"('Effect Monster',)",,Beast,2300,2000,New
Gravity Controller,23656668,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Controller,2022-11-07 05:10:28,,Link Monster,,Psychic,1000,,Old
Gravity Controller,23656668,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Controller,2022-11-07 05:10:28,,"('Effect Monster', 'Link Monster')",,Psychic,1000,,New
Gravity Warrior,44035031,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Warrior,2021-04-06 16:37:05,,Synchro Monster,,Warrior,2100,1000,Old
Gravity Warrior,44035031,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gravity_Warrior,2021-04-06 16:37:05,,"('Effect Monster', 'Synchro Monster')",,Warrior,2100,1000,New
Gray Wing,29618570,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gray_Wing,2023-01-03 17:42:25,,Effect Monster,,Dragon,1300,700,Old
Gray Wing,29618570,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Gray_Wing,2023-01-03 17:42:25,,"('Effect Monster',)",,Dragon,1300,700,New
Graydle Alligator,66451379,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Alligator,2020-03-14 21:37:13,,Effect Monster,,Aqua,500,1500,Old
Graydle Alligator,66451379,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Alligator,2020-03-14 21:37:13,,"('Effect Monster',)",,Aqua,500,1500,New
Graydle Cobra,93445074,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Cobra,2020-03-14 21:37:22,,Effect Monster,,Aqua,1000,1000,Old
Graydle Cobra,93445074,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Cobra,2020-03-14 21:37:22,,"('Effect Monster',)",,Aqua,1000,1000,New
Graydle Dragon,52145422,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Dragon,2021-05-23 00:26:30,,Synchro Monster,,Aqua,3000,2000,Old
Graydle Dragon,52145422,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Dragon,2021-05-23 00:26:30,,"('Effect Monster', 'Synchro Monster')",,Aqua,3000,2000,New
Graydle Eagle,29834183,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Eagle,2020-03-14 21:37:46,,Effect Monster,,Aqua,1500,500,Old
Graydle Eagle,29834183,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Eagle,2020-03-14 21:37:46,,"('Effect Monster',)",,Aqua,1500,500,New
Graydle Slime,20056760,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Slime,2020-11-26 06:42:35,,Effect Monster,Tuner monster,Aqua,0,2000,Old
Graydle Slime,20056760,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Graydle_Slime,2020-11-26 06:42:35,,"('Effect Monster',)",Tuner monster,Aqua,0,2000,New
Graydle Slime Jr.,80250319,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Graydle_Slime_Jr.,2020-03-14 21:38:36,,Effect Monster,Tuner monster,Aqua,0,2000,Old
Graydle Slime Jr.,80250319,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Graydle_Slime_Jr.,2020-03-14 21:38:36,,"('Effect Monster',)",Tuner monster,Aqua,0,2000,New
Great Angus,11813953,,Unlimited,,https://yugipedia.com/wiki/Great_Angus,2023-01-03 17:43:24,,Normal Monster,,Beast,1800,600,Old
Great Angus,11813953,,Unlimited,,https://yugipedia.com/wiki/Great_Angus,2023-01-03 17:43:24,,"('Normal Monster',)",,Beast,1800,600,New
Great Bill,55691901,,Unlimited,,https://yugipedia.com/wiki/Great_Bill,2023-01-03 18:33:58,,Normal Monster,,Beast,1250,1300,Old
Great Bill,55691901,,Unlimited,,https://yugipedia.com/wiki/Great_Bill,2023-01-03 18:33:58,,"('Normal Monster',)",,Beast,1250,1300,New
Great Dezard,88989706,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Great_Dezard,2023-01-03 19:08:27,,Effect Monster,,Spellcaster,1900,2300,Old
Great Dezard,88989706,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Great_Dezard,2023-01-03 19:08:27,,"('Effect Monster',)",,Spellcaster,1900,2300,New
Great Long Nose,02356994,"('Summoning condition', 'Trigger Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Great_Long_Nose,2023-01-03 19:03:53,,Effect Monster,Spirit monster,Beast-Warrior,1900,1700,Old
Great Long Nose,02356994,"('Summoning condition', 'Trigger Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Great_Long_Nose,2023-01-03 19:03:53,,"('Effect Monster',)",Spirit monster,Beast-Warrior,1900,1700,New
Great Maju Garzett,47942531,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Maju_Garzett,2021-01-24 23:45:30,"('Name',)",Effect Monster,,Fiend,0,0,Old
Great Maju Garzett,47942531,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Maju_Garzett,2021-01-24 23:45:30,"('Name',)","('Effect Monster',)",,Fiend,0,0,New
Great Mammoth of Goldfine,54622031,,Unlimited,,https://yugipedia.com/wiki/Great_Mammoth_of_Goldfine,2022-05-05 14:29:04,,Fusion Monster,,Zombie,2200,1800,Old
Great Mammoth of Goldfine,54622031,,Unlimited,,https://yugipedia.com/wiki/Great_Mammoth_of_Goldfine,2022-05-05 14:29:04,,"('Fusion Monster',)",,Zombie,2200,1800,New
Great Moth,14141448,"('Summoning condition',)",Unlimited,,https://yugipedia.com/wiki/Great_Moth,2023-01-03 17:26:15,,Effect Monster,,Insect,2600,2500,Old
Great Moth,14141448,"('Summoning condition',)",Unlimited,,https://yugipedia.com/wiki/Great_Moth,2023-01-03 17:26:15,,"('Effect Monster',)",,Insect,2600,2500,New
Great Phantom Thief,10809984,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Phantom_Thief,2023-01-03 16:53:39,,Effect Monster,,Spellcaster,1000,1000,Old
Great Phantom Thief,10809984,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Phantom_Thief,2023-01-03 16:53:39,,"('Effect Monster',)",,Spellcaster,1000,1000,New
Great Poseidon Beetle,75292259,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Poseidon_Beetle,2021-07-02 17:36:39,,Effect Monster,,Insect,2500,2300,Old
Great Poseidon Beetle,75292259,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Great_Poseidon_Beetle,2021-07-02 17:36:39,,"('Effect Monster',)",,Insect,2500,2300,New
Great Shogun Shien,63176202,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Great_Shogun_Shien,2023-01-03 18:49:40,,Effect Monster,,Warrior,2500,2400,Old
