Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Night Assailant,16226786,Monster Card,,,DARK,Effect Monster,"('Flip monster',)",Fiend,"('Flip effect', 'Trigger Effect')",500,200,3,Unlimited,Unlimited,Unlimited,Night Assailant,https://yugipedia.com/wiki/Night_Assailant,,2022-06-27 17:56:01,
Night Beam,89882100,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Night Beam,https://yugipedia.com/wiki/Night_Beam,,2022-03-21 16:22:08,
Nightmare Sonic Blast!,,Skill Card,,"('Signature move',)",,,,,,,,,Illegal,,Legal,Nightmare Sonic Blast!,https://yugipedia.com/wiki/Nightmare_Sonic_Blast!,,2023-02-09 12:06:04,Rex Raptor
Nightmare Wheel,54704216,Trap Card,Continuous Trap Card,,,,,,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Nightmare Wheel,https://yugipedia.com/wiki/Nightmare_Wheel,"('Edited',)",2022-05-24 15:58:05,
No More Mrs. Nice Mai!,,Skill Card,,,,,,,,,,,Illegal,,Legal,No More Mrs. Nice Mai!,https://yugipedia.com/wiki/No_More_Mrs._Nice_Mai!,,2022-12-27 18:41:21,Mai Valentine
Nobleman of Crossout,71044499,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Nobleman of Crossout,https://yugipedia.com/wiki/Nobleman_of_Crossout,,2022-09-16 21:55:39,
Nobleman of Extermination,17449108,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Nobleman of Extermination,https://yugipedia.com/wiki/Nobleman_of_Extermination,,2021-11-07 14:45:47,
Obelisk the Tormentor,,Monster Card,,"('Egyptian God',)",DIVINE,Effect Monster,,Divine-Beast,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",4000,4000,10,Unlimited,Unlimited,Unlimited,Obelisk the Tormentor,https://yugipedia.com/wiki/Obelisk_the_Tormentor,"('Alternate',)",2022-10-29 14:13:43,
Offerings to the Doomed,19230407,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Offerings to the Doomed,https://yugipedia.com/wiki/Offerings_to_the_Doomed,"('Edited',)",2022-12-31 19:10:39,
Ojama Black,79335209,Monster Card,,"('Ojama',)",LIGHT,Normal Monster,,Beast,,1000,0,2,Unlimited,Unlimited,Unlimited,Ojama Black,https://yugipedia.com/wiki/Ojama_Black,,2022-03-19 19:50:24,
Ojama Blue,64627453,Monster Card,,"('Ojama',)",LIGHT,Effect Monster,,Beast,"('Trigger Effect',)",1000,0,2,Unlimited,Unlimited,Unlimited,Ojama Blue,https://yugipedia.com/wiki/Ojama_Blue,,2022-03-21 19:55:50,
Ojama Country,90011152,Spell Card,Field Spell Card,"('Ojama',)",,,,,"('Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Ojama Country,https://yugipedia.com/wiki/Ojama_Country,,2022-03-21 18:47:08,
Ojama Delta Hurricane!!,08251996,Spell Card,Normal Spell Card,"('Ojama',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Ojama Delta Hurricane!!,https://yugipedia.com/wiki/Ojama_Delta_Hurricane!!,,2022-03-21 19:55:49,
Ojama Green,12482652,Monster Card,,"('Ojama',)",LIGHT,Normal Monster,,Beast,,1000,0,2,Unlimited,Unlimited,Unlimited,Ojama Green,https://yugipedia.com/wiki/Ojama_Green,,2022-03-19 19:50:11,
Ojama King,90140980,Monster Card,,"('Ojama',)",LIGHT,Fusion Monster,,Beast,"('Continuous Effect',)",3000,0,6,Unlimited,Unlimited,Unlimited,Ojama King,https://yugipedia.com/wiki/Ojama_King,,2022-03-21 14:29:09,
Ojama Knight,40391316,Monster Card,,"('Ojama',)",LIGHT,Fusion Monster,,Beast,"('Continuous Effect',)",2500,0,5,Unlimited,Unlimited,Unlimited,Ojama Knight,https://yugipedia.com/wiki/Ojama_Knight,,2022-03-21 19:55:32,
Ojama Red,37132349,Monster Card,,"('Ojama',)",LIGHT,Effect Monster,,Beast,"('Trigger Effect',)",1000,0,2,Unlimited,Unlimited,Unlimited,Ojama Red,https://yugipedia.com/wiki/Ojama_Red,,2022-03-21 19:55:53,
Ojama Yellow,42941100,Monster Card,,"('Ojama',)",LIGHT,Normal Monster,,Beast,,1000,0,2,Unlimited,Unlimited,Unlimited,Ojama Yellow,https://yugipedia.com/wiki/Ojama_Yellow,,2022-03-19 19:49:58,
Ojamagic,24643836,Spell Card,Normal Spell Card,"('Ojama',)",,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Ojamagic,https://yugipedia.com/wiki/Ojamagic,,2022-03-21 19:55:48,
Ojamatch,38395123,Spell Card,Quick-Play Spell Card,"('Ojama',)",,,,,"('Cost', 'Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Ojamatch,https://yugipedia.com/wiki/Ojamatch,,2022-03-21 19:55:44,
Old Vindictive Magician,45141844,Monster Card,,"('Magician',)",DARK,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",600,450,2,Unlimited,Unlimited,Unlimited,Old Vindictive Magician,https://yugipedia.com/wiki/Old_Vindictive_Magician,,2022-09-16 21:32:56,
Opticlops,14531242,Monster Card,,,DARK,Normal Monster,,Fiend,,1700,1800,4,Unlimited,Unlimited,Unlimited,Opticlops,https://yugipedia.com/wiki/Opticlops,,2021-11-07 17:34:26,
Order to Charge,78986941,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Order to Charge,https://yugipedia.com/wiki/Order_to_Charge,,2022-05-24 16:01:33,
Order to Smash,39019325,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Order to Smash,https://yugipedia.com/wiki/Order_to_Smash,"('Edited',)",2021-03-07 06:38:56,
Over Destiny,72204747,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Over Destiny,https://yugipedia.com/wiki/Over_Destiny,,2022-07-09 00:51:22,
Overload Fusion,03659803,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Overload Fusion,https://yugipedia.com/wiki/Overload_Fusion,,2022-04-25 02:40:48,
Oxygeddon,58071123,Monster Card,,,WIND,Effect Monster,,Dinosaur,"('Trigger Effect',)",800,1800,4,Unlimited,Unlimited,Unlimited,Oxygeddon,https://yugipedia.com/wiki/Oxygeddon,,2022-10-06 17:37:24,
Pal-O'Mine-zation!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Pal-O'Mine-zation!,https://yugipedia.com/wiki/Pal-O%27Mine-zation!,,2020-05-29 08:36:06,Joey Wheeler
Paladin of White Dragon,73398797,Monster Card,,"('Paladins of Dragons',)",LIGHT,Ritual Monster,,Dragon,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')",1200,1900,4,Unlimited,Unlimited,Unlimited,Paladin of White Dragon,https://yugipedia.com/wiki/Paladin_of_White_Dragon,,2021-07-11 17:53:10,
Parasite Paranoid,14457896,Monster Card,,,EARTH,Effect Monster,,Insect,"('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')",300,500,2,Unlimited,Unlimited,Unlimited,Parasite Paranoid,https://yugipedia.com/wiki/Parasite_Paranoid,,2022-08-14 07:29:53,
Parrot Dragon,62762898,Monster Card,,,WIND,Normal Monster,,Dragon,,1300,2000,5,Unlimited,Unlimited,Unlimited,Parrot Dragon,https://yugipedia.com/wiki/Parrot_Dragon,,2023-01-03 16:59:31,
Patrician of Darkness,19153634,Monster Card,,,DARK,Effect Monster,,Zombie,"('Continuous Effect',)",1400,2000,5,Unlimited,Unlimited,Unlimited,Patrician of Darkness,https://yugipedia.com/wiki/Patrician_of_Darkness,,2023-01-03 17:23:42,
Peak Performance,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Peak Performance,https://yugipedia.com/wiki/Peak_Performance,,2020-12-07 10:53:05,Seto Kaiba
Pendulum Machine,24433920,Monster Card,,,DARK,Normal Monster,,Machine,,2000,1750,6,Unlimited,Unlimited,Unlimited,Pendulum Machine,https://yugipedia.com/wiki/Pendulum_Machine,"('Alternate',)",2023-01-03 16:39:59,
Perfectly Ultimate Great Moth,48579379,Monster Card,,"('Moth',)",EARTH,Effect Monster,,Insect,"('Summoning condition',)",3000,3500,8,Unlimited,Unlimited,Unlimited,Perfectly Ultimate Great Moth,https://yugipedia.com/wiki/Perfectly_Ultimate_Great_Moth,,2023-01-03 17:04:32,
Performance of Sword,04849037,Monster Card,,,EARTH,Ritual Monster,,Warrior,,1850,1950,6,Unlimited,Unlimited,Unlimited,Performance of Sword,https://yugipedia.com/wiki/Performance_of_Sword,"('Edited',)",2023-01-03 19:01:29,
Petit Moth,58192742,Monster Card,,"('Moth',)",EARTH,Normal Monster,,Insect,,200,300,1,Unlimited,Unlimited,Unlimited,Petit Moth,https://yugipedia.com/wiki/Petit_Moth,,2023-01-03 17:03:15,
Phantom Beast Cross-Wing,71181155,Monster Card,,"('Phantom Beast',)",LIGHT,Effect Monster,,Beast-Warrior,"('Unclassified effect',)",1300,1300,4,Unlimited,Unlimited,Unlimited,Phantom Beast Cross-Wing,https://yugipedia.com/wiki/Phantom_Beast_Cross-Wing,,2021-01-31 17:16:02,
Phantom Beast Thunder-Pegasus,34961968,Monster Card,,"('Phantom Beast',)",LIGHT,Effect Monster,,Beast-Warrior,"('Trigger Effect',)",2000,700,4,Unlimited,Unlimited,Unlimited,Phantom Beast Thunder-Pegasus,https://yugipedia.com/wiki/Phantom_Beast_Thunder-Pegasus,,2021-01-31 17:16:13,
Phantom Beast Wild-Horn,07576264,Monster Card,,"('Phantom Beast',)",EARTH,Effect Monster,,Beast-Warrior,"('Continuous Effect',)",0,1700,4,Unlimited,Unlimited,Unlimited,Phantom Beast Wild-Horn,https://yugipedia.com/wiki/Phantom_Beast_Wild-Horn,,2021-03-07 06:41:53,
Pharaoh's Treasure,63571750,Trap Card,Normal Trap Card,,,,,,"('Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Pharaoh's Treasure,https://yugipedia.com/wiki/Pharaoh%27s_Treasure,,2023-01-03 17:08:22,
Pikeru's Circle of Enchantment,74270067,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Pikeru's Circle of Enchantment,https://yugipedia.com/wiki/Pikeru%27s_Circle_of_Enchantment,,2022-10-06 17:06:15,
Pinch Hopper,26185991,Monster Card,,,EARTH,Effect Monster,,Insect,"('Trigger Effect',)",1200,1000,4,Unlimited,Unlimited,Unlimited,Pinch Hopper,https://yugipedia.com/wiki/Pinch_Hopper,,2021-06-05 06:37:41,
Pitch-Black Warwolf,88975532,Monster Card,,,DARK,Effect Monster,,Beast-Warrior,"('Continuous Effect',)",600,1600,4,Unlimited,Unlimited,Unlimited,Pitch-Black Warwolf,https://yugipedia.com/wiki/Pitch-Black_Warwolf,,2021-07-27 23:42:12,
Polymerization,24094653,Spell Card,Normal Spell Card,"('Polymerization (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Polymerization,https://yugipedia.com/wiki/Polymerization,,2023-02-05 10:15:22,
Possessed Dark Soul,52860176,Monster Card,,"('Possessed',)",DARK,Effect Monster,,Fiend,"('Ignition Effect',)",800,1200,3,Unlimited,Unlimited,Unlimited,Possessed Dark Soul,https://yugipedia.com/wiki/Possessed_Dark_Soul,,2023-01-03 17:18:07,
Power Bond,,Skill Card,,,,,,,,,,,Illegal,,Legal,Power Bond (Skill Card),https://yugipedia.com/wiki/Power_Bond_(Skill_Card),,2022-10-08 07:06:15,Syrus Truesdale
Power Up!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Power Up!,https://yugipedia.com/wiki/Power_Up!,,2021-06-21 08:54:58,Yami Yugi
Power of Dark,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Power of Dark,https://yugipedia.com/wiki/Power_of_Dark,,2020-12-07 10:52:09,Yami Yugi
Power of Friendship,,Skill Card,,,,,,,,,,,Illegal,,Legal,Power of Friendship,https://yugipedia.com/wiki/Power_of_Friendship,,2022-12-27 18:48:17,Téa Gardner
Power of Kaishin,77027445,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Power of Kaishin,https://yugipedia.com/wiki/Power_of_Kaishin,,2023-01-03 16:55:01,
Powerful Group of Guys,,Skill Card,,,,,,,,,,,Illegal,,Legal,Powerful Group of Guys,https://yugipedia.com/wiki/Powerful_Group_of_Guys,,2022-09-01 18:22:37,Aster Phoenix
Pre-Preparation of Rites,13048472,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Pre-Preparation of Rites,https://yugipedia.com/wiki/Pre-Preparation_of_Rites,,2023-01-12 11:44:25,
Prescience,,Skill Card,,,,,,,,,,,Illegal,,Legal,Prescience,https://yugipedia.com/wiki/Prescience,,2020-12-17 12:43:01,Ishizu Ishtar
Prideful Roar,66518841,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Prideful Roar,https://yugipedia.com/wiki/Prideful_Roar,,2020-05-25 23:52:37,
"Prometheus, King of the Shadows",82213171,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",800,1200,4,Unlimited,Unlimited,Unlimited,"Prometheus, King of the Shadows","https://yugipedia.com/wiki/Prometheus,_King_of_the_Shadows",,2023-01-03 18:44:00,
Proto-Cyber Dragon,26439287,Monster Card,,"('Cyber', 'Cyber Dragon (archetype)')",LIGHT,Effect Monster,,Machine,"('Continuous Effect',)",600,1100,3,Unlimited,Unlimited,Unlimited,Proto-Cyber Dragon,https://yugipedia.com/wiki/Proto-Cyber_Dragon,,2023-02-14 17:27:32,
Psychic Shockwave,72563071,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Psychic Shockwave,https://yugipedia.com/wiki/Psychic_Shockwave,,2021-01-31 17:34:44,
Puppet Master,41442341,Monster Card,,"('Puppet',)",DARK,Effect Monster,,Fiend,"('Trigger Effect',)",0,0,6,Unlimited,Unlimited,Unlimited,Puppet Master,https://yugipedia.com/wiki/Puppet_Master,"('Edited',)",2021-11-17 17:47:20,
Pyramid of Wonders,66835946,Spell Card,Continuous Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Pyramid of Wonders,https://yugipedia.com/wiki/Pyramid_of_Wonders,,2020-07-06 04:02:48,
Quantum Cat,87772572,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Quantum Cat,https://yugipedia.com/wiki/Quantum_Cat,,2022-07-24 09:47:46,
Queen's Knight,25652259,Monster Card,,"('Three Musketeers of Face Cards',)",LIGHT,Normal Monster,,Warrior,,1600,1500,4,Unlimited,Unlimited,Unlimited,Queen's Knight,https://yugipedia.com/wiki/Queen%27s_Knight,,2022-07-24 17:35:29,
R - Righteous Justice,37318031,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,R - Righteous Justice,https://yugipedia.com/wiki/R_-_Righteous_Justice,,2022-10-06 18:08:35,
Rabid Horseman,94905343,Monster Card,,,EARTH,Fusion Monster,,Beast-Warrior,,1700,2000,6,Unlimited,Unlimited,Unlimited,Rabid Horseman,https://yugipedia.com/wiki/Rabid_Horseman,,2023-01-03 17:05:12,
Raging Flame Sprite,90810762,Monster Card,,,FIRE,Effect Monster,,Pyro,"('Continuous Effect', 'Trigger Effect')",200,100,3,Unlimited,Unlimited,Unlimited,Raging Flame Sprite,https://yugipedia.com/wiki/Raging_Flame_Sprite,,2022-03-21 19:01:29,
Rainbow Crystal Collection,,Skill Card,,"('Crystal',)",,,,,,,,,Illegal,,Legal,Rainbow Crystal Collection,https://yugipedia.com/wiki/Rainbow_Crystal_Collection,,2022-09-01 18:18:27,Jesse Anderson
Rainbow Dark Dragon,79407975,Monster Card,,"('Crystal', 'Dark counterpart', 'Ultimate Crystal')",DARK,Effect Monster,,Dragon,"('Condition', 'Ignition Effect', 'Summoning condition')",0,4000,10,Unlimited,Unlimited,Unlimited,Rainbow Dark Dragon,https://yugipedia.com/wiki/Rainbow_Dark_Dragon,,2022-12-01 14:59:29,
Rainbow Dragon,79856792,Monster Card,,"('Crystal', 'Ultimate Crystal')",LIGHT,Effect Monster,,Dragon,"('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",0,4000,10,Unlimited,Unlimited,Unlimited,Rainbow Dragon,https://yugipedia.com/wiki/Rainbow_Dragon,,2022-12-01 15:20:52,
Rainbow Gravity,63806265,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Rainbow Gravity,https://yugipedia.com/wiki/Rainbow_Gravity,,2022-03-19 20:37:50,
Rainbow Life,34002992,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Rainbow Life,https://yugipedia.com/wiki/Rainbow_Life,,2022-03-21 19:21:45,
Rainbow Overdragon,37440988,Monster Card,,"('Crystal', 'Ultimate Crystal')",LIGHT,Fusion Monster,,Dragon,"('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",0,4000,12,Unlimited,Unlimited,Unlimited,Rainbow Overdragon,https://yugipedia.com/wiki/Rainbow_Overdragon,,2022-12-01 15:22:12,
Raise Body Heat,51267887,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Raise Body Heat,https://yugipedia.com/wiki/Raise_Body_Heat,,2023-01-03 16:56:22,
Rare Metalmorph,12503902,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Rare Metalmorph,https://yugipedia.com/wiki/Rare_Metalmorph,,2021-03-24 00:35:11,
Rare Value,60876124,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Rare Value,https://yugipedia.com/wiki/Rare_Value,,2022-12-01 14:56:57,
"Raviel, Lord of Phantasms",69890967,Monster Card,,"('Phantasm', 'Sacred Beast')",DARK,Effect Monster,,Fiend,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')",4000,4000,10,Unlimited,Unlimited,Not yet released,"Raviel, Lord of Phantasms","https://yugipedia.com/wiki/Raviel,_Lord_of_Phantasms",,2022-09-22 23:23:24,
Ready for Intercepting,31785398,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Ready for Intercepting,https://yugipedia.com/wiki/Ready_for_Intercepting,,2023-01-03 17:09:40,
Red Archery Girl,65570596,Monster Card,,,WATER,Normal Monster,,Aqua,,1500,1400,4,Unlimited,Unlimited,Unlimited,Red Archery Girl,https://yugipedia.com/wiki/Red_Archery_Girl,"('Edited',)",2023-01-03 17:18:25,
Red-Eyes Black Dragon,74677422,Monster Card,,"('-Eyes Dragon', 'Red-Eyes')",DARK,Normal Monster,,Dragon,,2000,2400,7,Unlimited,Unlimited,Unlimited,Red-Eyes Black Dragon,https://yugipedia.com/wiki/Red-Eyes_Black_Dragon,"('Alternate',)",2023-02-13 17:02:39,
Red-Eyes Darkness Dragon,96561011,Monster Card,,"('-Eyes Dragon', 'Darkness (archetype)', 'Red-Eyes')",DARK,Effect Monster,,Dragon,"('Continuous Effect', 'Summoning condition')",2000,2400,9,Unlimited,Unlimited,Not yet released,Red-Eyes Darkness Dragon,https://yugipedia.com/wiki/Red-Eyes_Darkness_Dragon,,2023-02-20 21:59:45,
Red-Eyes Spirit,44397496,Trap Card,Normal Trap Card,"('Red-Eyes',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Red-Eyes Spirit,https://yugipedia.com/wiki/Red-Eyes_Spirit,,2022-01-14 12:51:23,
Regenerating Mummy,70821187,Monster Card,,,DARK,Effect Monster,,Zombie,"('Trigger Effect',)",1500,1800,4,Unlimited,Unlimited,Unlimited,Regenerating Mummy,https://yugipedia.com/wiki/Regenerating_Mummy,,2023-01-26 20:16:43,
Reinforcement of the Army,32807846,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Limited,Limited,Unlimited,Reinforcement of the Army,https://yugipedia.com/wiki/Reinforcement_of_the_Army,"('Alternate',)",2023-02-18 17:58:55,
Reinforcements,17814387,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Reinforcements,https://yugipedia.com/wiki/Reinforcements,,2022-04-12 16:15:29,
Release Restraint,75417459,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Release Restraint,https://yugipedia.com/wiki/Release_Restraint,,2022-04-22 02:36:52,
Relinquished,64631466,Monster Card,,"('Relinquished (archetype)',)",DARK,Ritual Monster,,Spellcaster,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",0,0,1,Unlimited,Unlimited,Unlimited,Relinquished,https://yugipedia.com/wiki/Relinquished,,2022-04-29 13:15:11,
Rescueroid,24311595,Monster Card,,"('roid',)",FIRE,Effect Monster,,Machine,"('Trigger Effect',)",1800,1600,6,Unlimited,Unlimited,Unlimited,Rescueroid,https://yugipedia.com/wiki/Rescueroid,,2023-01-03 19:46:16,
Revival of Dokurorider,31066283,Spell Card,Ritual Spell Card,"('Rider',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Revival of Dokurorider,https://yugipedia.com/wiki/Revival_of_Dokurorider,,2021-03-07 06:50:31,
Riryoku,34016756,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Riryoku,https://yugipedia.com/wiki/Riryoku,,2022-10-06 17:34:01,
Riryoku Field,70344351,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Riryoku Field,https://yugipedia.com/wiki/Riryoku_Field,,2023-01-03 16:51:42,
Rise of the Fallen,,Skill Card,,,,,,,,,,,Illegal,,Legal,Rise of the Fallen,https://yugipedia.com/wiki/Rise_of_the_Fallen,,2022-12-27 18:44:53,Ishizu Ishtar
Rising Energy,78211862,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Rising Energy,https://yugipedia.com/wiki/Rising_Energy,,2022-11-20 04:24:55,
Rite of Spirit,30450531,Trap Card,Normal Trap Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Rite of Spirit,https://yugipedia.com/wiki/Rite_of_Spirit,,2023-01-03 17:07:40,
Ritual Ceremony,,Skill Card,,,,,,,,,,,Illegal,,Legal,Ritual Ceremony,https://yugipedia.com/wiki/Ritual_Ceremony,,2023-02-09 12:07:31,Emma (Duel Links)
Ritual Raven,34334692,Monster Card,,,DARK,Effect Monster,,Fiend,"('Unclassified effect',)",300,300,1,Unlimited,Unlimited,Unlimited,Ritual Raven,https://yugipedia.com/wiki/Ritual_Raven,,2021-01-31 17:44:34,
Ritual Weapon,54351224,Spell Card,Equip Spell Card,"('Gishki',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Ritual Weapon,https://yugipedia.com/wiki/Ritual_Weapon,,2022-03-21 19:43:23,
Ritual of Black Mastery,,Skill Card,,,,,,,,,,,Illegal,,Legal,Ritual of Black Mastery,https://yugipedia.com/wiki/Ritual_of_Black_Mastery,,2021-01-31 21:25:58,Yami Yugi
Robbin' Zombie,83258273,Trap Card,Continuous Trap Card,"('Zombie counterpart',)",,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Robbin' Zombie,https://yugipedia.com/wiki/Robbin%27_Zombie,,2020-03-20 20:12:32,
