Name,Password,Card type,Property,Effect type,Archseries,Artwork,TCG status,OCG status,Page name,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Heraldry Reborn,84220251,Spell Card,Normal Spell Card,"('Effect',)","('Heraldry',)",,Unlimited,Unlimited,Heraldry Reborn,2021-11-22 00:26:22,,,,,,,,,,,
Heraldry Record,37241623,Trap Card,Counter Trap Card,"('Activation condition', 'Effect')","('Heraldry',)",,Unlimited,Unlimited,Heraldry Record,2021-11-22 00:26:29,,,,,,,,,,,
Herculean Power,57441100,Spell Card,Continuous Spell Card,"('Ignition-like Effect',)",,,Unlimited,Unlimited,Herculean Power,2021-11-22 00:26:38,,,,,,,,,,,
Hercules Beetle,52584282,Monster Card,,,,,Unlimited,Unlimited,Hercules Beetle,2022-06-27 17:57:24,"('Type',)",Normal Monster,,EARTH,Insect,5,1500,2000,,,
Heritage of the Chalice,51412776,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Heritage of the Chalice,2022-04-20 11:43:55,,,,,,,,,,,
Heritage of the Light,48784854,Spell Card,Continuous Spell Card,"('Condition', 'Trigger Effect')",,,Unlimited,Unlimited,Heritage of the Light,2023-01-01 19:07:24,,,,,,,,,,,
Hermit of Prophecy,90743290,Monster Card,,"('Continuous Effect',)","('Prophecy',)",,Unlimited,Unlimited,Hermit of Prophecy,2021-11-22 00:26:49,,Effect Monster,,EARTH,Spellcaster,3,1200,700,,,
Hero Barrier,44676200,Trap Card,Normal Trap Card,"('Condition', 'Effect')",,,Unlimited,Unlimited,Hero Barrier,2021-03-07 05:38:21,,,,,,,,,,,
Hero Blast,37412656,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,Hero Blast,2021-11-22 00:26:59,,,,,,,,,,,
Hero Counterattack,19024706,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Hero Counterattack,2022-11-08 12:22:03,,,,,,,,,,,
Hero Flash!!,00191749,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,,Unlimited,Unlimited,Hero Flash!!,2022-07-21 23:39:28,"('Name',)",,,,,,,,,,
Hero Heart,67951831,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Hero Heart,2020-11-03 08:39:42,,,,,,,,,,,
Hero Kid,32679370,Monster Card,,"('Trigger Effect',)",,,Unlimited,Unlimited,Hero Kid,2021-03-07 05:38:31,,Effect Monster,,EARTH,Warrior,2,300,600,,,
Hero Mask,75141056,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Hero Mask,2021-11-22 00:27:19,,,,,,,,,,,
Hero Medal,10489311,Trap Card,Normal Trap Card,"('Trigger Effect',)",,,Unlimited,Unlimited,Hero Medal,2020-03-20 13:27:32,,,,,,,,,,,
Hero Ring,26647858,Trap Card,Normal Trap Card,"('Continuous-like Effect', 'Effect')",,,Unlimited,Unlimited,Hero Ring,2022-11-08 12:21:37,,,,,,,,,,,
Hero Signal,22020907,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Hero Signal,2022-10-06 18:06:07,,,,,,,,,,,
Hero Spirit,81167171,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Hero Spirit,2020-03-20 13:27:57,,,,,,,,,,,
Hero of the East,89987208,Monster Card,,,,,Unlimited,Unlimited,Hero of the East,2023-01-03 17:06:18,,Normal Monster,,EARTH,Warrior,3,1100,1000,,,
Hero's Rule 2,85854214,Trap Card,Counter Trap Card,"('Effect',)","('Rose',)",,Unlimited,Unlimited,Hero's Rule 2,2022-07-07 19:18:19,,,,,,,,,,,
Heroic Advance,21924381,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Advance,2022-08-13 13:33:10,,,,,,,,,,,
Heroic Call,32175429,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Call,2022-11-18 12:17:11,,,,,,,,,,,
Heroic Challenger - Ambush Soldier,92609670,Monster Card,,"('Condition', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Ambush Soldier,2021-11-22 00:28:18,,Effect Monster,,EARTH,Warrior,1,0,0,,,
Heroic Challenger - Assault Halberd,65848811,Monster Card,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Assault Halberd,2021-11-22 00:28:36,,Effect Monster,,EARTH,Warrior,4,1800,200,,,
Heroic Challenger - Clasp Sword,28194325,Monster Card,,"('Condition', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Clasp Sword,2022-12-25 14:53:56,"('Type',)",Effect Monster,,EARTH,Warrior,1,300,100,,,
Heroic Challenger - Double Lance,89774530,Monster Card,,"('Condition', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Double Lance,2022-06-11 14:40:51,,Effect Monster,,EARTH,Warrior,4,1700,900,,,
Heroic Challenger - Extra Sword,34143852,Monster Card,,"('Trigger Effect', 'Unclassified effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Extra Sword,2022-06-11 14:40:50,,Effect Monster,,EARTH,Warrior,4,1000,1000,,,
Heroic Challenger - Knuckle Sword,71549257,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Knuckle Sword,2022-05-19 23:04:58,,Effect Monster,,EARTH,Warrior,1,600,200,,,
Heroic Challenger - Morning Star,18548966,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Morning Star,2022-05-19 23:05:11,,Effect Monster,,EARTH,Warrior,4,1500,1300,,,
Heroic Challenger - Night Watchman,61132951,Monster Card,,"('Trigger Effect',)","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Night Watchman,2022-09-30 18:37:52,,Effect Monster,,EARTH,Warrior,4,1200,300,,,
Heroic Challenger - Spartan,50491121,Monster Card,,"('Trigger Effect',)","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Spartan,2022-06-11 14:40:53,,Effect Monster,,EARTH,Warrior,4,1600,1000,,,
Heroic Challenger - Swordshield,52370835,Monster Card,,"('Quick Effect',)","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Swordshield,2022-06-11 14:40:51,,Effect Monster,,EARTH,Warrior,4,0,2000,,,
Heroic Challenger - Thousand Blades,01833916,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - Thousand Blades,2022-06-21 17:33:25,,Effect Monster,,EARTH,Warrior,4,1300,1100,,,
Heroic Challenger - War Hammer,26885836,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Heroic', 'Heroic Challenger')",,Unlimited,Unlimited,Heroic Challenger - War Hammer,2022-06-11 14:40:51,,Effect Monster,,EARTH,Warrior,6,2100,1300,,,
Heroic Champion - Claivesolish,97453744,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Heroic', 'Heroic Champion')",,Unlimited,Unlimited,Heroic Champion - Claivesolish,2022-08-13 11:53:32,,Xyz Monster,,LIGHT,Warrior,4,2500,2000,,,
Heroic Champion - Excalibur,60645181,Monster Card,,"('Ignition Effect',)","('Heroic', 'Heroic Champion')",,Unlimited,Unlimited,Heroic Champion - Excalibur,2022-06-24 23:23:00,,Xyz Monster,,LIGHT,Warrior,4,2000,2000,,,
Heroic Champion - Gandiva,48009503,Monster Card,,"('Trigger Effect',)","('Heroic', 'Heroic Champion')",,Unlimited,Unlimited,Heroic Champion - Gandiva,2022-06-21 17:30:38,,Xyz Monster,,EARTH,Warrior,4,2100,1800,,,
Heroic Champion - Jarngreipr,23848752,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Heroic', 'Heroic Champion')",,Unlimited,Unlimited,Heroic Champion - Jarngreipr,2022-05-19 23:12:25,,Xyz Monster,,EARTH,Warrior,1,700,1800,,,
Heroic Champion - Kusanagi,74593218,Monster Card,,"('Quick Effect',)","('Heroic', 'Heroic Champion')",,Unlimited,Unlimited,Heroic Champion - Kusanagi,2021-12-16 12:51:31,,Xyz Monster,,EARTH,Warrior,4,2500,2400,,,
Heroic Chance,53466826,Spell Card,Normal Spell Card,"('Condition', 'Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Chance,2022-08-14 05:36:26,,,,,,,,,,,
Heroic Envoy,45337544,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Envoy,2022-05-19 23:17:39,,,,,,,,,,,
Heroic Gift,95920682,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Gift,2022-06-11 14:40:45,,,,,,,,,,,
Heroic Retribution Sword,49551909,Trap Card,Normal Trap Card,"('Continuous-like Effect', 'Effect', 'Trigger Effect')","('Heroic',)",,Unlimited,Unlimited,Heroic Retribution Sword,2022-06-11 14:40:45,,,,,,,,,,,
Hexa Spirit of the Ice Barrier,70703416,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Ice Barrier',)",,Unlimited,Unlimited,Hexa Spirit of the Ice Barrier,2021-03-27 02:14:17,,Effect Monster,Tuner monster,WATER,Sea Serpent,1,400,200,,,
Hexatellarknight,70422863,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Trigger Effect')","('tellarknight',)",,Unlimited,Unlimited,Hexatellarknight,2022-03-22 03:32:09,,,,,,,,,,,
Hexe Trude,46294982,Monster Card,,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Fairy Tale (anime)',)","('Edited',)",Unlimited,Unlimited,Hexe Trude,2022-09-18 09:54:36,,Effect Monster,,DARK,Spellcaster,8,2600,2100,,,
Hexenringe Master Faeri,53416326,Monster Card,,"('Condition', 'Unclassified effect')",,,,Unlimited,Hexenringe Master Faeri,2022-10-15 08:39:23,,Effect Monster,Tuner monster,WIND,Insect,3,800,1500,,,
"Hey, Trunade!",64697431,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,"Hey, Trunade!",2021-05-16 16:13:28,,,,,,,,,,,
Hi-Five the Sky,91677585,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Hi-Five the Sky,2022-08-05 22:36:33,,,,,,,,,,,
Hi-Speed Re-Level,15555120,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,,Unlimited,Unlimited,Hi-Speed Re-Level,2022-04-20 13:55:17,,,,,,,,,,,
Hi-Speedroid Chanbara,42110604,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Chanbara,2022-05-04 01:28:34,,Synchro Monster,,WIND,Machine,5,2000,1000,,,
Hi-Speedroid Clear Wing Rider,86154370,Monster Card,,"('Ignition Effect', 'Quick Effect')","('Clear Wing', 'Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Clear Wing Rider,2022-07-31 05:12:32,,Synchro Monster,,WIND,Machine,11,3500,2000,,,
Hi-Speedroid Cork Shooter,23361526,Monster Card,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Cork Shooter,2022-10-12 05:56:03,,Synchro Monster,Tuner monster,WIND,Machine,3,500,1000,,,
Hi-Speedroid Hagoita,21516908,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Hagoita,2022-04-26 04:15:51,,Synchro Monster,,WIND,Machine,5,2000,1000,,,
Hi-Speedroid Kendama,97007933,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Kendama,2022-04-22 04:18:03,"('Name',)",Synchro Monster,,WIND,Machine,6,2200,1600,,,
Hi-Speedroid Kitedrake,05772618,Monster Card,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Kitedrake,2022-05-04 01:29:49,,Synchro Monster,,WIND,Machine,8,3000,2800,,,
Hi-Speedroid Puzzle,86943389,Monster Card,,"('Trigger Effect',)","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Puzzle,2022-04-27 04:25:40,,Synchro Monster,,WIND,Machine,4,1300,1600,,,
Hi-Speedroid Rubber Band Shooter,72813401,Monster Card,,"('Condition', 'Ignition Effect')","('Speedroid', 'roid')",,Unlimited,Unlimited,Hi-Speedroid Rubber Band Shooter,2022-04-24 04:17:13,,Link Monster,,WIND,Machine,,1000,,,2,"('↙', '↘')"
Hibernation Dragon,69109764,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Hibernation Dragon,2020-03-15 01:32:42,,Effect Monster,,DARK,Dragon,3,600,1500,,,
Hibikime,64501875,Monster Card,,,,,Unlimited,Unlimited,Hibikime,2023-01-03 17:15:10,,Normal Monster,,EARTH,Warrior,4,1450,1000,,,
Hidden Armory,52105192,Spell Card,Normal Spell Card,"('Condition', 'Cost', 'Effect')","('Hole',)",,Unlimited,Unlimited,Hidden Armory,2023-01-09 22:07:21,,,,,,,,,,,
Hidden Fangs of Revenge,47128571,Spell Card,Quick-Play Spell Card,"('Activation condition', 'Condition', 'Effect')",,,Unlimited,Unlimited,Hidden Fangs of Revenge,2021-12-03 11:45:08,,,,,,,,,,,
Hidden Soldiers,02047519,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Hidden Soldiers,2022-07-24 15:34:44,,,,,,,,,,,
Hidden Spellbook,21840375,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Prophecy', 'Spellbook')",,Unlimited,Unlimited,Hidden Spellbook,2023-01-03 17:43:44,"('Name',)",,,,,,,,,,
Hidden Springs of the Far East,94317736,Spell Card,Field Spell Card,"('Condition', 'Ignition-like Effect')",,,Unlimited,Unlimited,Hidden Springs of the Far East,2022-09-17 12:58:41,,,,,,,,,,,
Hidden Temples of Necrovalley,70000776,Spell Card,Continuous Spell Card,"('Activation condition', 'Continuous-like Effect')","('Necrovalley (archetype)',)",,Unlimited,Unlimited,Hidden Temples of Necrovalley,2020-11-15 15:03:59,,,,,,,,,,,
Hidden Village of Ninjitsu Arts,26232916,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Ninjitsu Art',)",,Unlimited,Unlimited,Hidden Village of Ninjitsu Arts,2022-11-01 15:29:44,,,,,,,,,,,
"Hiding ""C""",25137581,Monster Card,,"('Condition', 'Trigger Effect')","('""C""',)",,,Unlimited,"Hiding ""C""",2022-10-15 15:17:42,,Effect Monster,,EARTH,Insect,7,1300,2500,,,
Hieracosphinx,82260502,Monster Card,,"('Continuous Effect',)","('sphinx',)",,Unlimited,Unlimited,Hieracosphinx,2022-08-13 11:54:16,,Effect Monster,,EARTH,Rock,6,2400,1200,,,
Hieratic Dragon King of Atum,27337596,Monster Card,,"('Condition', 'Ignition Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon King of Atum,2022-10-29 04:13:20,,Xyz Monster,,LIGHT,Dragon,6,2400,2100,,,
Hieratic Dragon of Asar,30794966,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Asar,2023-01-03 19:10:39,,Effect Monster,,LIGHT,Dragon,7,2600,700,,,
Hieratic Dragon of Eset,04022819,Monster Card,,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Eset,2022-04-20 11:50:11,,Effect Monster,,LIGHT,Dragon,5,1900,1200,,,
Hieratic Dragon of Gebeb,78033100,Monster Card,,"('Trigger Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Gebeb,2023-01-03 16:54:02,,Effect Monster,,LIGHT,Dragon,4,1800,400,,,
Hieratic Dragon of Nebthet,31516413,Monster Card,,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Nebthet,2022-04-20 14:27:47,,Effect Monster,,LIGHT,Dragon,5,2000,1600,,,
Hieratic Dragon of Nuit,41639001,Monster Card,,"('Quick Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Nuit,2023-01-03 16:51:51,,Effect Monster,,LIGHT,Dragon,4,1700,900,,,
Hieratic Dragon of Su,03300267,Monster Card,,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Su,2022-10-28 01:11:34,,Effect Monster,,LIGHT,Dragon,6,2200,1000,,,
Hieratic Dragon of Sutekh,66789970,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Sutekh,2023-01-03 19:09:25,,Effect Monster,,LIGHT,Dragon,8,2800,2000,,,
Hieratic Dragon of Tefnuit,77901552,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Dragon of Tefnuit,2022-10-25 17:38:12,,Effect Monster,,LIGHT,Dragon,6,2100,1400,,,
Hieratic Seal From the Ashes,53670497,Trap Card,Continuous Trap Card,"('Quick-like Effect', 'Trigger Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal From the Ashes,2023-01-03 16:55:47,,,,,,,,,,,
Hieratic Seal of Banishment,11975962,Trap Card,Normal Trap Card,"('Cost', 'Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of Banishment,2023-01-03 17:00:00,,,,,,,,,,,
Hieratic Seal of Convocation,25377819,Spell Card,Normal Spell Card,"('Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of Convocation,2022-10-26 22:50:40,,,,,,,,,,,
Hieratic Seal of Creation,39680372,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of Creation,2021-04-16 12:53:00,,,,,,,,,,,
Hieratic Seal of Reflection,47360060,Trap Card,Counter Trap Card,"('Activation condition', 'Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of Reflection,2023-01-03 17:04:37,,,,,,,,,,,
Hieratic Seal of Supremacy,51365514,Spell Card,Normal Spell Card,"('Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of Supremacy,2021-04-16 15:55:47,,,,,,,,,,,
Hieratic Seal of the Dragon King,64514622,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of the Dragon King,2023-01-03 16:58:52,,Effect Monster,Gemini monster,LIGHT,Dragon,6,0,0,,,
Hieratic Seal of the Heavenly Spheres,24361622,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of the Heavenly Spheres,2022-11-16 22:29:14,,Link Monster,,LIGHT,Dragon,,0,,,2,"('↙', '↘')"
Hieratic Seal of the Sun Dragon Overlord,13140300,Monster Card,,,"('Hieratic',)",,Unlimited,Unlimited,Hieratic Seal of the Sun Dragon Overlord,2022-10-24 15:58:08,,Normal Monster,,LIGHT,Dragon,8,0,0,,,
Hieratic Sky Dragon Overlord of Heliopolis,03292267,Monster Card,,"('Quick Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Sky Dragon Overlord of Heliopolis,2021-09-15 16:45:34,,Xyz Monster,,LIGHT,Dragon,8,3000,2400,,,
Hieratic Sun Dragon Overlord of Heliopolis,64332231,Monster Card,,"('Ignition Effect',)","('Hieratic',)",,Unlimited,Unlimited,Hieratic Sun Dragon Overlord of Heliopolis,2022-10-28 17:23:19,,Xyz Monster,,LIGHT,Dragon,8,3000,2400,,,
Hieroglyph Lithograph,10248192,Spell Card,Normal Spell Card,"('Cost', 'Lingering effect')",,,Unlimited,Unlimited,Hieroglyph Lithograph,2022-04-21 16:35:22,"('Type',)",,,,,,,,,,
Hierophant of Prophecy,92918648,Monster Card,,"('Ignition Effect',)","('Prophecy',)",,Unlimited,Unlimited,Hierophant of Prophecy,2021-02-03 17:49:57,,Xyz Monster,,DARK,Spellcaster,7,2800,2600,,,
High Priestess of Prophecy,86585274,Monster Card,,"('Ignition Effect',)","('Prophecy',)","('Edited',)",Unlimited,Unlimited,High Priestess of Prophecy,2022-11-20 11:08:50,,Effect Monster,,LIGHT,Spellcaster,7,2500,2100,,,
High Rate Draw,70569684,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Quick-like Effect')",,,Unlimited,Unlimited,High Rate Draw,2020-10-06 16:59:09,,,,,,,,,,,
High Ritual Art,36350300,Spell Card,Ritual Spell Card,"('Condition', 'Effect')",,,Unlimited,Unlimited,High Ritual Art,2022-09-15 23:08:03,,,,,,,,,,,
High Tide Gyojin,54579801,Monster Card,,,,,Unlimited,Unlimited,High Tide Gyojin,2021-11-07 20:06:30,"('Type',)",Normal Monster,,WATER,Aqua,4,1650,1300,,,
High Tide on Fire Island,32542011,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,High Tide on Fire Island,2021-11-22 00:33:51,,,,,,,,,,,
Hiita the Fire Charmer,00759393,Monster Card,,"('Flip effect',)","('Charmer',)",,Unlimited,Unlimited,Hiita the Fire Charmer,2022-05-26 12:25:11,"('Name', 'Type')",Effect Monster,Flip monster,FIRE,Spellcaster,3,500,1500,,,
"Hiita the Fire Charmer, Ablaze",48815792,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Charmer', 'Familiar-Possessed', 'Possessed')",,Unlimited,Unlimited,"Hiita the Fire Charmer, Ablaze",2022-07-24 07:56:57,"('Name',)",Link Monster,,FIRE,Spellcaster,,1850,,,2,"('↙', '↘')"
Hinezumi Hanabi,71459017,Monster Card,,"('Condition', 'Trigger Effect')",,,Unlimited,Unlimited,Hinezumi Hanabi,2021-10-07 08:12:16,,Effect Monster,,FIRE,Beast,4,2000,200,,,
Hino-Kagu-Tsuchi,75745607,Monster Card,,"('Summoning condition', 'Trigger Effect')",,"('Edited',)",Unlimited,Unlimited,Hino-Kagu-Tsuchi,2022-12-27 15:02:52,,Effect Monster,Spirit monster,FIRE,Pyro,8,2800,2900,,,
Hinotama,46130346,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Hinotama,2022-04-21 16:35:39,"('Type',)",,,,,,,,,,
Hinotama Soul,96851799,Monster Card,,,,,Unlimited,Unlimited,Hinotama Soul,2022-04-12 19:43:25,,Normal Monster,,FIRE,Pyro,2,600,500,,,
Hip Hoshiningen,07778726,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Attribute Booster',)",,Unlimited,Unlimited,Hip Hoshiningen,2021-09-09 01:34:33,,Link Monster,,LIGHT,Fairy,,1400,,,2,"('↙', '↘')"
Hippo Carnival,18027138,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect')",,,Unlimited,Unlimited,Hippo Carnival,2022-08-13 13:33:44,,,,,,,,,,,
Hippo Token,,Monster Card,,,,"('Alternate',)",Legal,Legal,Hippo Token,2022-10-29 14:59:26,"('Type',)",Normal Monster,,EARTH,Beast,1,0,0,,,
Hiro's Shadow Scout,81863068,Monster Card,,"('Flip effect',)",,,Unlimited,Unlimited,Hiro's Shadow Scout,2022-12-30 15:48:56,,Effect Monster,Flip monster,DARK,Fiend,2,650,500,,,
