Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows,Effect type,Archseries,Artwork,Errata,TCG status,OCG status,Modification date
Abyss Actor - Mellow Madonna,78310590,Monster Card,,Effect Monster,,DARK,Fiend,7,1800,2500,0,,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Trigger Effect')","('Abyss Actor',)","('Edited',)",,Unlimited,Unlimited,Wed Apr 20 02:49:15 2022
Abyss Actor - Sassy Rookie,51028231,Monster Card,,Effect Monster,,DARK,Fiend,4,1700,1000,2,,,"('Continuous Effect', 'Continuous-like Effect', 'Trigger Effect')","('Abyss Actor',)",,,Unlimited,Unlimited,Thu Mar 12 23:12:06 2020
Abyss Actor - Superstar,25629622,Monster Card,,Effect Monster,,DARK,Fiend,7,2500,1800,3,,,"('Continuous Effect', 'Ignition Effect', 'Ignition-like Effect')","('Abyss Actor',)",,,Unlimited,Unlimited,Fri Apr  1 12:50:35 2022
Abyss Actor - Trendy Understudy,39024589,Monster Card,,Effect Monster,,DARK,Fiend,2,700,700,8,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Abyss Actor',)",,,Unlimited,Unlimited,Fri Apr  1 12:51:54 2022
Abyss Actor - Twinkle Little Star,07279373,Monster Card,,Effect Monster,,DARK,Fiend,4,1000,1000,9,,,"('Condition', 'Continuous Effect', 'Continuous-like Effect', 'Ignition-like Effect')","('Abyss Actor',)",,,Unlimited,Unlimited,Wed Apr 20 02:36:21 2022
Abyss Actor - Wild Hope,51391183,Monster Card,,Effect Monster,,DARK,Fiend,4,1600,1200,2,,,"('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Abyss Actor', 'Utopic')",,,Unlimited,Unlimited,Fri Apr  1 12:56:34 2022
Accel Synchron,37675907,Monster Card,,Synchro Monster,Tuner monster,DARK,Machine,5,500,2100,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Synchron',)",,,Unlimited,Unlimited,Thu Jul 21 16:34:07 2022
Accesscode Talker,86066372,Monster Card,,Link Monster,,DARK,Cyberse,,2300,,,4,"('↓', '←', '→', '↑')","('Condition', 'Ignition Effect', 'Trigger Effect')","('Code Talker (archetype)',)",,,Unlimited,Unlimited,Sat Aug 20 03:02:04 2022
Acrobatic Magician,33656832,Monster Card,,Effect Monster,,DARK,Spellcaster,5,800,2300,2,,,"('Condition', 'Trigger Effect')","('Magician',)",,,Unlimited,Unlimited,Sun Nov  7 04:32:35 2021
Ad Libitum of Despia,81555617,Monster Card,,Effect Monster,,DARK,Fairy,8,1500,2000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Despia',)",,,Unlimited,Unlimited,Fri Sep  2 01:01:17 2022
"Adreus, Keeper of Armageddon",94119480,Monster Card,,Xyz Monster,,DARK,Fiend,5,2600,1700,,,,"('Ignition Effect',)","('Keeper',)",,,Unlimited,Unlimited,Sat Nov  6 16:01:56 2021
"Aether, the Evil Empowering Dragon",28865322,Monster Card,,Effect Monster,,DARK,Dragon,6,2300,1600,4,,,"('Ignition-like Effect', 'Trigger Effect')","('Aether', 'Empower')",,,Unlimited,Unlimited,Thu Mar 12 23:41:38 2020
"Ahrima, the Wicked Warden",86377375,Monster Card,,Effect Monster,,DARK,Fiend,4,1700,0,,,,"('Condition', 'Ignition Effect')","('Field Searcher',)",,,Unlimited,Unlimited,Mon Nov  1 01:08:41 2021
Akakieisu,38035986,Monster Card,,Normal Monster,,DARK,Spellcaster,3,1000,800,,,,,,,,,Unlimited,Sat Nov  6 16:04:05 2021
Akashic Magician,28776350,Monster Card,,Link Monster,,DARK,Spellcaster,,1700,,,2,"('↓', '↑')","('Condition', 'Ignition Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Wed Apr 20 02:34:11 2022
Alba-Lenatus the Abyss Dragon,03410461,Monster Card,,Fusion Monster,,DARK,Dragon,8,2500,2500,,,,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Albaz Dragon',)",,,Unlimited,Unlimited,Thu May 19 23:10:25 2022
Albaz the Ashen,37683547,Monster Card,,Effect Monster,,DARK,Dragon,4,1800,0,,,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Sat Aug 13 10:49:03 2022
Albion the Branded Dragon,87746184,Monster Card,,Fusion Monster,,DARK,Dragon,8,2500,2000,,,,"('Condition', 'Trigger Effect')","('Albaz Dragon', 'Branded')",,,Unlimited,Unlimited,Thu Sep  1 22:45:10 2022
Albion the Shrouded Dragon,25451383,Monster Card,,Effect Monster,,DARK,Dragon,8,2500,2000,,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Thu Sep  1 23:38:11 2022
Alchemic Magician,65301952,Monster Card,,Xyz Monster,,DARK,Spellcaster,4,1500,1500,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Wed Apr 20 11:45:58 2022
"Aleirtt, the Ogdoadic Dark",98787535,Monster Card,,Effect Monster,,DARK,Reptile,8,2000,800,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Ogdoadic',)",,,Unlimited,Unlimited,Wed Dec 15 01:40:08 2021
Aleister the Invoker,86120751,Monster Card,,Effect Monster,,DARK,Spellcaster,4,1000,1800,,,,"('Quick Effect', 'Trigger Effect')",,"('Alternate',)",,Unlimited,Unlimited,Tue May 18 18:32:19 2021
Aleister the Invoker of Madness,97973962,Monster Card,,Link Monster,,DARK,Spellcaster,,1800,,,2,"('↙', '↘')","('Trigger Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Thu Dec  3 14:43:52 2020
"Alice, Lady of Lament",14504454,Monster Card,,Effect Monster,,DARK,Fiend,3,0,2000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Lady of Lament',)",,,Unlimited,Unlimited,Wed Apr 20 03:11:11 2022
"Alich, Malebranche of the Burning Abyss",47728740,Monster Card,,Effect Monster,,DARK,Fiend,3,1200,0,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Burning Abyss',)",,,Unlimited,Unlimited,Sat Jul  9 04:14:11 2022
Alien Mother,24104865,Monster Card,,Effect Monster,,DARK,Reptile,6,2300,1500,,,,"('Continuous Effect', 'Trigger Effect')","('Alien',)",,,Unlimited,Unlimited,Sun Jul 24 06:10:10 2022
Alien Overlord,63253763,Monster Card,,Effect Monster,,DARK,Reptile,6,2200,1600,,,,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Alien',)",,,Unlimited,Unlimited,Sat Nov  6 16:08:55 2021
Alien Psychic,58012107,Monster Card,,Effect Monster,,DARK,Reptile,1,200,100,,,,"('Continuous Effect', 'Trigger Effect')","('Alien',)",,"('Name',)",Unlimited,Unlimited,Sun Aug 14 07:44:54 2022
Allure Queen LV3,87257460,Monster Card,,Effect Monster,,DARK,Spellcaster,3,500,500,,,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Allure Queen', 'LV')",,,Unlimited,Unlimited,Wed Apr 20 02:33:32 2022
Allure Queen LV5,23756165,Monster Card,,Effect Monster,,DARK,Spellcaster,5,1000,1000,,,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Allure Queen', 'LV')",,,Unlimited,Unlimited,Wed Apr 20 03:08:12 2022
Allure Queen LV7,50140163,Monster Card,,Effect Monster,,DARK,Spellcaster,7,1500,1500,,,,"('Continuous Effect', 'Ignition Effect')","('Allure Queen', 'LV')",,,Unlimited,Unlimited,Wed Apr 20 02:36:43 2022
Allvain the Essence of Vanity,03544583,Monster Card,,Fusion Monster,Tuner monster,DARK,Fairy,2,0,2100,,,,,,,,Unlimited,Unlimited,Thu Sep  1 23:57:56 2022
Ally Mind,40155554,Monster Card,,Normal Monster,Tuner monster,DARK,Machine,5,1800,1400,,,,,,,"('Type',)",Unlimited,Unlimited,Fri Mar 11 20:25:45 2022
Ally Salvo,59482302,Monster Card,,Effect Monster,,DARK,Machine,2,400,300,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sat Nov  6 16:19:37 2021
Ally of Justice Catastor,26593852,Monster Card,,Synchro Monster,,DARK,Machine,5,2200,1200,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Mar 26 12:51:04 2022
Ally of Justice Clausolas,89386122,Monster Card,,Normal Monster,,DARK,Machine,6,2300,1200,,,,,"('Ally of Justice',)",,"('Type',)",Unlimited,Unlimited,Fri Mar 11 20:26:09 2022
Ally of Justice Core Destroyer,36629203,Monster Card,,Effect Monster,,DARK,Machine,3,1200,200,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Aug 27 15:02:06 2022
Ally of Justice Cosmic Gateway,08822710,Monster Card,,Effect Monster,,DARK,Machine,8,2400,1200,,,,"('Unclassified effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:17:43 2022
Ally of Justice Cycle Reader,08233522,Monster Card,,Effect Monster,Tuner monster,DARK,Machine,3,1000,1000,,,,"('Quick Effect',)","('Ally of Justice',)",,"('Type',)",Unlimited,Unlimited,Fri Mar 11 20:10:29 2022
Ally of Justice Cyclone Creator,45586855,Monster Card,,Effect Monster,Tuner monster,DARK,Machine,3,1400,1200,,,,"('Ignition Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Nov  6 16:13:21 2021
Ally of Justice Decisive Armor,09888196,Monster Card,,Synchro Monster,,DARK,Machine,10,3300,3300,,,,"('Ignition Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 14:28:34 2022
Ally of Justice Enemy Catcher,45033006,Monster Card,,Effect Monster,,DARK,Machine,6,1800,1800,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:19:50 2022
Ally of Justice Field Marshal,69461394,Monster Card,,Synchro Monster,,DARK,Machine,9,2900,2600,,,,"('Summoning condition', 'Trigger Effect')","('Ally of Justice',)",,,Unlimited,Unlimited,Tue Jun 14 13:43:29 2022
Ally of Justice Garadholg,25771826,Monster Card,,Effect Monster,,DARK,Machine,4,1600,400,,,,"('Continuous Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:23:12 2022
Ally of Justice Light Gazer,19204398,Monster Card,,Synchro Monster,,DARK,Machine,8,2400,1600,,,,"('Continuous Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Nov  6 16:14:58 2021
Ally of Justice Nullfier,76650663,Monster Card,,Effect Monster,,DARK,Machine,4,1600,1200,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:22:07 2022
Ally of Justice Omni-Weapon,45450218,Monster Card,,Effect Monster,,DARK,Machine,5,2200,800,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:12:44 2022
Ally of Justice Quarantine,72845813,Monster Card,,Effect Monster,,DARK,Machine,4,1700,1200,,,,"('Continuous Effect',)","('Ally of Justice', 'D.D.')",,,Unlimited,Unlimited,Fri Mar 11 20:10:43 2022
Ally of Justice Reverse Break,55982698,Monster Card,,Effect Monster,,DARK,Machine,4,1200,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:17:07 2022
Ally of Justice Rudra,52265835,Monster Card,,Effect Monster,,DARK,Machine,5,1900,1200,,,,"('Continuous Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:22:48 2022
Ally of Justice Searcher,03648368,Monster Card,,Effect Monster,,DARK,Machine,3,1400,100,,,,"('Ignition Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat May 14 05:58:15 2022
Ally of Justice Thousand Arms,85876417,Monster Card,,Effect Monster,,DARK,Machine,4,1700,0,,,,"('Continuous Effect', 'Trigger Effect')","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Nov  6 16:18:01 2021
Ally of Justice Thunder Armor,71438011,Monster Card,,Effect Monster,,DARK,Machine,8,2700,2200,,,,"('Continuous Effect', 'Summoning condition')","('Ally of Justice',)",,,Unlimited,Unlimited,Fri Mar 11 20:18:35 2022
Ally of Justice Unknown Crusher,22371016,Monster Card,,Effect Monster,,DARK,Machine,3,1200,800,,,,"('Trigger Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Sat Nov  6 16:19:00 2021
Ally of Justice Unlimiter,82377606,Monster Card,,Effect Monster,,DARK,Machine,2,600,200,,,,"('Ignition Effect',)","('Ally of Justice',)",,,Unlimited,Unlimited,Mon Apr 18 02:49:54 2022
Aloof Lupine,92998610,Monster Card,,Effect Monster,,DARK,Beast,4,1700,300,,,,"('Condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Tue Oct 19 11:16:32 2021
Altergeist Dragvirion,21187631,Monster Card,,Synchro Monster,,DARK,Spellcaster,6,2200,1200,,,,"('Condition', 'Trigger Effect')","('Altergeist',)",,,Unlimited,Unlimited,Wed Apr 20 03:03:07 2022
Altergeist Fifinellag,12977245,Monster Card,,Effect Monster,Tuner monster,DARK,Spellcaster,2,0,1000,,,,"('Continuous Effect',)","('Altergeist',)",,,Unlimited,Unlimited,Sat Aug 13 10:50:24 2022
Altergeist Kidolga,76685519,Monster Card,,Link Monster,,DARK,Spellcaster,,1000,,,2,"('↓', '←')","('Trigger Effect',)","('Altergeist',)",,,Unlimited,Unlimited,Sun Jul 24 07:45:44 2022
Altergeist Memorygant,23790299,Monster Card,,Link Monster,,DARK,Spellcaster,,2800,,,4,"('↙', '↘', '←', '→')","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Altergeist',)",,,Unlimited,Unlimited,Wed Apr 20 02:46:39 2022
Altergeist Multifaker,42790071,Monster Card,,Effect Monster,,DARK,Spellcaster,3,1200,800,,,,"('Condition', 'Trigger Effect')","('Altergeist',)",,,Unlimited,Unlimited,Wed Apr 20 02:49:07 2022
Altergeist Pookuery,59185998,Monster Card,,Effect Monster,,DARK,Spellcaster,1,300,100,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Altergeist',)",,,Unlimited,Unlimited,Wed Apr 20 02:46:07 2022
Altergeist Primebanshee,93503294,Monster Card,,Link Monster,,DARK,Spellcaster,,2100,,,3,"('↓', '↘', '→')","('Condition', 'Quick Effect', 'Trigger Effect')","('Altergeist',)",,,Unlimited,Unlimited,Wed Apr 20 02:46:18 2022
Aluber the Jester of Despia,62962630,Monster Card,,Effect Monster,,DARK,Fairy,4,1800,0,,,,"('Condition', 'Trigger Effect')","('Despia',)",,,Unlimited,Unlimited,Thu Sep  1 23:36:42 2022
Alviss of the Nordic Alfar,27024795,Monster Card,,Effect Monster,,DARK,Spellcaster,4,1500,1000,,,,"('Condition', 'Trigger Effect')","('Nordic', 'Nordic Alfar')",,,Unlimited,Unlimited,Mon Sep 13 04:18:39 2021
Amazement Administrator Arlekino,94821366,Monster Card,,Effect Monster,,DARK,Psychic,7,2600,2200,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Amazement',)",,,Unlimited,Unlimited,Fri Jun  4 09:12:09 2021
Ambitious Gofer,41224658,Monster Card,,Effect Monster,,DARK,Fiend,6,2400,100,,,,"('Ignition Effect',)",,,,Unlimited,Unlimited,Sat Nov  6 16:20:21 2021
Amulet Dragon,75380687,Monster Card,,Fusion Monster,,DARK,Dragon,8,2900,2500,,,,"('Summoning condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Sat Jul  9 00:42:55 2022
"Amunessia, the Ogdoadic Queen",61160289,Monster Card,,Effect Monster,,DARK,Reptile,8,2700,2100,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Ogdoadic',)",,,Unlimited,Unlimited,Wed Apr 20 02:35:09 2022
Ancient Brain,42431843,Monster Card,,Normal Monster,,DARK,Fiend,3,1000,700,,,,,,,"('Name', 'Type')",Unlimited,Unlimited,Sat Nov  6 15:34:52 2021
Ancient Pixie Dragon,04179255,Monster Card,,Synchro Monster,,DARK,Dragon,7,2100,3000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Duel Dragon',)",,,Unlimited,Unlimited,Wed Apr 20 02:34:30 2022
Ancient Sorcerer,36821538,Monster Card,,Normal Monster,,DARK,Spellcaster,4,1000,1300,,,,,"('Prophecy',)",,,,Unlimited,Sat Nov  6 15:38:18 2021
Ancient Tool,49587396,Monster Card,,Normal Monster,,DARK,Machine,5,1700,1400,,,,,,,,Unlimited,Unlimited,Sat Nov  6 15:38:40 2021
Ancient Warriors - Rebellious Lu Feng,82791472,Monster Card,,Effect Monster,,DARK,Beast-Warrior,8,2800,2200,,,,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Ancient Warriors',)",,,Unlimited,Unlimited,Mon Jan  3 03:40:58 2022
Ancient Warriors - Savage Don Ying,79582540,Monster Card,,Effect Monster,,DARK,Beast-Warrior,6,2200,1800,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Ancient Warriors',)",,,Unlimited,Unlimited,Thu May 19 23:07:24 2022
Anesthrokket Dragon,53266486,Monster Card,,Effect Monster,,DARK,Dragon,1,0,2200,,,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Rokket',)",,,Unlimited,Unlimited,Sun Aug 14 07:32:40 2022
Angmarl the Fiendish Monarch,65612386,Monster Card,,Effect Monster,,DARK,Fiend,6,2400,1000,,,,"('Trigger Effect',)","('Monarch',)",,,Unlimited,Unlimited,Sun Nov 15 05:45:28 2020
Ankuriboh,00595626,Monster Card,,Effect Monster,,DARK,Fiend,1,300,200,,,,"('Condition', 'Trigger Effect')","('Kuriboh (archetype)',)",,,,Unlimited,Sun Jul 24 08:01:21 2022
Annihilator Archfiend,29603180,Monster Card,,Effect Monster,,DARK,Fiend,9,2000,3000,,,,"('Condition', 'Ignition Effect')","('Archfiend',)",,,Unlimited,Unlimited,Thu Jan 21 11:05:36 2021
Ape Fighter,41098335,Monster Card,,Effect Monster,,DARK,Beast,4,1900,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Ape',)",,,Unlimited,Unlimited,Wed Dec 16 19:03:31 2020
Ape Magician,31975743,Monster Card,,Effect Monster,,DARK,Beast,3,800,1200,,,,"('Condition', 'Ignition Effect', 'Summoning condition')","('Ape',)",,,Unlimited,Unlimited,Sun Nov  7 04:00:23 2021
Appliancer Celtopus,78225596,Monster Card,,Link Monster,,DARK,Machine,,0,,,2,"('↓', '↙')","('Continuous Effect', 'Trigger Effect')","('Appliancer',)",,,Unlimited,Unlimited,Sat Aug 13 11:01:07 2022
Appliancer Copybokkle,41830887,Monster Card,,Effect Monster,,DARK,Machine,1,0,0,,,,"('Condition', 'Ignition Effect')","('Appliancer',)",,,Unlimited,Unlimited,Tue Oct  6 16:27:45 2020
Appliancer Socketroll,78447174,Monster Card,,Effect Monster,,DARK,Machine,1,100,100,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Appliancer',)",,,Unlimited,Unlimited,Tue Oct  6 16:27:46 2020
Appliancer Vacculephant,30118200,Monster Card,,Link Monster,,DARK,Machine,,1000,,,1,"('↗',)","('Condition', 'Continuous Effect', 'Ignition Effect')","('Appliancer',)",,,Unlimited,Unlimited,Wed Jul 13 13:29:18 2022
Apprentice Illusion Magician,30603688,Monster Card,,Effect Monster,,DARK,Spellcaster,6,2000,1700,,,,"('Quick Effect', 'Trigger Effect', 'Unclassified effect')","('Prophecy',)",,"('Name',)",Unlimited,Unlimited,Thu Jul 21 23:40:20 2022
Apprentice Magician,09156135,Monster Card,,Effect Monster,,DARK,Spellcaster,2,400,800,,,,"('Trigger Effect',)","('Magician',)",,,Unlimited,Unlimited,Mon Mar 21 15:40:17 2022
Apprentice Piper,64977888,Monster Card,,Effect Monster,Flip monster,DARK,Spellcaster,2,100,1500,,,,"('Flip effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sat Mar 26 15:10:53 2022
Aratama,16889337,Monster Card,,Effect Monster,Spirit monster,DARK,Fiend,4,800,1800,,,,"('Summoning condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Sun Dec 20 18:37:18 2020
Arc Rebellion Xyz Dragon,64276752,Monster Card,,Xyz Monster,,DARK,Dragon,5,3000,2500,,,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Rebellion (archetype)', 'Xyz (archetype)', 'Xyz Dragon')",,,Unlimited,Unlimited,Tue Aug  2 04:17:21 2022
Archfiend Black Skull Dragon,45349196,Monster Card,,Fusion Monster,,DARK,Dragon,9,3200,2500,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Archfiend',)",,,Unlimited,Unlimited,Fri Mar 13 12:50:15 2020
Archfiend Cavalry,92039899,Monster Card,,Effect Monster,,DARK,Fiend,4,1900,0,,,,"('Trigger Effect',)","('Archfiend',)",,,Unlimited,Unlimited,Sat Mar 14 11:39:54 2020
Archfiend Commander,68371799,Monster Card,,Effect Monster,,DARK,Fiend,6,2500,1200,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Archfiend',)",,,Unlimited,Unlimited,Sun Nov 15 05:55:43 2020
"Archfiend Emperor, the First Lord of Horror",28423537,Monster Card,,Effect Monster,,DARK,Fiend,8,3000,2000,,,,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Archfiend',)",,,Unlimited,Unlimited,Sat Mar 14 11:41:04 2020
Archfiend Empress,31766317,Monster Card,,Effect Monster,,DARK,Fiend,8,2900,2100,,,,"('Continuous Effect', 'Trigger Effect')","('Archfiend',)",,,Unlimited,Unlimited,Fri Jul 22 00:21:50 2022
Archfiend General,48675364,Monster Card,,Effect Monster,,DARK,Fiend,4,2100,800,,,,"('Continuous Effect', 'Ignition Effect')","('Archfiend', 'Field Searcher')",,,Unlimited,Unlimited,Fri Mar 13 12:51:18 2020
Archfiend Giant,84341431,Monster Card,,Effect Monster,,DARK,Fiend,6,2400,1600,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Archfiend',)",,,Unlimited,Unlimited,Wed Apr 20 02:45:18 2022
Archfiend Heiress,66540884,Monster Card,,Effect Monster,,DARK,Fiend,3,1000,0,,,,"('Condition', 'Trigger Effect')","('Archfiend',)",,,Unlimited,Unlimited,Wed Apr 20 03:07:18 2022
Archfiend Interceptor,14430063,Monster Card,,Effect Monster,,DARK,Fiend,4,1400,1600,,,,"('Trigger Effect',)","('Archfiend',)",,,Unlimited,Unlimited,Sat Nov  6 16:28:12 2021
Archfiend Mirror,15150371,Monster Card,,Normal Monster,,DARK,Fiend,2,700,600,,,,,"('Archfiend',)",,,,Unlimited,Sat Mar  5 08:34:11 2022
Archfiend Soldier,49881766,Monster Card,,Normal Monster,,DARK,Fiend,4,1900,1500,,,,,"('Archfiend',)",,,Unlimited,Unlimited,Sat Aug  6 11:57:15 2022
Archfiend Zombie-Skull,59969392,Monster Card,,Synchro Monster,,DARK,Zombie,6,2500,1200,,,,"('Continuous Effect',)","('Archfiend', 'Zombie counterpart')",,,Unlimited,Unlimited,Sun Nov 15 05:56:51 2020
Archfiend of Gilfer,50287060,Monster Card,,Effect Monster,,DARK,Fiend,6,2200,2500,,,,"('Continuous-like Effect', 'Trigger Effect')","('Archfiend',)",,"('Type',)",Unlimited,Unlimited,Tue Apr 19 23:46:55 2022
Archfiend's Ascent,61248471,Monster Card,,Xyz Monster,,DARK,Fiend,6,2500,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Archfiend', 'Skull Archfiend')",,,Unlimited,Unlimited,Sat Mar 14 11:42:48 2020
Archfiend's Awakening,95825679,Monster Card,,Ritual Monster,,DARK,Fiend,6,2500,1200,,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Archfiend', 'Skull Archfiend')",,,Unlimited,Unlimited,Sat Mar 14 11:43:11 2020
Archfiend's Call,64635042,Monster Card,,Synchro Monster,,DARK,Fiend,6,2500,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Archfiend', 'Skull Archfiend')",,,Unlimited,Unlimited,Thu Aug 25 11:44:09 2022
Archfiend's Manifestation,32775808,Monster Card,,Fusion Monster,,DARK,Fiend,6,2500,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Archfiend', 'Skull Archfiend')",,,Unlimited,Unlimited,Sat Mar 14 11:44:23 2020
Archnemeses Protos,06728559,Monster Card,,Effect Monster,,DARK,Wyrm,11,2500,3000,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Nemeses',)",,,Forbidden,Unlimited,Thu May  5 17:29:14 2022
Ariane the Labrynth Servant,75730490,Monster Card,,Effect Monster,,DARK,Fiend,4,1800,1100,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Labrynth',)",,,Unlimited,Unlimited,Fri Aug 26 13:25:44 2022
Arianna the Labrynth Servant,01225009,Monster Card,,Effect Monster,,DARK,Fiend,4,1600,2100,,,,"('Condition', 'Trigger Effect')","('Labrynth',)",,,Unlimited,Unlimited,Fri Aug 26 13:25:50 2022
