Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Link,Link Arrows,TCG status,OCG status
Number 9: Dyson Sphere,01992816,Monster Card,,Xyz Monster,,LIGHT,Machine,9,2800,3000,,,Unlimited,Unlimited
Number 10: Illumiknight,11411223,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2400,2400,,,Unlimited,Unlimited
Number 16: Shock Master,54719828,Monster Card,,Xyz Monster,,LIGHT,Fairy,4,2300,1600,,,Forbidden,Forbidden
Number 18: Heraldry Patriarch,23649496,Monster Card,,Xyz Monster,,LIGHT,Psychic,4,2200,2200,,,Unlimited,Unlimited
Number 20: Giga-Brilliant,47805931,Monster Card,,Xyz Monster,,LIGHT,Insect,3,1800,1800,,,Unlimited,Unlimited
Number 25: Force Focus,64554883,Monster Card,,Xyz Monster,,LIGHT,Machine,6,2800,2400,,,Unlimited,Unlimited
Number 26: Spaceway Octobypass,39622156,Monster Card,,Xyz Monster,,LIGHT,Psychic,3,800,2400,,,Unlimited,Unlimited
Number 29: Mannequin Cat,54191698,Monster Card,,Xyz Monster,,LIGHT,Beast,2,2000,900,,,Unlimited,Unlimited
Number 33: Chronomaly Machu Mech,39139935,Monster Card,,Xyz Monster,,LIGHT,Machine,5,2400,1500,,,Unlimited,Unlimited
Number 36: Chronomaly Chateau Huyuk,50260683,Monster Card,,Xyz Monster,,LIGHT,Machine,4,2000,2500,,,Unlimited,Unlimited
Number 38: Hope Harbinger Dragon Titanic Galaxy,63767246,Monster Card,,Xyz Monster,,LIGHT,Dragon,8,3000,2500,,,Unlimited,Unlimited
Number 39: Utopia,84013237,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2500,2000,,,Unlimited,Unlimited
Number 39: Utopia Beyond,21521304,Monster Card,,Xyz Monster,,LIGHT,Warrior,6,3000,2500,,,Unlimited,Unlimited
Number 39: Utopia Double,62517849,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,0,2500,,,Unlimited,Unlimited
Number 39: Utopia Rising,93777634,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,0,2000,,,,Unlimited
Number 39: Utopia Roots,84124261,Monster Card,,Xyz Monster,,LIGHT,Warrior,1,500,100,,,Unlimited,Unlimited
Number 44: Sky Pegasus,80764541,Monster Card,,Xyz Monster,,LIGHT,Beast,4,1800,1600,,,Unlimited,Unlimited
Number 46: Dragluon,02978414,Monster Card,,Xyz Monster,,LIGHT,Dragon,8,3000,3000,,,Unlimited,Unlimited
Number 49: Fortune Tune,16259549,Monster Card,,Xyz Monster,,LIGHT,Winged Beast,3,400,900,,,Unlimited,Unlimited
Number 56: Gold Rat,55935416,Monster Card,,Xyz Monster,,LIGHT,Beast,1,500,600,,,Unlimited,Unlimited
Number 62: Galaxy-Eyes Prime Photon Dragon,31801517,Monster Card,,Xyz Monster,,LIGHT,Dragon,8,4000,3000,,,Unlimited,Unlimited
Number 63: Shamoji Soldier,89642993,Monster Card,,Xyz Monster,,LIGHT,Fairy,1,0,2000,,,Unlimited,Unlimited
Number 67: Pair-a-Dice Smasher,35772782,Monster Card,,Xyz Monster,,LIGHT,Fairy,5,2100,2100,,,Unlimited,Unlimited
Number 69: Heraldry Crest,02407234,Monster Card,,Xyz Monster,,LIGHT,Psychic,4,2600,1400,,,Unlimited,Unlimited
Number 76: Harmonizer Gradielle,92015800,Monster Card,,Xyz Monster,,LIGHT,Fairy,7,2700,2100,,,Unlimited,Unlimited
Number 78: Number Archive,29085954,Monster Card,,Xyz Monster,,LIGHT,Spellcaster,1,0,0,,,Unlimited,Unlimited
Number 90: Galaxy-Eyes Photon Lord,08165596,Monster Card,,Xyz Monster,,LIGHT,Warrior,8,2500,3000,,,Unlimited,Unlimited
Number 91: Thunder Spark Dragon,84417082,Monster Card,,Xyz Monster,,LIGHT,Dragon,4,2400,2000,,,Unlimited,Unlimited
Number 93: Utopia Kaiser,23187256,Monster Card,,Xyz Monster,,LIGHT,Warrior,12,2500,2000,,,Unlimited,Unlimited
Number 99: Utopia Dragonar,95134948,Monster Card,,Xyz Monster,,LIGHT,Warrior,12,3000,3000,,,Unlimited,Unlimited
Number 99: Utopic Dragon,51543904,Monster Card,,Xyz Monster,,LIGHT,Dragon,10,4000,2000,,,Unlimited,Unlimited
Number S0: Utopic ZEXAL,52653092,Monster Card,,Xyz Monster,,LIGHT,Warrior,0,?,?,,,Forbidden,Forbidden
Number 100: Numeron Dragon,57314798,Monster Card,,Xyz Monster,,LIGHT,Dragon,1,0,0,,,Unlimited,Unlimited
Number 102: Star Seraph Sentry,49678559,Monster Card,,Xyz Monster,,LIGHT,Fairy,4,2500,2000,,,Unlimited,Unlimited
Number 104: Masquerade,02061963,Monster Card,,Xyz Monster,,LIGHT,Spellcaster,4,2700,1200,,,Unlimited,Unlimited
Number 107: Galaxy-Eyes Tachyon Dragon,88177324,Monster Card,,Xyz Monster,,LIGHT,Dragon,8,3000,2500,,,Unlimited,Unlimited
Number S39: Utopia Prime,86532744,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2510,2000,,,Unlimited,Unlimited
Number S39: Utopia the Lightning,56832966,Monster Card,,Xyz Monster,,LIGHT,Warrior,5,2500,2000,,,Unlimited,Unlimited
Number C6: Chronomaly Chaos Atlandis,06387204,Monster Card,,Xyz Monster,,LIGHT,Machine,7,3300,3300,,,Unlimited,Unlimited
Number C9: Chaos Dyson Sphere,32559361,Monster Card,,Xyz Monster,,LIGHT,Machine,10,3600,3200,,,Unlimited,Unlimited
Number C39: Utopia Ray,56840427,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2500,2000,,,Unlimited,Unlimited
Number C39: Utopia Ray V,66970002,Monster Card,,Xyz Monster,,LIGHT,Warrior,5,2600,2000,,,Unlimited,Unlimited
Number C39: Utopia Ray Victory,87911394,Monster Card,,Xyz Monster,,LIGHT,Warrior,5,2800,2500,,,Unlimited,Unlimited
Number C69: Heraldry Crest of Horror,11522979,Monster Card,,Xyz Monster,,LIGHT,Psychic,5,4000,1800,,,Unlimited,Unlimited
Number C102: Archfiend Seraph,67173574,Monster Card,,Xyz Monster,,LIGHT,Fairy,5,2900,2400,,,Unlimited,Unlimited
Number C107: Neo Galaxy-Eyes Tachyon Dragon,68396121,Monster Card,,Xyz Monster,,LIGHT,Dragon,9,4500,3000,,,Unlimited,Unlimited
Number C1000: Numerounius,89477759,Monster Card,,Xyz Monster,,LIGHT,Fiend,12,?,?,,,Unlimited,Unlimited
Number F0: Utopic Draco Future,26973555,Monster Card,,Xyz Monster,,LIGHT,Warrior,0,3000,2000,,,Unlimited,Unlimited
Number F0: Utopic Future,65305468,Monster Card,,Xyz Monster,,LIGHT,Warrior,0,0,0,,,Unlimited,Unlimited
Number F0: Utopic Future Slash,43490025,Monster Card,,Xyz Monster,,LIGHT,Warrior,0,0,0,,,Unlimited,Unlimited
Number iC1000: Numerounius Numerounia,15862758,Monster Card,,Xyz Monster,,LIGHT,Fiend,13,?,?,,,Unlimited,Unlimited
Numeral Hunter,37115973,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1600,1400,,,Unlimited,Unlimited
"Nunu, the Ogdoadic Remnant",36010310,Monster Card,,Effect Monster,,LIGHT,Reptile,4,0,0,,,Unlimited,Unlimited
Ocubeam,86088138,Monster Card,,Normal Monster,,LIGHT,Fairy,5,1550,1650,,,Unlimited,Unlimited
Odd-Eyes Lancer Dragon,83347294,Monster Card,,Effect Monster,,LIGHT,Dragon,8,3000,2000,,,Unlimited,Unlimited
Odd-Eyes Pendulumgraph Dragon,66425726,Monster Card,,Pendulum Monster,,LIGHT,Dragon,7,2700,2500,,,Unlimited,Unlimited
Odd-Eyes Revolution Dragon,16306932,Monster Card,,Pendulum Monster,,LIGHT,Dragon,12,?,?,,,Unlimited,Unlimited
Odd-Eyes Saber Dragon,19221310,Monster Card,,Effect Monster,,LIGHT,Dragon,7,2800,2000,,,Unlimited,Unlimited
"Odin, Father of the Aesir",93483212,Monster Card,,Synchro Monster,,LIGHT,Fairy,10,4000,3500,,,Unlimited,Unlimited
"Ogdoabyss, the Ogdoadic Overlord",97565997,Monster Card,,Effect Monster,,LIGHT,Reptile,10,3100,2200,,,Unlimited,Unlimited
Ojama Black,79335209,Monster Card,,Normal Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
Ojama Blue,64627453,Monster Card,,Effect Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
Ojama Emperor,34031284,Monster Card,,Link Monster,,LIGHT,Beast,,0,,3,"('↓', '↙', '↘')",Unlimited,Unlimited
Ojama Green,12482652,Monster Card,,Normal Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
Ojama King,90140980,Monster Card,,Effect Monster,,LIGHT,Beast,6,0,3000,,,Unlimited,Unlimited
Ojama Knight,40391316,Monster Card,,Effect Monster,,LIGHT,Beast,5,0,2500,,,Unlimited,Unlimited
Ojama Pink,42517468,Monster Card,,Effect Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
Ojama Red,37132349,Monster Card,,Effect Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
Ojama Token,,Monster Card,,Normal Monster,,LIGHT,Beast,2,0,1000,,,,Legal
Ojama Yellow,42941100,Monster Card,,Normal Monster,,LIGHT,Beast,2,0,1000,,,Unlimited,Unlimited
One-Eyed Skill Gainer,75620895,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2500,2600,,,Unlimited,Unlimited
"Oneiros, the Dream Mirror Erlking",35187185,Monster Card,,Effect Monster,,LIGHT,Fairy,10,3000,3000,,,Unlimited,Unlimited
Opera the Melodious Diva,43268675,Monster Card,,Effect Monster,,LIGHT,Fairy,4,2300,1000,,,Unlimited,Unlimited
Oracle of the Sun,42280216,Monster Card,,Effect Monster,,LIGHT,Spellcaster,5,1000,2000,,,Unlimited,Unlimited
Orbital 7,71071546,Monster Card,,Effect Monster,,LIGHT,Machine,4,500,2000,,,Unlimited,Unlimited
Orion the Battle King,02971090,Monster Card,,Normal Monster,,LIGHT,Fairy,5,1800,1500,,,,Unlimited
Otohime,39751093,Monster Card,,Effect Monster,Spirit monster,LIGHT,Spellcaster,3,0,100,,,Unlimited,Unlimited
Outstanding Dog Marron,11548522,Monster Card,,Effect Monster,,LIGHT,Beast,1,100,100,,,Unlimited,Unlimited
Outstanding Dog Mary,71583486,Monster Card,,Effect Monster,,LIGHT,Beast,1,100,100,,,Unlimited,Unlimited
Overdrive Teleporter,01834753,Monster Card,,Effect Monster,,LIGHT,Psychic,6,2100,1200,,,Unlimited,Unlimited
Overlay Booster,75214390,Monster Card,,Effect Monster,,LIGHT,Warrior,5,2000,0,,,Unlimited,Unlimited
Overlay Eater,81816475,Monster Card,,Effect Monster,,LIGHT,Reptile,2,300,800,,,Unlimited,Unlimited
Overlay Sentinel,39229392,Monster Card,,Effect Monster,,LIGHT,Warrior,4,2000,0,,,Unlimited,Unlimited
PSY-Frame Driver,49036338,Monster Card,,Normal Monster,,LIGHT,Psychic,6,2500,0,,,Unlimited,Unlimited
PSY-Frame Multi-Threader,43266605,Monster Card,,Effect Monster,,LIGHT,Psychic,6,0,2500,,,Unlimited,Unlimited
PSY-Framegear Alpha,75425043,Monster Card,,Effect Monster,Tuner monster,LIGHT,Psychic,1,500,0,,,Unlimited,Unlimited
PSY-Framegear Beta,02810642,Monster Card,,Effect Monster,Tuner monster,LIGHT,Psychic,1,700,0,,,Unlimited,Unlimited
PSY-Framegear Delta,74203495,Monster Card,,Effect Monster,Tuner monster,LIGHT,Psychic,2,1200,0,,,Unlimited,Unlimited
PSY-Framegear Epsilon,01697104,Monster Card,,Effect Monster,Tuner monster,LIGHT,Psychic,2,1500,0,,,Unlimited,Unlimited
PSY-Framegear Gamma,38814750,Monster Card,,Effect Monster,Tuner monster,LIGHT,Psychic,2,1000,0,,,Unlimited,Limited
PSY-Framelord Lambda,08802510,Monster Card,,Link Monster,,LIGHT,Psychic,,1700,,2,"('↙', '↘')",Unlimited,Unlimited
PSY-Framelord Omega,74586817,Monster Card,,Synchro Monster,,LIGHT,Psychic,8,2800,2200,,,Limited,Limited
PSY-Framelord Zeta,37192109,Monster Card,,Synchro Monster,,LIGHT,Psychic,7,2500,1800,,,Unlimited,Unlimited
Pahunder,84530620,Monster Card,,Effect Monster,,LIGHT,Thunder,4,1300,600,,,Unlimited,Unlimited
Paladin of Felgrand,06075801,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1700,300,,,Unlimited,Unlimited
Paladin of Photon Dragon,85346853,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1900,800,,,Unlimited,Unlimited
Paladin of Storm Dragon,86401517,Monster Card,,Effect Monster,,LIGHT,Cyberse,4,1900,900,,,Unlimited,Unlimited
Paladin of White Dragon,73398797,Monster Card,,Effect Monster,,LIGHT,Dragon,4,1900,1200,,,Unlimited,Unlimited
Paladin of the Cursed Dragon,68670547,Monster Card,,Effect Monster,,LIGHT,Zombie,4,1900,1200,,,Unlimited,Unlimited
Palladium Oracle Mahad,71703785,Monster Card,,Effect Monster,,LIGHT,Spellcaster,7,2500,2100,,,Unlimited,Unlimited
Palladium Oracle Mana,42006475,Monster Card,,Effect Monster,,LIGHT,Spellcaster,6,2000,1700,,,Unlimited,Unlimited
Panzer Dragon,72959823,Monster Card,,Effect Monster,,LIGHT,Machine,5,1000,2600,,,Unlimited,Unlimited
"Parsec, the Interstellar Dragon",32872833,Monster Card,,Effect Monster,,LIGHT,Dragon,8,800,800,,,Unlimited,Unlimited
Performage Damage Juggler,68819554,Monster Card,,Effect Monster,,LIGHT,Spellcaster,4,1500,1000,,,Unlimited,Unlimited
Performage Mirror Conductor,71578874,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,4,600,1400,,,Unlimited,Unlimited
Performage Trapeze Magician,17016362,Monster Card,,Xyz Monster,,LIGHT,Spellcaster,4,2500,2000,,,Unlimited,Unlimited
Performage Trick Clown,67696066,Monster Card,,Effect Monster,,LIGHT,Spellcaster,4,1600,1200,,,Unlimited,Unlimited
Performapal Corn,33103459,Monster Card,,Effect Monster,,LIGHT,Beast-Warrior,3,600,1000,,,Unlimited,Unlimited
Performapal Fireflux,12255007,Monster Card,,Pendulum Monster,,LIGHT,Insect,4,1200,1600,,,Unlimited,Unlimited
Performapal Five-Rainbow Magician,19619755,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,1,100,100,,,Unlimited,Unlimited
Performapal Gold Fang,64207696,Monster Card,,Pendulum Monster,,LIGHT,Beast,4,1800,700,,,Unlimited,Unlimited
Performapal Greatest Duelist,92644052,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,4,1800,400,,,,Unlimited
Performapal Kaleidoscorp,78835747,Monster Card,,Pendulum Monster,,LIGHT,Insect,6,100,2300,,,Unlimited,Unlimited
Performapal Ladyange,58938528,Monster Card,,Pendulum Monster,,LIGHT,Fairy,3,1000,1500,,,Unlimited,Unlimited
Performapal Laugh Maker,44944304,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,8,2500,2000,,,Unlimited,Unlimited
Performapal Lebellman,03752422,Monster Card,,Pendulum Monster,,LIGHT,Fairy,6,100,2600,,,Unlimited,Unlimited
Performapal Life Swordsman,07268133,Monster Card,,Effect Monster,,LIGHT,Warrior,1,0,0,,,Unlimited,Unlimited
Performapal Odd-Eyes Light Phoenix,59762399,Monster Card,,Pendulum Monster,,LIGHT,Winged Beast,5,2000,1000,,,Unlimited,Unlimited
Performapal Odd-Eyes Unicorn,86157908,Monster Card,,Pendulum Monster,,LIGHT,Beast,1,100,600,,,Unlimited,Unlimited
Performapal Odd-Eyes Valet,82661461,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,1,100,200,,,,Unlimited
Performapal Revue Dancer,36527535,Monster Card,,Effect Monster,,LIGHT,Spellcaster,3,800,1000,,,Unlimited,Unlimited
Performapal Sky Pupil,00122520,Monster Card,,Effect Monster,,LIGHT,Spellcaster,3,800,800,,,Unlimited,Unlimited
Performapal Sleight Hand Magician,20403123,Monster Card,,Effect Monster,,LIGHT,Spellcaster,7,2500,2000,,,Unlimited,Unlimited
Performapal Smile Sorcerer,07799906,Monster Card,,Pendulum Monster,,LIGHT,Spellcaster,8,2500,2000,,,Unlimited,Unlimited
Performapal Thunderhino,70458081,Monster Card,,Effect Monster,,LIGHT,Rock,3,200,1800,,,Unlimited,Unlimited
Performapal Turn Trooper,00220414,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1200,1200,,,Unlimited,Unlimited
Performapal Uni,07714344,Monster Card,,Effect Monster,,LIGHT,Beast-Warrior,4,800,1500,,,Unlimited,Unlimited
"Periallis, Empress of Blossoms",72924435,Monster Card,,Synchro Monster,,LIGHT,Plant,7,1600,2400,,,Unlimited,Unlimited
Petit Angel,38142739,Monster Card,,Normal Monster,,LIGHT,Fairy,3,600,900,,,Unlimited,Unlimited
"Phantasos, the Dream Mirror Friend",62393472,Monster Card,,Effect Monster,,LIGHT,Beast-Warrior,4,900,1900,,,Unlimited,Unlimited
Phantom Beast Cross-Wing,71181155,Monster Card,,Effect Monster,,LIGHT,Beast-Warrior,4,1300,1300,,,Unlimited,Unlimited
Phantom Beast Thunder-Pegasus,34961968,Monster Card,,Effect Monster,,LIGHT,Beast-Warrior,4,700,2000,,,Unlimited,Unlimited
Phantom Dragon,49879995,Monster Card,,Effect Monster,,LIGHT,Dragon,8,2300,2200,,,Unlimited,Unlimited
Phosphorage the Elemental Lord,08192327,Monster Card,,Effect Monster,,LIGHT,Fairy,8,2800,2200,,,Unlimited,Unlimited
Photon Advancer,98881931,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1000,1000,,,Unlimited,Unlimited
Photon Alexandra Queen,75797046,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2400,1200,,,Unlimited,Unlimited
Photon Caesar,13492423,Monster Card,,Effect Monster,,LIGHT,Warrior,8,2000,2800,,,Unlimited,Unlimited
Photon Cerberus,28990150,Monster Card,,Effect Monster,,LIGHT,Beast,3,1300,600,,,Unlimited,Unlimited
Photon Chargeman,02618045,Monster Card,,Effect Monster,,LIGHT,Warrior,4,1000,1000,,,Unlimited,Unlimited
Photon Circle,64145892,Monster Card,,Effect Monster,,LIGHT,Spellcaster,4,1000,1000,,,Unlimited,Unlimited
Photon Crusher,01362589,Monster Card,,Effect Monster,,LIGHT,Warrior,4,2000,0,,,Unlimited,Unlimited
Photon Leo,38757297,Monster Card,,Effect Monster,,LIGHT,Beast,6,2100,1100,,,Unlimited,Unlimited
Photon Lizard,38973775,Monster Card,,Effect Monster,,LIGHT,Dragon,3,900,1200,,,Unlimited,Unlimited
Photon Orbital,89132148,Monster Card,,Effect Monster,,LIGHT,Machine,4,500,2000,,,Unlimited,Unlimited
Photon Papilloperative,28150174,Monster Card,,Xyz Monster,,LIGHT,Warrior,4,2100,1800,,,Unlimited,Unlimited
Photon Pirate,36834155,Monster Card,,Effect Monster,,LIGHT,Machine,3,1000,1000,,,Unlimited,Unlimited
Photon Sabre Tiger,80495985,Monster Card,,Effect Monster,,LIGHT,Beast,3,2000,300,,,Unlimited,Unlimited
Photon Satellite,63223260,Monster Card,,Effect Monster,,LIGHT,Machine,1,0,0,,,Unlimited,Unlimited
Photon Slasher,09718968,Monster Card,,Effect Monster,,LIGHT,Warrior,5,2100,1000,,,Unlimited,Unlimited
Photon Strike Bounzer,92661479,Monster Card,,Xyz Monster,,LIGHT,Warrior,6,2700,2000,,,Unlimited,Unlimited
Photon Thrasher,65367484,Monster Card,,Effect Monster,,LIGHT,Warrior,4,2100,0,,,Unlimited,Unlimited
Photon Token,,Monster Card,,Normal Monster,,LIGHT,Thunder,4,2000,0,,,,Legal
Photon Vanisher,43147039,Monster Card,,Effect Monster,,LIGHT,Warrior,4,2000,0,,,Unlimited,Unlimited
Photon Wyvern,55758589,Monster Card,,Effect Monster,,LIGHT,Dragon,7,2500,2000,,,Unlimited,Unlimited
Pikari @Ignister,16020923,Monster Card,,Effect Monster,,LIGHT,Cyberse,4,1200,600,,,Unlimited,Unlimited
Pixie Knight,35429292,Monster Card,,Effect Monster,,LIGHT,Spellcaster,2,1300,200,,,Unlimited,Unlimited
Plasma Ball,92595545,Monster Card,,Effect Monster,,LIGHT,Thunder,3,900,900,,,Unlimited,Unlimited
Platinum Gadget,40216089,Monster Card,,Link Monster,,LIGHT,Machine,,1600,,2,"('↙', '↘')",Unlimited,Unlimited
Plunder Patrollship Lys,18832779,Monster Card,,Effect Monster,,LIGHT,Fiend,8,2000,2000,,,Unlimited,Unlimited
Power Angel Valkyria,89055154,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1800,1050,,,Unlimited,Unlimited
Powered Inzektron,46132282,Monster Card,,Synchro Monster,,LIGHT,Machine,6,2500,1600,,,Unlimited,Unlimited
Prediction Princess Tarotrei,94997874,Monster Card,,Effect Monster,,LIGHT,Fairy,9,2700,1200,,,Unlimited,Unlimited
Priestess with Eyes of Blue,36734924,Monster Card,,Effect Monster,Tuner monster,LIGHT,Spellcaster,1,0,0,,,Unlimited,Unlimited
Primal Being Token,,Monster Card,,Normal Monster,,LIGHT,Rock,11,?,?,,,Legal,Legal
"Primal Dragon, the Primordial",64025981,Monster Card,,Effect Monster,,LIGHT,Dragon,4,2000,2000,,,Unlimited,Unlimited
Prime Material Dragon,12298909,Monster Card,,Effect Monster,,LIGHT,Dragon,6,2400,2000,,,Unlimited,Unlimited
Princess Cologne,75574498,Monster Card,,Xyz Monster,,LIGHT,Fairy,4,500,2200,,,Unlimited,Unlimited
Princess Pikeru,75917088,Monster Card,,Effect Monster,,LIGHT,Spellcaster,4,2000,0,,,Unlimited,Unlimited
Prinzessin,78527720,Monster Card,,Effect Monster,,LIGHT,Fairy,4,300,600,,,Unlimited,Unlimited
Prisman,80234301,Monster Card,,Normal Monster,,LIGHT,Rock,3,800,1000,,,Unlimited,Unlimited
Progleo,52615248,Monster Card,,Link Monster,,LIGHT,Cyberse,,1000,,2,"('←', '→')",Unlimited,Unlimited
Prohibit Snake,39732186,Monster Card,,Effect Monster,,LIGHT,Cyberse,2,500,1000,,,Unlimited,Unlimited
Protecting Spirit Loagaeth,84339249,Monster Card,,Effect Monster,,LIGHT,Fairy,7,2400,2100,,,Unlimited,Unlimited
Protective Soul Ailin,11678191,Monster Card,,Effect Monster,Union monster,LIGHT,Fairy,1,0,0,,,Unlimited,Unlimited
Protector Whelp of the Destruction Swordsman,47158777,Monster Card,,Link Monster,,LIGHT,Dragon,,400,,2,"('↙', '↘')",Unlimited,Unlimited
Protector of The Agents - Moon,90290572,Monster Card,,Link Monster,,LIGHT,Fairy,,1800,,2,"('↘', '→')",Unlimited,Unlimited
Protector with Eyes of Blue,72855441,Monster Card,,Effect Monster,Tuner monster,LIGHT,Spellcaster,1,800,1300,,,Unlimited,Unlimited
Proto-Cyber Dragon,26439287,Monster Card,,Effect Monster,,LIGHT,Machine,3,1100,600,,,Unlimited,Unlimited
Proxy Dragon,22862454,Monster Card,,Link Monster,,LIGHT,Cyberse,,1400,,2,"('←', '→')",Unlimited,Unlimited
Proxy Horse,16684346,Monster Card,,Effect Monster,,LIGHT,Cyberse,4,1100,1100,,,Unlimited,Unlimited
Psychic Bounder,65471349,Monster Card,,Effect Monster,,LIGHT,Machine,4,1700,1000,,,Unlimited,Unlimited
Psychic Emperor,77600660,Monster Card,,Effect Monster,,LIGHT,Psychic,6,2400,1000,,,Unlimited,Unlimited
Psychic End Punisher,60465049,Monster Card,,Synchro Monster,,LIGHT,Psychic,11,3500,3500,,,Unlimited,Unlimited
"Puzzlomino, the Drop-n-Deleter",84271823,Monster Card,,Link Monster,,LIGHT,Spellcaster,,1300,,2,"('↓', '→')",Unlimited,Unlimited
Qadshaddoll Keios,24635329,Monster Card,,Effect Monster,Flip monster,LIGHT,Spellcaster,2,900,100,,,Unlimited,Unlimited
Queen Nereia the Silvercrown,,Monster Card,,Xyz Monster,,LIGHT,Plant,6,2500,2400,,,Illegal,
Queen of Fate - Eternia,,Monster Card,,Effect Monster,,LIGHT,Fairy,8,2400,2000,,,Illegal,
Queen of Thorns,45500495,Monster Card,,Synchro Monster,,LIGHT,Plant,6,2200,1800,,,Unlimited,Unlimited
Queen's Knight,25652259,Monster Card,,Normal Monster,,LIGHT,Warrior,4,1500,1600,,,Unlimited,Unlimited
RAM Clouder,09190563,Monster Card,,Effect Monster,,LIGHT,Cyberse,4,1800,1000,,,Unlimited,Unlimited
Ra's Disciple,74875003,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1100,600,,,Unlimited,Unlimited
Rabidragon,95788410,Monster Card,,Normal Monster,,LIGHT,Dragon,8,2950,2900,,,Unlimited,Unlimited
Radiant Jeral,84177693,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1000,2000,,,Unlimited,Unlimited
Radiant Spirit,12624008,Monster Card,,Effect Monster,,LIGHT,Reptile,7,2000,1500,,,Unlimited,Unlimited
Radiant Vouirescence,70856343,Monster Card,,Effect Monster,,LIGHT,Dragon,4,1600,800,,,Unlimited,Unlimited
"Radius, the Half-Moon Dragon",06483224,Monster Card,,Effect Monster,,LIGHT,Dragon,4,1400,1200,,,Unlimited,Unlimited
"Rafale, Champion Fur Hire",38916526,Monster Card,,Effect Monster,,LIGHT,Dragon,8,2800,2200,,,Unlimited,Unlimited
Rai Rider,31173519,Monster Card,,Effect Monster,,LIGHT,Thunder,3,1200,1400,,,Unlimited,Unlimited
Rai-Jin,37829468,Monster Card,,Effect Monster,,LIGHT,Thunder,4,?,1000,,,Unlimited,Unlimited
Rai-Mei,63223467,Monster Card,,Effect Monster,,LIGHT,Thunder,3,1400,1200,,,Unlimited,Unlimited
